restriccion_id,timestamp_inicio,timestamp_fin,area,tipo_restriccion,severidad,impacto_capacidad_pct
RST_00000225,2025-04-30 12:58:00,2025-04-30 14:50:00,ENERGIA,CURTAILMENT_REDES,2,0.2673
RST_00000226,2025-04-30 16:29:00,2025-04-30 19:50:00,PRODUCCION,BAJA_DOTACION,3,0.1967
RST_00000227,2025-04-30 16:28:00,2025-04-30 20:08:00,CARGA,AVERIA_CARGADOR,3,0.1135
RST_00000228,2025-04-30 18:35:00,2025-04-30 23:23:00,CARGA,AVERIA_CARGADOR,5,0.25
RST_00000229,2025-04-30 23:15:00,2025-05-01 02:11:00,ENERGIA,ALERTA_TERMICA,2,0.1307
RST_00000230,2025-05-01 00:53:00,2025-05-01 04:18:00,ENERGIA,CURTAILMENT_REDES,3,0.1955
RST_00000231,2025-05-01 17:45:00,2025-05-01 21:00:00,PATIO,SATURACION_ZONA,2,0.156
RST_00000232,2025-05-02 07:37:00,2025-05-02 09:12:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.0916
RST_00000233,2025-05-02 07:15:00,2025-05-02 10:43:00,PATIO,REORGANIZACION_FLUJO,3,0.1584
RST_00000234,2025-05-02 14:45:00,2025-05-02 18:26:00,ENERGIA,CURTAILMENT_REDES,3,0.1849
RST_00000235,2025-05-04 01:38:00,2025-05-04 05:24:00,PATIO,REORGANIZACION_FLUJO,4,0.1785
RST_00000236,2025-05-04 21:03:00,2025-05-05 00:10:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2405
RST_00000237,2025-05-04 16:19:00,2025-05-04 18:42:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.2022
RST_00000238,2025-05-05 02:46:00,2025-05-05 05:04:00,CARGA,MANTENIMIENTO_CARGA,2,0.2296
RST_00000239,2025-05-05 00:17:00,2025-05-05 03:56:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2222
RST_00000240,2025-05-05 13:06:00,2025-05-05 18:21:00,ENERGIA,CURTAILMENT_REDES,5,0.2567
RST_00000241,2025-05-05 06:35:00,2025-05-05 09:28:00,PRODUCCION,BAJA_DOTACION,3,0.1491
RST_00000242,2025-05-05 16:47:00,2025-05-05 19:05:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.0883
RST_00000243,2025-05-06 04:45:00,2025-05-06 08:18:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1444
RST_00000244,2025-05-06 20:49:00,2025-05-06 22:33:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.1297
RST_00000245,2025-05-07 06:05:00,2025-05-07 10:28:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.1816
RST_00000246,2025-05-07 23:36:00,2025-05-08 02:15:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.209
RST_00000247,2025-05-08 18:45:00,2025-05-08 20:29:00,PRODUCCION,RETRABAJO_ELEVADO,1,0.1001
RST_00000248,2025-05-09 01:26:00,2025-05-09 04:44:00,PRODUCCION,BAJA_DOTACION,3,0.1876
RST_00000249,2025-05-09 04:13:00,2025-05-09 08:48:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.2746
RST_00000250,2025-05-09 22:14:00,2025-05-10 00:54:00,PATIO,SATURACION_ZONA,3,0.1952
RST_00000251,2025-05-10 16:51:00,2025-05-10 21:45:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2305
RST_00000252,2025-05-11 04:48:00,2025-05-11 07:39:00,PRODUCCION,RETRABAJO_ELEVADO,3,0.1929
RST_00000253,2025-05-12 11:31:00,2025-05-12 12:38:00,LOGISTICA,LIMITACION_TRANSPORTISTA,1,0.0673
RST_00000254,2025-05-12 17:30:00,2025-05-12 20:13:00,CARGA,AVERIA_CARGADOR,1,0.106
RST_00000255,2025-05-12 22:26:00,2025-05-13 01:01:00,PATIO,BLOQUEO_POSICIONES,3,0.1394
RST_00000256,2025-05-13 07:40:00,2025-05-13 10:52:00,PATIO,SATURACION_ZONA,3,0.1671
RST_00000257,2025-05-13 21:44:00,2025-05-14 02:08:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,5,0.2743
RST_00000258,2025-05-14 14:04:00,2025-05-14 16:25:00,PATIO,BLOQUEO_POSICIONES,2,0.1122
RST_00000259,2025-05-16 02:46:00,2025-05-16 06:20:00,PATIO,SATURACION_ZONA,3,0.1253
RST_00000260,2025-05-16 01:46:00,2025-05-16 05:14:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.1867
RST_00000261,2025-05-15 22:06:00,2025-05-15 23:44:00,PRODUCCION,RETRABAJO_ELEVADO,1,0.112
RST_00000262,2025-05-16 22:02:00,2025-05-17 00:22:00,PRODUCCION,MICROPARADAS_LINEA,1,0.1701
RST_00000263,2025-05-17 17:28:00,2025-05-17 21:06:00,CARGA,MANTENIMIENTO_CARGA,3,0.1741
RST_00000264,2025-05-18 04:23:00,2025-05-18 08:21:00,PATIO,REORGANIZACION_FLUJO,4,0.1732
RST_00000265,2025-05-18 14:58:00,2025-05-18 17:29:00,PATIO,BLOQUEO_POSICIONES,3,0.1649
RST_00000266,2025-05-19 17:11:00,2025-05-19 20:19:00,PATIO,REORGANIZACION_FLUJO,3,0.2107
RST_00000267,2025-05-19 15:46:00,2025-05-19 16:37:00,PATIO,BLOQUEO_POSICIONES,1,0.1013
RST_00000268,2025-05-20 04:46:00,2025-05-20 07:29:00,PATIO,BLOQUEO_POSICIONES,2,0.1575
RST_00000269,2025-05-20 18:05:00,2025-05-20 20:27:00,PRODUCCION,MICROPARADAS_LINEA,2,0.0996
RST_00000270,2025-05-21 06:49:00,2025-05-21 10:15:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1538
RST_00000271,2025-05-21 06:19:00,2025-05-21 11:45:00,CARGA,CAPACIDAD_CARGA_LIMITADA,5,0.2811
RST_00000272,2025-05-22 05:02:00,2025-05-22 08:48:00,CARGA,AVERIA_CARGADOR,3,0.1905
RST_00000273,2025-05-22 22:50:00,2025-05-23 02:39:00,PATIO,SATURACION_ZONA,3,0.1876
RST_00000274,2025-05-24 04:37:00,2025-05-24 08:45:00,PATIO,BLOQUEO_POSICIONES,4,0.2175
RST_00000275,2025-05-25 02:07:00,2025-05-25 05:04:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.069
RST_00000276,2025-05-26 11:03:00,2025-05-26 14:06:00,PATIO,SATURACION_ZONA,3,0.1773
RST_00000277,2025-05-26 12:29:00,2025-05-26 14:47:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,1,0.0672
RST_00000278,2025-05-27 07:57:00,2025-05-27 11:50:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.208
RST_00000279,2025-05-27 06:07:00,2025-05-27 08:46:00,PATIO,SATURACION_ZONA,3,0.1679
RST_00000280,2025-05-27 13:28:00,2025-05-27 16:15:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2267
RST_00000281,2025-05-27 18:45:00,2025-05-27 20:56:00,CARGA,MANTENIMIENTO_CARGA,3,0.2049
RST_00000282,2025-05-28 00:32:00,2025-05-28 04:50:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.184
RST_00000283,2025-05-28 06:12:00,2025-05-28 09:55:00,ENERGIA,CURTAILMENT_REDES,3,0.1413
RST_00000284,2025-05-29 01:40:00,2025-05-29 05:19:00,PRODUCCION,BAJA_DOTACION,3,0.2494
RST_00000285,2025-05-29 23:39:00,2025-05-30 03:31:00,PATIO,BLOQUEO_POSICIONES,4,0.1509
RST_00000286,2025-05-30 00:57:00,2025-05-30 03:27:00,PRODUCCION,BAJA_DOTACION,3,0.1924
RST_00000287,2025-05-30 19:17:00,2025-05-30 21:29:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.1073
RST_00000288,2025-05-30 23:38:00,2025-05-31 02:52:00,CARGA,AVERIA_CARGADOR,3,0.1815
RST_00000289,2025-05-31 23:51:00,2025-06-01 03:42:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.211
RST_00000290,2025-06-01 08:49:00,2025-06-01 11:14:00,PATIO,BLOQUEO_POSICIONES,3,0.1292
RST_00000291,2025-06-02 03:47:00,2025-06-02 07:21:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2363
RST_00000292,2025-06-01 23:02:00,2025-06-02 02:27:00,PRODUCCION,BAJA_DOTACION,3,0.1679
RST_00000293,2025-06-02 11:47:00,2025-06-02 14:59:00,CARGA,AVERIA_CARGADOR,3,0.2058
RST_00000294,2025-06-02 12:56:00,2025-06-02 15:51:00,PATIO,REORGANIZACION_FLUJO,3,0.1909
RST_00000295,2025-06-04 13:08:00,2025-06-04 16:31:00,CARGA,MANTENIMIENTO_CARGA,3,0.1757
RST_00000296,2025-06-04 16:08:00,2025-06-04 19:03:00,PRODUCCION,BAJA_DOTACION,3,0.198
RST_00000297,2025-06-04 22:26:00,2025-06-05 02:14:00,PATIO,BLOQUEO_POSICIONES,4,0.2321
RST_00000298,2025-06-05 11:35:00,2025-06-05 14:23:00,CARGA,AVERIA_CARGADOR,3,0.1813
RST_00000299,2025-06-07 02:43:00,2025-06-07 05:34:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2244
RST_00000300,2025-06-08 04:01:00,2025-06-08 08:06:00,PRODUCCION,BAJA_DOTACION,4,0.2439
RST_00000301,2025-06-08 13:40:00,2025-06-08 16:02:00,PRODUCCION,RETRABAJO_ELEVADO,3,0.1709
RST_00000302,2025-06-08 13:19:00,2025-06-08 17:19:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.2826
RST_00000303,2025-06-09 07:40:00,2025-06-09 11:30:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1234
RST_00000304,2025-06-09 08:58:00,2025-06-09 12:34:00,PRODUCCION,MICROPARADAS_LINEA,4,0.1806
RST_00000305,2025-06-09 15:13:00,2025-06-09 17:15:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1857
RST_00000306,2025-06-10 04:51:00,2025-06-10 08:14:00,PATIO,REORGANIZACION_FLUJO,3,0.1764
RST_00000307,2025-06-10 06:53:00,2025-06-10 11:32:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2213
RST_00000308,2025-06-10 12:16:00,2025-06-10 16:18:00,CARGA,AVERIA_CARGADOR,4,0.2728
RST_00000309,2025-06-10 13:14:00,2025-06-10 15:27:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.1343
RST_00000310,2025-06-10 19:37:00,2025-06-11 00:49:00,PRODUCCION,BAJA_DOTACION,4,0.1532
RST_00000311,2025-06-10 23:49:00,2025-06-11 03:27:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2156
RST_00000312,2025-06-11 18:07:00,2025-06-11 21:36:00,CARGA,AVERIA_CARGADOR,3,0.1801
RST_00000313,2025-06-11 22:23:00,2025-06-12 01:25:00,PRODUCCION,MICROPARADAS_LINEA,3,0.2631
RST_00000314,2025-06-12 13:39:00,2025-06-12 15:52:00,CARGA,AVERIA_CARGADOR,2,0.1862
RST_00000315,2025-06-12 21:45:00,2025-06-13 00:57:00,CARGA,AVERIA_CARGADOR,4,0.1214
RST_00000316,2025-06-13 16:07:00,2025-06-13 19:48:00,PATIO,SATURACION_ZONA,4,0.2059
RST_00000317,2025-06-13 23:53:00,2025-06-14 03:44:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.181
RST_00000318,2025-06-13 22:14:00,2025-06-14 01:01:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1971
RST_00000319,2025-06-14 01:40:00,2025-06-14 04:03:00,PRODUCCION,RETRABAJO_ELEVADO,3,0.1972
RST_00000320,2025-06-14 05:12:00,2025-06-14 08:31:00,PRODUCCION,MICROPARADAS_LINEA,3,0.196
RST_00000321,2025-06-14 20:49:00,2025-06-14 23:26:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.1981
RST_00000322,2025-06-14 21:49:00,2025-06-15 00:45:00,CARGA,MANTENIMIENTO_CARGA,3,0.2399
RST_00000323,2025-06-14 17:20:00,2025-06-14 20:24:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.2153
RST_00000324,2025-06-15 02:06:00,2025-06-15 04:25:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.1808
RST_00000325,2025-06-15 00:46:00,2025-06-15 05:27:00,PRODUCCION,BAJA_DOTACION,5,0.1892
RST_00000326,2025-06-15 07:46:00,2025-06-15 11:09:00,CARGA,MANTENIMIENTO_CARGA,3,0.1713
RST_00000327,2025-06-15 17:11:00,2025-06-15 20:18:00,PATIO,REORGANIZACION_FLUJO,3,0.1461
RST_00000328,2025-06-16 02:58:00,2025-06-16 06:15:00,PATIO,REORGANIZACION_FLUJO,3,0.2023
RST_00000329,2025-06-16 06:07:00,2025-06-16 09:44:00,CARGA,MANTENIMIENTO_CARGA,3,0.2188
RST_00000330,2025-06-16 20:50:00,2025-06-17 00:21:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1613
RST_00000331,2025-06-16 19:59:00,2025-06-16 21:37:00,CARGA,CAPACIDAD_CARGA_LIMITADA,1,0.05
RST_00000332,2025-06-17 05:17:00,2025-06-17 07:52:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1724
RST_00000333,2025-06-17 01:43:00,2025-06-17 04:34:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.1876
RST_00000334,2025-06-17 04:22:00,2025-06-17 07:49:00,CARGA,MANTENIMIENTO_CARGA,4,0.2057
RST_00000335,2025-06-17 11:11:00,2025-06-17 13:29:00,CARGA,CAPACIDAD_CARGA_LIMITADA,2,0.1294
RST_00000336,2025-06-18 11:53:00,2025-06-18 17:15:00,PRODUCCION,BAJA_DOTACION,5,0.255
RST_00000337,2025-06-18 14:04:00,2025-06-18 18:19:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,5,0.3047
RST_00000338,2025-06-18 22:26:00,2025-06-19 02:14:00,PRODUCCION,BAJA_DOTACION,3,0.225
RST_00000339,2025-06-19 00:32:00,2025-06-19 05:44:00,CARGA,AVERIA_CARGADOR,5,0.2749
RST_00000340,2025-06-21 01:19:00,2025-06-21 03:35:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,2,0.1193
RST_00000341,2025-06-22 11:57:00,2025-06-22 15:12:00,ENERGIA,RESTRICCION_POTENCIA,3,0.1785
RST_00000342,2025-06-22 10:36:00,2025-06-22 14:14:00,PRODUCCION,RETRABAJO_ELEVADO,3,0.1458
RST_00000343,2025-06-22 13:10:00,2025-06-22 15:45:00,PRODUCCION,RETRABAJO_ELEVADO,3,0.1996
RST_00000344,2025-06-22 14:57:00,2025-06-22 18:03:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1791
RST_00000345,2025-06-22 16:33:00,2025-06-22 19:23:00,PRODUCCION,BAJA_DOTACION,2,0.1598
RST_00000346,2025-06-22 22:35:00,2025-06-23 01:28:00,PATIO,BLOQUEO_POSICIONES,2,0.1325
RST_00000347,2025-06-23 02:13:00,2025-06-23 05:21:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.2038
RST_00000348,2025-06-23 15:40:00,2025-06-23 18:41:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.185
RST_00000349,2025-06-24 03:53:00,2025-06-24 07:36:00,PRODUCCION,MICROPARADAS_LINEA,4,0.1342
RST_00000350,2025-06-25 09:00:00,2025-06-25 12:09:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.2548
RST_00000351,2025-06-25 12:26:00,2025-06-25 15:40:00,PRODUCCION,MICROPARADAS_LINEA,4,0.3753
RST_00000352,2025-06-25 20:35:00,2025-06-25 23:45:00,PATIO,SATURACION_ZONA,3,0.2133
RST_00000353,2025-06-25 16:23:00,2025-06-25 19:15:00,PATIO,BLOQUEO_POSICIONES,2,0.1101
RST_00000354,2025-06-25 22:51:00,2025-06-26 02:18:00,ENERGIA,CURTAILMENT_REDES,5,0.2268
RST_00000355,2025-06-26 11:59:00,2025-06-26 14:09:00,PRODUCCION,BAJA_DOTACION,3,0.1974
RST_00000356,2025-06-26 13:43:00,2025-06-26 14:24:00,PATIO,REORGANIZACION_FLUJO,1,0.0771
RST_00000357,2025-06-26 14:05:00,2025-06-26 17:33:00,PRODUCCION,BAJA_DOTACION,4,0.2059
RST_00000358,2025-06-27 12:13:00,2025-06-27 16:18:00,CARGA,AVERIA_CARGADOR,4,0.1874
RST_00000359,2025-06-27 15:21:00,2025-06-27 18:08:00,PRODUCCION,BAJA_DOTACION,3,0.154
RST_00000360,2025-06-27 22:09:00,2025-06-27 23:40:00,ENERGIA,CURTAILMENT_REDES,2,0.1571
RST_00000361,2025-06-27 22:33:00,2025-06-28 02:28:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2353
RST_00000362,2025-06-28 20:42:00,2025-06-29 00:25:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2211
RST_00000363,2025-06-29 17:53:00,2025-06-29 20:22:00,PRODUCCION,BAJA_DOTACION,3,0.1452
RST_00000364,2025-06-29 20:09:00,2025-06-29 22:31:00,PATIO,BLOQUEO_POSICIONES,2,0.05
RST_00000365,2025-06-30 12:36:00,2025-06-30 16:48:00,CARGA,AVERIA_CARGADOR,3,0.1617
RST_00000366,2025-06-30 13:25:00,2025-06-30 16:58:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.1638
RST_00000367,2025-06-30 16:56:00,2025-06-30 21:41:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.1756
RST_00000368,2025-07-01 03:01:00,2025-07-01 05:43:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1627
RST_00000369,2025-07-01 06:03:00,2025-07-01 08:28:00,PATIO,SATURACION_ZONA,2,0.1483
RST_00000370,2025-07-01 21:33:00,2025-07-01 23:00:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,1,0.0739
RST_00000371,2025-07-01 21:57:00,2025-07-02 01:52:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,5,0.2672
RST_00000372,2025-07-01 17:08:00,2025-07-01 20:22:00,ENERGIA,CURTAILMENT_REDES,3,0.113
RST_00000373,2025-07-02 04:37:00,2025-07-02 09:38:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2688
RST_00000374,2025-07-02 04:54:00,2025-07-02 07:51:00,CARGA,MANTENIMIENTO_CARGA,4,0.247
RST_00000375,2025-07-02 05:50:00,2025-07-02 08:39:00,PRODUCCION,BAJA_DOTACION,3,0.1709
RST_00000376,2025-07-02 08:47:00,2025-07-02 10:16:00,PRODUCCION,RETRABAJO_ELEVADO,1,0.1171
RST_00000377,2025-07-02 20:07:00,2025-07-02 23:41:00,PATIO,REORGANIZACION_FLUJO,4,0.1822
RST_00000378,2025-07-02 15:07:00,2025-07-02 19:09:00,PRODUCCION,MICROPARADAS_LINEA,4,0.2461
RST_00000379,2025-07-04 00:36:00,2025-07-04 03:46:00,CARGA,AVERIA_CARGADOR,3,0.1376
RST_00000380,2025-07-05 00:18:00,2025-07-05 05:01:00,PATIO,SATURACION_ZONA,5,0.2652
RST_00000381,2025-07-05 04:59:00,2025-07-05 09:42:00,CARGA,MANTENIMIENTO_CARGA,4,0.2657
RST_00000382,2025-07-05 13:20:00,2025-07-05 17:24:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.1719
RST_00000383,2025-07-05 18:50:00,2025-07-05 22:12:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.1658
RST_00000384,2025-07-06 02:15:00,2025-07-06 05:16:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1988
RST_00000385,2025-07-06 12:38:00,2025-07-06 15:48:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.1646
RST_00000386,2025-07-06 20:31:00,2025-07-06 23:59:00,LOGISTICA,LIMITACION_TRANSPORTISTA,3,0.1845
RST_00000387,2025-07-06 23:46:00,2025-07-07 01:28:00,LOGISTICA,LIMITACION_TRANSPORTISTA,2,0.202
RST_00000388,2025-07-07 18:54:00,2025-07-07 21:11:00,PATIO,REORGANIZACION_FLUJO,2,0.1745
RST_00000389,2025-07-07 18:21:00,2025-07-07 21:40:00,PATIO,BLOQUEO_POSICIONES,3,0.1891
RST_00000390,2025-07-08 04:04:00,2025-07-08 07:25:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.1618
RST_00000391,2025-07-08 06:12:00,2025-07-08 09:10:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1915
RST_00000392,2025-07-09 02:05:00,2025-07-09 04:33:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.1785
RST_00000393,2025-07-09 07:27:00,2025-07-09 10:01:00,ENERGIA,CURTAILMENT_REDES,2,0.1254
RST_00000394,2025-07-09 09:54:00,2025-07-09 13:56:00,CARGA,CAPACIDAD_CARGA_LIMITADA,4,0.2942
RST_00000395,2025-07-09 07:17:00,2025-07-09 09:54:00,PRODUCCION,BAJA_DOTACION,2,0.05
RST_00000396,2025-07-10 08:57:00,2025-07-10 13:12:00,PRODUCCION,BAJA_DOTACION,3,0.2039
RST_00000397,2025-07-10 06:34:00,2025-07-10 09:25:00,PRODUCCION,BAJA_DOTACION,2,0.1511
RST_00000398,2025-07-10 22:21:00,2025-07-11 02:37:00,PATIO,REORGANIZACION_FLUJO,5,0.266
RST_00000399,2025-07-10 23:09:00,2025-07-11 01:11:00,CARGA,AVERIA_CARGADOR,1,0.1177
RST_00000400,2025-07-11 03:52:00,2025-07-11 06:50:00,PATIO,REORGANIZACION_FLUJO,3,0.1733
RST_00000401,2025-07-11 19:51:00,2025-07-11 22:23:00,PATIO,REORGANIZACION_FLUJO,3,0.1691
RST_00000402,2025-07-12 01:38:00,2025-07-12 03:58:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,1,0.1489
RST_00000403,2025-07-12 07:08:00,2025-07-12 10:44:00,CARGA,AVERIA_CARGADOR,3,0.2005
RST_00000404,2025-07-12 15:04:00,2025-07-12 16:07:00,PRODUCCION,BAJA_DOTACION,1,0.0761
RST_00000405,2025-07-13 02:19:00,2025-07-13 05:12:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1048
RST_00000406,2025-07-13 08:09:00,2025-07-13 11:29:00,PRODUCCION,MICROPARADAS_LINEA,4,0.2939
RST_00000407,2025-07-13 06:06:00,2025-07-13 10:55:00,CARGA,MANTENIMIENTO_CARGA,5,0.2237
RST_00000408,2025-07-13 20:31:00,2025-07-13 23:41:00,PRODUCCION,MICROPARADAS_LINEA,3,0.143
RST_00000409,2025-07-13 20:19:00,2025-07-13 23:34:00,PATIO,SATURACION_ZONA,4,0.2096
RST_00000410,2025-07-14 11:48:00,2025-07-14 15:34:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,4,0.2359
RST_00000411,2025-07-14 11:21:00,2025-07-14 13:37:00,PRODUCCION,MICROPARADAS_LINEA,1,0.1553
RST_00000412,2025-07-14 10:20:00,2025-07-14 15:23:00,CARGA,CAPACIDAD_CARGA_LIMITADA,5,0.3089
RST_00000413,2025-07-14 12:09:00,2025-07-14 15:11:00,PATIO,SATURACION_ZONA,3,0.1916
RST_00000414,2025-07-14 17:39:00,2025-07-14 20:43:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1491
RST_00000415,2025-07-15 07:41:00,2025-07-15 12:02:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,5,0.2547
RST_00000416,2025-07-15 16:17:00,2025-07-15 18:12:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,1,0.1253
RST_00000417,2025-07-16 05:01:00,2025-07-16 08:30:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.2092
RST_00000418,2025-07-17 01:44:00,2025-07-17 05:17:00,CARGA,CAPACIDAD_CARGA_LIMITADA,3,0.2039
RST_00000419,2025-07-17 03:31:00,2025-07-17 05:52:00,PRODUCCION,BAJA_DOTACION,2,0.1458
RST_00000420,2025-07-17 07:22:00,2025-07-17 10:26:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,3,0.1719
RST_00000421,2025-07-18 02:34:00,2025-07-18 03:57:00,CARGA,MANTENIMIENTO_CARGA,2,0.1246
RST_00000422,2025-07-18 02:52:00,2025-07-18 06:07:00,PATIO,SATURACION_ZONA,3,0.1309
RST_00000423,2025-07-18 01:41:00,2025-07-18 04:38:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,3,0.1947
RST_00000424,2025-07-18 10:47:00,2025-07-18 15:31:00,CARGA,CAPACIDAD_CARGA_LIMITADA,5,0.2573
RST_00000425,2025-07-18 08:50:00,2025-07-18 12:50:00,CARGA,MANTENIMIENTO_CARGA,4,0.2733
RST_00000426,2025-07-19 00:19:00,2025-07-19 02:58:00,PATIO,REORGANIZACION_FLUJO,2,0.1486
RST_00000427,2025-07-18 22:59:00,2025-07-19 02:04:00,PATIO,BLOQUEO_POSICIONES,3,0.1254
RST_00000428,2025-07-18 23:23:00,2025-07-19 03:51:00,PATIO,REORGANIZACION_FLUJO,4,0.1734
RST_00000429,2025-07-19 07:26:00,2025-07-19 10:50:00,PATIO,SATURACION_ZONA,3,0.2302
RST_00000430,2025-07-19 11:21:00,2025-07-19 15:11:00,PRODUCCION,MICROPARADAS_LINEA,3,0.1809
RST_00000431,2025-07-19 15:23:00,2025-07-19 19:09:00,LOGISTICA,LIMITACION_TRANSPORTISTA,4,0.176
RST_00000432,2025-07-19 14:42:00,2025-07-19 18:07:00,PRODUCCION,RETRABAJO_ELEVADO,4,0.2149
RST_00000433,2025-07-20 00:06:00,2025-07-20 04:33:00,PATIO,BLOQUEO_POSICIONES,4,0.215
RST_00000434,2025-07-20 05:50:00,2025-07-20 09:48:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,4,0.2255
RST_00000435,2025-07-20 03:28:00,2025-07-20 06:07:00,ENERGIA,ALERTA_TERMICA,2,0.2035
RST_00000436,2025-07-20 17:27:00,2025-07-20 19:33:00,PRODUCCION,RETRABAJO_ELEVADO,2,0.1327
RST_00000437,2025-07-21 17:11:00,2025-07-21 19:16:00,LOGISTICA,LIMITACION_TRANSPORTISTA,1,0.129
RST_00000438,2025-07-21 18:46:00,2025-07-21 21:36:00,PATIO,BLOQUEO_POSICIONES,3,0.1979
RST_00000439,2025-07-21 21:22:00,2025-07-22 00:19:00,PATIO,SATURACION_ZONA,3,0.1758
RST_00000440,2025-07-22 13:22:00,2025-07-22 15:38:00,PRODUCCION,BAJA_DOTACION,3,0.1851
RST_00000441,2025-07-22 14:05:00,2025-07-22 18:21:00,ENERGIA,RESTRICCION_POTENCIA,3,0.1723
RST_00000442,2025-07-22 20:30:00,2025-07-23 00:40:00,PRODUCCION,MICROPARADAS_LINEA,4,0.2025
RST_00000443,2025-07-23 03:44:00,2025-07-23 08:13:00,LOGISTICA,FALTA_SLOT_TRANSPORTE,5,0.2881
RST_00000444,2025-07-23 14:56:00,2025-07-23 17:32:00,LOGISTICA,INCIDENCIA_DOCUMENTAL,2,0.1963
RST_00000445,2025-07-23 17:10:00,2025-07-23 21:34:00,PATIO,SATURACION_ZONA,4,0.249
RST_00000446,2025-07-24 09:18:00,2025-07-24 14:07:00,PATIO,BLOQUEO_POSICIONES,5,0.1435
RST_00000447,2025-07-24 12:04:00,2025-07-24 15:14:00,PATIO,SATURACION_ZONA,3,0.219
RST_00000448,2025-07-24 17:15:00,2025-07-24 20:07:00,CARGA,AVERIA_CARGADOR,3,0.1552
RST_00000449,2025-07-25 05:02:00,2025-07-25 07:52:00,PATIO,REORGANIZACION_FLUJO,3,0.156
