event_id,order_id,estacion,ts_inicio,ts_fin,duracion_real_min,turno
PRD00000288,ORD000072,EOL,2025-01-03 13:42:00,2025-01-03 14:15:00,33,A
PRD00000289,ORD000073,BODY,2025-01-03 18:14:00,2025-01-03 19:59:00,105,B
PRD00000290,ORD000073,PAINT,2025-01-03 20:15:00,2025-01-03 22:11:00,116,B
PRD00000291,ORD000073,ASSEMBLY,2025-01-03 22:32:00,2025-01-04 01:41:00,189,C
PRD00000292,ORD000073,EOL,2025-01-04 01:54:00,2025-01-04 02:45:00,51,C
PRD00000293,ORD000074,BODY,2025-01-03 11:06:00,2025-01-03 12:29:00,83,A
PRD00000294,ORD000074,PAINT,2025-01-03 12:35:00,2025-01-03 14:09:00,94,A
PRD00000295,ORD000074,ASSEMBLY,2025-01-03 14:15:00,2025-01-03 16:35:00,140,B
PRD00000296,ORD000074,EOL,2025-01-03 16:49:00,2025-01-03 17:20:00,31,B
PRD00000297,ORD000075,BODY,2025-01-03 14:39:00,2025-01-03 16:14:00,95,B
PRD00000298,ORD000075,PAINT,2025-01-03 16:22:00,2025-01-03 18:20:00,118,B
PRD00000299,ORD000075,ASSEMBLY,2025-01-03 18:35:00,2025-01-03 21:53:00,198,B
PRD00000300,ORD000075,EOL,2025-01-03 22:11:00,2025-01-03 22:44:00,33,C
PRD00000301,ORD000076,BODY,2025-01-03 11:30:00,2025-01-03 13:22:00,112,A
PRD00000302,ORD000076,PAINT,2025-01-03 13:38:00,2025-01-03 15:06:00,88,A
PRD00000303,ORD000076,ASSEMBLY,2025-01-03 15:09:00,2025-01-03 19:04:00,235,B
PRD00000304,ORD000076,EOL,2025-01-03 19:08:00,2025-01-03 19:58:00,50,B
PRD00000305,ORD000077,BODY,2025-01-03 19:30:00,2025-01-03 21:28:00,118,B
PRD00000306,ORD000077,PAINT,2025-01-03 21:37:00,2025-01-03 23:15:00,98,B
PRD00000307,ORD000077,ASSEMBLY,2025-01-03 23:25:00,2025-01-04 02:26:00,181,C
PRD00000308,ORD000077,EOL,2025-01-04 02:36:00,2025-01-04 03:01:00,25,C
PRD00000309,ORD000078,BODY,2025-01-03 08:03:00,2025-01-03 09:42:00,99,A
PRD00000310,ORD000078,PAINT,2025-01-03 09:46:00,2025-01-03 11:39:00,113,A
PRD00000311,ORD000078,ASSEMBLY,2025-01-03 11:47:00,2025-01-03 14:39:00,172,A
PRD00000312,ORD000078,EOL,2025-01-03 14:47:00,2025-01-03 15:22:00,35,B
PRD00000313,ORD000079,BODY,2025-01-03 14:01:00,2025-01-03 15:14:00,73,B
PRD00000314,ORD000079,PAINT,2025-01-03 15:22:00,2025-01-03 17:00:00,98,B
PRD00000315,ORD000079,ASSEMBLY,2025-01-03 17:08:00,2025-01-03 21:04:00,236,B
PRD00000316,ORD000079,EOL,2025-01-03 21:16:00,2025-01-03 21:54:00,38,B
PRD00000317,ORD000080,BODY,2025-01-03 10:42:00,2025-01-03 12:29:00,107,A
PRD00000318,ORD000080,PAINT,2025-01-03 12:47:00,2025-01-03 14:37:00,110,A
PRD00000319,ORD000080,ASSEMBLY,2025-01-03 14:44:00,2025-01-03 18:14:00,210,B
PRD00000320,ORD000080,EOL,2025-01-03 18:35:00,2025-01-03 19:27:00,52,B
PRD00000321,ORD000081,BODY,2025-01-03 07:34:00,2025-01-03 08:46:00,72,A
PRD00000322,ORD000081,PAINT,2025-01-03 08:50:00,2025-01-03 10:18:00,88,A
PRD00000323,ORD000081,ASSEMBLY,2025-01-03 10:31:00,2025-01-03 13:17:00,166,A
PRD00000324,ORD000081,EOL,2025-01-03 13:22:00,2025-01-03 14:09:00,47,A
PRD00000325,ORD000082,BODY,2025-01-03 15:46:00,2025-01-03 17:04:00,78,B
PRD00000326,ORD000082,PAINT,2025-01-03 17:22:00,2025-01-03 19:07:00,105,B
PRD00000327,ORD000082,ASSEMBLY,2025-01-03 19:10:00,2025-01-03 22:22:00,192,B
PRD00000328,ORD000082,EOL,2025-01-03 22:35:00,2025-01-03 23:07:00,32,C
PRD00000329,ORD000083,BODY,2025-01-03 13:31:00,2025-01-03 15:09:00,98,A
PRD00000330,ORD000083,PAINT,2025-01-03 15:29:00,2025-01-03 16:56:00,87,B
PRD00000331,ORD000083,ASSEMBLY,2025-01-03 17:06:00,2025-01-03 19:40:00,154,B
PRD00000332,ORD000083,EOL,2025-01-03 19:52:00,2025-01-03 20:30:00,38,B
PRD00000333,ORD000084,BODY,2025-01-03 10:22:00,2025-01-03 11:47:00,85,A
PRD00000334,ORD000084,PAINT,2025-01-03 12:08:00,2025-01-03 14:03:00,115,A
PRD00000335,ORD000084,ASSEMBLY,2025-01-03 14:09:00,2025-01-03 17:17:00,188,B
PRD00000336,ORD000084,EOL,2025-01-03 17:29:00,2025-01-03 18:07:00,38,B
PRD00000337,ORD000085,BODY,2025-01-03 02:57:00,2025-01-03 04:34:00,97,C
PRD00000338,ORD000085,PAINT,2025-01-03 04:52:00,2025-01-03 06:19:00,87,C
PRD00000339,ORD000085,ASSEMBLY,2025-01-03 06:24:00,2025-01-03 09:03:00,159,A
PRD00000340,ORD000085,EOL,2025-01-03 09:11:00,2025-01-03 09:46:00,35,A
PRD00000341,ORD000086,BODY,2025-01-03 12:45:00,2025-01-03 14:31:00,106,A
PRD00000342,ORD000086,PAINT,2025-01-03 14:49:00,2025-01-03 16:28:00,99,B
PRD00000343,ORD000086,ASSEMBLY,2025-01-03 16:49:00,2025-01-03 20:10:00,201,B
PRD00000344,ORD000086,EOL,2025-01-03 20:14:00,2025-01-03 20:59:00,45,B
PRD00000345,ORD000087,BODY,2025-01-03 21:43:00,2025-01-03 23:28:00,105,B
PRD00000346,ORD000087,PAINT,2025-01-03 23:45:00,2025-01-04 01:40:00,115,C
PRD00000347,ORD000087,ASSEMBLY,2025-01-04 01:47:00,2025-01-04 05:26:00,219,C
PRD00000348,ORD000087,EOL,2025-01-04 05:40:00,2025-01-04 06:22:00,42,C
PRD00000349,ORD000088,BODY,2025-01-04 00:28:00,2025-01-04 02:09:00,101,C
PRD00000350,ORD000088,PAINT,2025-01-04 02:17:00,2025-01-04 04:03:00,106,C
PRD00000351,ORD000088,ASSEMBLY,2025-01-04 04:14:00,2025-01-04 07:05:00,171,C
PRD00000352,ORD000088,EOL,2025-01-04 07:26:00,2025-01-04 08:02:00,36,A
PRD00000353,ORD000089,BODY,2025-01-03 07:25:00,2025-01-03 08:30:00,65,A
PRD00000354,ORD000089,PAINT,2025-01-03 08:35:00,2025-01-03 10:15:00,100,A
PRD00000355,ORD000089,ASSEMBLY,2025-01-03 10:26:00,2025-01-03 15:03:00,277,A
PRD00000356,ORD000089,EOL,2025-01-03 15:24:00,2025-01-03 16:05:00,41,B
PRD00000357,ORD000090,BODY,2025-01-03 05:40:00,2025-01-03 07:12:00,92,C
PRD00000358,ORD000090,PAINT,2025-01-03 07:23:00,2025-01-03 09:16:00,113,A
PRD00000359,ORD000090,ASSEMBLY,2025-01-03 09:28:00,2025-01-03 12:40:00,192,A
PRD00000360,ORD000090,EOL,2025-01-03 12:54:00,2025-01-03 13:29:00,35,A
PRD00000361,ORD000091,BODY,2025-01-03 07:30:00,2025-01-03 08:57:00,87,A
PRD00000362,ORD000091,PAINT,2025-01-03 09:03:00,2025-01-03 10:39:00,96,A
PRD00000363,ORD000091,ASSEMBLY,2025-01-03 10:48:00,2025-01-03 14:07:00,199,A
PRD00000364,ORD000091,EOL,2025-01-03 14:24:00,2025-01-03 15:04:00,40,B
PRD00000365,ORD000092,BODY,2025-01-03 12:20:00,2025-01-03 14:02:00,102,A
PRD00000366,ORD000092,PAINT,2025-01-03 14:06:00,2025-01-03 15:45:00,99,B
PRD00000367,ORD000092,ASSEMBLY,2025-01-03 15:50:00,2025-01-03 18:53:00,183,B
PRD00000368,ORD000092,EOL,2025-01-03 19:08:00,2025-01-03 19:35:00,27,B
PRD00000369,ORD000093,BODY,2025-01-04 01:26:00,2025-01-04 03:00:00,94,C
PRD00000370,ORD000093,PAINT,2025-01-04 03:10:00,2025-01-04 04:30:00,80,C
PRD00000371,ORD000093,ASSEMBLY,2025-01-04 04:34:00,2025-01-04 07:45:00,191,C
PRD00000372,ORD000093,EOL,2025-01-04 07:55:00,2025-01-04 08:33:00,38,A
PRD00000373,ORD000094,BODY,2025-01-03 18:46:00,2025-01-03 20:33:00,107,B
PRD00000374,ORD000094,PAINT,2025-01-03 20:54:00,2025-01-03 22:06:00,72,B
PRD00000375,ORD000094,ASSEMBLY,2025-01-03 22:23:00,2025-01-04 01:39:00,196,C
PRD00000376,ORD000094,EOL,2025-01-04 01:47:00,2025-01-04 02:15:00,28,C
PRD00000377,ORD000095,BODY,2025-01-03 05:22:00,2025-01-03 06:48:00,86,C
PRD00000378,ORD000095,PAINT,2025-01-03 06:59:00,2025-01-03 08:45:00,106,A
PRD00000379,ORD000095,ASSEMBLY,2025-01-03 08:49:00,2025-01-03 11:53:00,184,A
PRD00000380,ORD000095,EOL,2025-01-03 12:08:00,2025-01-03 13:01:00,53,A
PRD00000381,ORD000096,BODY,2025-01-03 18:48:00,2025-01-03 20:07:00,79,B
PRD00000382,ORD000096,PAINT,2025-01-03 20:16:00,2025-01-03 22:17:00,121,B
PRD00000383,ORD000096,ASSEMBLY,2025-01-03 22:37:00,2025-01-04 02:12:00,215,C
PRD00000384,ORD000096,EOL,2025-01-04 02:16:00,2025-01-04 02:58:00,42,C
PRD00000385,ORD000097,BODY,2025-01-03 08:33:00,2025-01-03 10:18:00,105,A
PRD00000386,ORD000097,PAINT,2025-01-03 10:36:00,2025-01-03 12:20:00,104,A
PRD00000387,ORD000097,ASSEMBLY,2025-01-03 12:28:00,2025-01-03 15:49:00,201,A
PRD00000388,ORD000097,EOL,2025-01-03 16:05:00,2025-01-03 16:38:00,33,B
PRD00000389,ORD000098,BODY,2025-01-03 08:28:00,2025-01-03 10:31:00,123,A
PRD00000390,ORD000098,PAINT,2025-01-03 10:39:00,2025-01-03 12:37:00,118,A
PRD00000391,ORD000098,ASSEMBLY,2025-01-03 12:50:00,2025-01-03 16:42:00,232,A
PRD00000392,ORD000098,EOL,2025-01-03 17:03:00,2025-01-03 17:53:00,50,B
PRD00000393,ORD000099,BODY,2025-01-03 11:41:00,2025-01-03 13:12:00,91,A
PRD00000394,ORD000099,PAINT,2025-01-03 13:18:00,2025-01-03 15:03:00,105,A
PRD00000395,ORD000099,ASSEMBLY,2025-01-03 15:23:00,2025-01-03 18:56:00,213,B
PRD00000396,ORD000099,EOL,2025-01-03 19:09:00,2025-01-03 19:43:00,34,B
PRD00000397,ORD000100,BODY,2025-01-03 04:16:00,2025-01-03 05:55:00,99,C
PRD00000398,ORD000100,PAINT,2025-01-03 06:14:00,2025-01-03 07:43:00,89,A
PRD00000399,ORD000100,ASSEMBLY,2025-01-03 07:51:00,2025-01-03 12:20:00,269,A
PRD00000400,ORD000100,EOL,2025-01-03 12:31:00,2025-01-03 13:14:00,43,A
PRD00000401,ORD000101,BODY,2025-01-03 14:41:00,2025-01-03 16:16:00,95,B
PRD00000402,ORD000101,PAINT,2025-01-03 16:30:00,2025-01-03 18:29:00,119,B
PRD00000403,ORD000101,ASSEMBLY,2025-01-03 18:45:00,2025-01-03 23:35:00,290,B
PRD00000404,ORD000101,EOL,2025-01-03 23:54:00,2025-01-04 00:37:00,43,C
PRD00000405,ORD000102,BODY,2025-01-03 18:00:00,2025-01-03 19:42:00,102,B
PRD00000406,ORD000102,PAINT,2025-01-03 19:58:00,2025-01-03 21:16:00,78,B
PRD00000407,ORD000102,ASSEMBLY,2025-01-03 21:24:00,2025-01-04 01:31:00,247,B
PRD00000408,ORD000102,EOL,2025-01-04 01:50:00,2025-01-04 02:46:00,56,C
PRD00000409,ORD000103,BODY,2025-01-03 05:30:00,2025-01-03 07:14:00,104,C
PRD00000410,ORD000103,PAINT,2025-01-03 07:27:00,2025-01-03 09:07:00,100,A
PRD00000411,ORD000103,ASSEMBLY,2025-01-03 09:28:00,2025-01-03 12:55:00,207,A
PRD00000412,ORD000103,EOL,2025-01-03 13:10:00,2025-01-03 13:51:00,41,A
PRD00000413,ORD000104,BODY,2025-01-03 16:05:00,2025-01-03 17:42:00,97,B
PRD00000414,ORD000104,PAINT,2025-01-03 17:56:00,2025-01-03 19:39:00,103,B
PRD00000415,ORD000104,ASSEMBLY,2025-01-03 19:56:00,2025-01-04 00:37:00,281,B
PRD00000416,ORD000104,EOL,2025-01-04 00:48:00,2025-01-04 01:37:00,49,C
PRD00000417,ORD000105,BODY,2025-01-03 17:45:00,2025-01-03 19:15:00,90,B
PRD00000418,ORD000105,PAINT,2025-01-03 19:21:00,2025-01-03 20:55:00,94,B
PRD00000419,ORD000105,ASSEMBLY,2025-01-03 21:05:00,2025-01-04 00:15:00,190,B
PRD00000420,ORD000105,EOL,2025-01-04 00:18:00,2025-01-04 01:18:00,60,C
PRD00000421,ORD000106,BODY,2025-01-04 20:08:00,2025-01-04 21:56:00,108,B
PRD00000422,ORD000106,PAINT,2025-01-04 22:08:00,2025-01-04 23:59:00,111,C
PRD00000423,ORD000106,ASSEMBLY,2025-01-05 00:03:00,2025-01-05 03:22:00,199,C
PRD00000424,ORD000106,EOL,2025-01-05 03:31:00,2025-01-05 04:02:00,31,C
PRD00000425,ORD000107,BODY,2025-01-04 06:48:00,2025-01-04 08:48:00,120,A
PRD00000426,ORD000107,PAINT,2025-01-04 09:06:00,2025-01-04 10:36:00,90,A
PRD00000427,ORD000107,ASSEMBLY,2025-01-04 10:51:00,2025-01-04 14:34:00,223,A
PRD00000428,ORD000107,EOL,2025-01-04 14:46:00,2025-01-04 15:48:00,62,B
PRD00000429,ORD000108,BODY,2025-01-04 08:41:00,2025-01-04 10:28:00,107,A
PRD00000430,ORD000108,PAINT,2025-01-04 10:48:00,2025-01-04 12:59:00,131,A
PRD00000431,ORD000108,ASSEMBLY,2025-01-04 13:05:00,2025-01-04 17:01:00,236,A
PRD00000432,ORD000108,EOL,2025-01-04 17:07:00,2025-01-04 17:56:00,49,B
PRD00000433,ORD000109,BODY,2025-01-04 05:17:00,2025-01-04 07:01:00,104,C
PRD00000434,ORD000109,PAINT,2025-01-04 07:18:00,2025-01-04 09:26:00,128,A
PRD00000435,ORD000109,ASSEMBLY,2025-01-04 09:36:00,2025-01-04 13:19:00,223,A
PRD00000436,ORD000109,EOL,2025-01-04 13:31:00,2025-01-04 14:25:00,54,A
PRD00000437,ORD000110,BODY,2025-01-04 19:00:00,2025-01-04 20:35:00,95,B
PRD00000438,ORD000110,PAINT,2025-01-04 20:46:00,2025-01-04 22:29:00,103,B
PRD00000439,ORD000110,ASSEMBLY,2025-01-04 22:48:00,2025-01-05 01:32:00,164,C
PRD00000440,ORD000110,EOL,2025-01-05 01:39:00,2025-01-05 02:23:00,44,C
PRD00000441,ORD000111,BODY,2025-01-04 20:02:00,2025-01-04 21:17:00,75,B
PRD00000442,ORD000111,PAINT,2025-01-04 21:27:00,2025-01-04 23:28:00,121,B
PRD00000443,ORD000111,ASSEMBLY,2025-01-04 23:33:00,2025-01-05 02:48:00,195,C
PRD00000444,ORD000111,EOL,2025-01-05 03:00:00,2025-01-05 03:49:00,49,C
PRD00000445,ORD000112,BODY,2025-01-04 04:23:00,2025-01-04 06:27:00,124,C
PRD00000446,ORD000112,PAINT,2025-01-04 06:40:00,2025-01-04 08:11:00,91,A
PRD00000447,ORD000112,ASSEMBLY,2025-01-04 08:25:00,2025-01-04 12:06:00,221,A
PRD00000448,ORD000112,EOL,2025-01-04 12:18:00,2025-01-04 13:00:00,42,A
PRD00000449,ORD000113,BODY,2025-01-04 14:52:00,2025-01-04 16:46:00,114,B
PRD00000450,ORD000113,PAINT,2025-01-04 16:57:00,2025-01-04 18:23:00,86,B
PRD00000451,ORD000113,ASSEMBLY,2025-01-04 18:34:00,2025-01-04 22:57:00,263,B
PRD00000452,ORD000113,EOL,2025-01-04 23:13:00,2025-01-05 00:01:00,48,C
PRD00000453,ORD000114,BODY,2025-01-04 14:32:00,2025-01-04 15:57:00,85,B
PRD00000454,ORD000114,PAINT,2025-01-04 16:05:00,2025-01-04 18:25:00,140,B
PRD00000455,ORD000114,ASSEMBLY,2025-01-04 18:39:00,2025-01-04 21:41:00,182,B
PRD00000456,ORD000114,EOL,2025-01-04 21:48:00,2025-01-04 22:37:00,49,B
PRD00000457,ORD000115,BODY,2025-01-04 05:21:00,2025-01-04 06:31:00,70,C
PRD00000458,ORD000115,PAINT,2025-01-04 06:50:00,2025-01-04 08:42:00,112,A
PRD00000459,ORD000115,ASSEMBLY,2025-01-04 08:51:00,2025-01-04 12:19:00,208,A
PRD00000460,ORD000115,EOL,2025-01-04 12:29:00,2025-01-04 13:15:00,46,A
PRD00000461,ORD000116,BODY,2025-01-04 15:28:00,2025-01-04 16:33:00,65,B
PRD00000462,ORD000116,PAINT,2025-01-04 16:51:00,2025-01-04 18:38:00,107,B
PRD00000463,ORD000116,ASSEMBLY,2025-01-04 18:52:00,2025-01-04 22:09:00,197,B
PRD00000464,ORD000116,EOL,2025-01-04 22:14:00,2025-01-04 23:00:00,46,C
PRD00000465,ORD000117,BODY,2025-01-04 18:09:00,2025-01-04 20:21:00,132,B
PRD00000466,ORD000117,PAINT,2025-01-04 20:35:00,2025-01-04 22:36:00,121,B
PRD00000467,ORD000117,ASSEMBLY,2025-01-04 22:41:00,2025-01-05 02:41:00,240,C
PRD00000468,ORD000117,EOL,2025-01-05 02:51:00,2025-01-05 03:28:00,37,C
PRD00000469,ORD000118,BODY,2025-01-04 14:34:00,2025-01-04 16:06:00,92,B
PRD00000470,ORD000118,PAINT,2025-01-04 16:19:00,2025-01-04 18:09:00,110,B
PRD00000471,ORD000118,ASSEMBLY,2025-01-04 18:27:00,2025-01-04 22:27:00,240,B
PRD00000472,ORD000118,EOL,2025-01-04 22:40:00,2025-01-04 23:32:00,52,C
PRD00000473,ORD000119,BODY,2025-01-04 02:28:00,2025-01-04 04:05:00,97,C
PRD00000474,ORD000119,PAINT,2025-01-04 04:25:00,2025-01-04 05:37:00,72,C
PRD00000475,ORD000119,ASSEMBLY,2025-01-04 05:41:00,2025-01-04 08:35:00,174,C
PRD00000476,ORD000119,EOL,2025-01-04 08:38:00,2025-01-04 09:15:00,37,A
PRD00000477,ORD000120,BODY,2025-01-04 06:44:00,2025-01-04 08:22:00,98,A
PRD00000478,ORD000120,PAINT,2025-01-04 08:30:00,2025-01-04 10:24:00,114,A
PRD00000479,ORD000120,ASSEMBLY,2025-01-04 10:37:00,2025-01-04 14:21:00,224,A
PRD00000480,ORD000120,EOL,2025-01-04 14:39:00,2025-01-04 15:24:00,45,B
PRD00000481,ORD000121,BODY,2025-01-04 13:57:00,2025-01-04 15:33:00,96,A
PRD00000482,ORD000121,PAINT,2025-01-04 15:54:00,2025-01-04 17:29:00,95,B
PRD00000483,ORD000121,ASSEMBLY,2025-01-04 17:32:00,2025-01-04 21:01:00,209,B
PRD00000484,ORD000121,EOL,2025-01-04 21:20:00,2025-01-04 22:18:00,58,B
PRD00000485,ORD000122,BODY,2025-01-05 03:48:00,2025-01-05 05:52:00,124,C
PRD00000486,ORD000122,PAINT,2025-01-05 05:55:00,2025-01-05 07:55:00,120,C
PRD00000487,ORD000122,ASSEMBLY,2025-01-05 08:10:00,2025-01-05 11:36:00,206,A
PRD00000488,ORD000122,EOL,2025-01-05 11:55:00,2025-01-05 12:39:00,44,A
PRD00000489,ORD000123,BODY,2025-01-04 01:26:00,2025-01-04 03:20:00,114,C
PRD00000490,ORD000123,PAINT,2025-01-04 03:39:00,2025-01-04 05:45:00,126,C
PRD00000491,ORD000123,ASSEMBLY,2025-01-04 05:54:00,2025-01-04 09:26:00,212,C
PRD00000492,ORD000123,EOL,2025-01-04 09:31:00,2025-01-04 10:02:00,31,A
PRD00000493,ORD000124,BODY,2025-01-04 18:15:00,2025-01-04 19:50:00,95,B
PRD00000494,ORD000124,PAINT,2025-01-04 19:57:00,2025-01-04 21:51:00,114,B
PRD00000495,ORD000124,ASSEMBLY,2025-01-04 22:06:00,2025-01-05 01:43:00,217,C
PRD00000496,ORD000124,EOL,2025-01-05 01:47:00,2025-01-05 02:15:00,28,C
PRD00000497,ORD000125,BODY,2025-01-04 12:02:00,2025-01-04 13:43:00,101,A
PRD00000498,ORD000125,PAINT,2025-01-04 13:58:00,2025-01-04 16:09:00,131,A
PRD00000499,ORD000125,ASSEMBLY,2025-01-04 16:23:00,2025-01-04 20:25:00,242,B
PRD00000500,ORD000125,EOL,2025-01-04 20:46:00,2025-01-04 21:29:00,43,B
PRD00000501,ORD000126,BODY,2025-01-04 13:38:00,2025-01-04 15:11:00,93,A
PRD00000502,ORD000126,PAINT,2025-01-04 15:19:00,2025-01-04 16:43:00,84,B
PRD00000503,ORD000126,ASSEMBLY,2025-01-04 17:02:00,2025-01-04 19:53:00,171,B
PRD00000504,ORD000126,EOL,2025-01-04 20:12:00,2025-01-04 20:41:00,29,B
PRD00000505,ORD000127,BODY,2025-01-04 02:37:00,2025-01-04 04:39:00,122,C
PRD00000506,ORD000127,PAINT,2025-01-04 04:52:00,2025-01-04 06:24:00,92,C
PRD00000507,ORD000127,ASSEMBLY,2025-01-04 06:27:00,2025-01-04 10:12:00,225,A
PRD00000508,ORD000127,EOL,2025-01-04 10:30:00,2025-01-04 11:19:00,49,A
PRD00000509,ORD000128,BODY,2025-01-05 01:18:00,2025-01-05 03:08:00,110,C
PRD00000510,ORD000128,PAINT,2025-01-05 03:21:00,2025-01-05 05:19:00,118,C
PRD00000511,ORD000128,ASSEMBLY,2025-01-05 05:30:00,2025-01-05 09:29:00,239,C
PRD00000512,ORD000128,EOL,2025-01-05 09:48:00,2025-01-05 10:42:00,54,A
PRD00000513,ORD000129,BODY,2025-01-04 23:37:00,2025-01-05 01:28:00,111,C
PRD00000514,ORD000129,PAINT,2025-01-05 01:41:00,2025-01-05 03:58:00,137,C
PRD00000515,ORD000129,ASSEMBLY,2025-01-05 04:01:00,2025-01-05 07:39:00,218,C
PRD00000516,ORD000129,EOL,2025-01-05 07:58:00,2025-01-05 08:40:00,42,A
PRD00000517,ORD000130,BODY,2025-01-04 09:43:00,2025-01-04 11:26:00,103,A
PRD00000518,ORD000130,PAINT,2025-01-04 11:34:00,2025-01-04 13:05:00,91,A
PRD00000519,ORD000130,ASSEMBLY,2025-01-04 13:21:00,2025-01-04 16:53:00,212,A
PRD00000520,ORD000130,EOL,2025-01-04 17:14:00,2025-01-04 17:45:00,31,B
PRD00000521,ORD000131,BODY,2025-01-04 19:11:00,2025-01-04 20:22:00,71,B
PRD00000522,ORD000131,PAINT,2025-01-04 20:39:00,2025-01-04 22:01:00,82,B
PRD00000523,ORD000131,ASSEMBLY,2025-01-04 22:20:00,2025-01-05 01:57:00,217,C
PRD00000524,ORD000131,EOL,2025-01-05 02:00:00,2025-01-05 02:36:00,36,C
PRD00000525,ORD000132,BODY,2025-01-04 23:35:00,2025-01-05 01:02:00,87,C
PRD00000526,ORD000132,PAINT,2025-01-05 01:07:00,2025-01-05 03:12:00,125,C
PRD00000527,ORD000132,ASSEMBLY,2025-01-05 03:29:00,2025-01-05 06:48:00,199,C
PRD00000528,ORD000132,EOL,2025-01-05 06:56:00,2025-01-05 07:34:00,38,A
PRD00000529,ORD000133,BODY,2025-01-04 14:07:00,2025-01-04 15:30:00,83,B
PRD00000530,ORD000133,PAINT,2025-01-04 15:39:00,2025-01-04 17:21:00,102,B
PRD00000531,ORD000133,ASSEMBLY,2025-01-04 17:31:00,2025-01-04 21:10:00,219,B
PRD00000532,ORD000133,EOL,2025-01-04 21:13:00,2025-01-04 21:50:00,37,B
PRD00000533,ORD000134,BODY,2025-01-04 17:55:00,2025-01-04 19:40:00,105,B
PRD00000534,ORD000134,PAINT,2025-01-04 19:44:00,2025-01-04 21:48:00,124,B
PRD00000535,ORD000134,ASSEMBLY,2025-01-04 22:01:00,2025-01-05 01:01:00,180,C
PRD00000536,ORD000134,EOL,2025-01-05 01:21:00,2025-01-05 01:56:00,35,C
PRD00000537,ORD000135,BODY,2025-01-04 09:01:00,2025-01-04 10:28:00,87,A
PRD00000538,ORD000135,PAINT,2025-01-04 10:41:00,2025-01-04 12:51:00,130,A
PRD00000539,ORD000135,ASSEMBLY,2025-01-04 12:59:00,2025-01-04 16:34:00,215,A
PRD00000540,ORD000135,EOL,2025-01-04 16:53:00,2025-01-04 17:30:00,37,B
PRD00000541,ORD000136,BODY,2025-01-04 18:11:00,2025-01-04 20:03:00,112,B
PRD00000542,ORD000136,PAINT,2025-01-04 20:23:00,2025-01-04 21:59:00,96,B
PRD00000543,ORD000136,ASSEMBLY,2025-01-04 22:12:00,2025-01-05 01:10:00,178,C
PRD00000544,ORD000136,EOL,2025-01-05 01:27:00,2025-01-05 02:00:00,33,C
PRD00000545,ORD000137,BODY,2025-01-04 16:52:00,2025-01-04 18:38:00,106,B
PRD00000546,ORD000137,PAINT,2025-01-04 18:55:00,2025-01-04 21:08:00,133,B
PRD00000547,ORD000137,ASSEMBLY,2025-01-04 21:21:00,2025-01-05 00:03:00,162,B
PRD00000548,ORD000137,EOL,2025-01-05 00:10:00,2025-01-05 00:59:00,49,C
PRD00000549,ORD000138,BODY,2025-01-04 11:21:00,2025-01-04 13:04:00,103,A
PRD00000550,ORD000138,PAINT,2025-01-04 13:14:00,2025-01-04 15:02:00,108,A
PRD00000551,ORD000138,ASSEMBLY,2025-01-04 15:14:00,2025-01-04 17:44:00,150,B
PRD00000552,ORD000138,EOL,2025-01-04 17:53:00,2025-01-04 18:33:00,40,B
PRD00000553,ORD000139,BODY,2025-01-04 08:14:00,2025-01-04 09:46:00,92,A
PRD00000554,ORD000139,PAINT,2025-01-04 10:04:00,2025-01-04 11:51:00,107,A
PRD00000555,ORD000139,ASSEMBLY,2025-01-04 12:04:00,2025-01-04 15:16:00,192,A
PRD00000556,ORD000139,EOL,2025-01-04 15:37:00,2025-01-04 16:17:00,40,B
PRD00000557,ORD000140,BODY,2025-01-04 18:13:00,2025-01-04 20:08:00,115,B
PRD00000558,ORD000140,PAINT,2025-01-04 20:13:00,2025-01-04 21:46:00,93,B
PRD00000559,ORD000140,ASSEMBLY,2025-01-04 21:58:00,2025-01-05 01:25:00,207,B
PRD00000560,ORD000140,EOL,2025-01-05 01:43:00,2025-01-05 02:38:00,55,C
PRD00000561,ORD000141,BODY,2025-01-05 22:49:00,2025-01-06 00:42:00,113,C
PRD00000562,ORD000141,PAINT,2025-01-06 00:58:00,2025-01-06 02:23:00,85,C
PRD00000563,ORD000141,ASSEMBLY,2025-01-06 02:32:00,2025-01-06 06:31:00,239,C
PRD00000564,ORD000141,EOL,2025-01-06 06:45:00,2025-01-06 07:45:00,60,A
PRD00000565,ORD000142,BODY,2025-01-06 02:39:00,2025-01-06 04:34:00,115,C
PRD00000566,ORD000142,PAINT,2025-01-06 04:50:00,2025-01-06 06:55:00,125,C
PRD00000567,ORD000142,ASSEMBLY,2025-01-06 07:15:00,2025-01-06 10:13:00,178,A
PRD00000568,ORD000142,EOL,2025-01-06 10:29:00,2025-01-06 11:05:00,36,A
PRD00000569,ORD000143,BODY,2025-01-05 17:33:00,2025-01-05 19:37:00,124,B
PRD00000570,ORD000143,PAINT,2025-01-05 19:55:00,2025-01-05 21:15:00,80,B
PRD00000571,ORD000143,ASSEMBLY,2025-01-05 21:24:00,2025-01-06 01:26:00,242,B
PRD00000572,ORD000143,EOL,2025-01-06 01:30:00,2025-01-06 02:06:00,36,C
PRD00000573,ORD000144,BODY,2025-01-05 15:48:00,2025-01-05 17:36:00,108,B
PRD00000574,ORD000144,PAINT,2025-01-05 17:43:00,2025-01-05 19:30:00,107,B
