order_id,tipo_propulsion,familia_van,destino,prioridad_cliente,ts_prod_inicio,ts_prod_fin,ts_entry_patio,ts_exit_patio,ts_inicio_carga,ts_fin_carga,ts_ready_expedicion,ts_salida_real,modo_salida,sla_horas,duracion_total_produccion_min,kwh_cargados,espera_carga_min,ocupacion_sector_media_pct,espera_patio_min,espera_salida_min,lead_time_total_horas,cumple_sla_flag
ORD000079,ICE,MidVan,Francia,2,2025-01-03 14:01:00,2025-01-03 21:54:00,2025-01-03 22:41:00,2025-01-04 01:48:00,,,2025-01-04 03:02:00,2025-01-04 05:04:00,CAMION,30.0,445.0,0.0,0.0,60.0,47,196,15.05,1
ORD000075,ICE,MidVan,Francia,2,2025-01-03 14:39:00,2025-01-03 22:44:00,2025-01-03 23:59:00,2025-01-04 04:16:00,,,2025-01-04 04:37:00,2025-01-04 06:42:00,TREN,30.0,444.0,0.0,0.0,67.10666666666667,75,146,16.05,1
ORD000082,ICE,MidVan,Benelux,1,2025-01-03 15:46:00,2025-01-03 23:07:00,2025-01-04 00:01:00,2025-01-04 05:45:00,,,2025-01-04 06:39:00,2025-01-04 11:47:00,CAMION,36.0,407.0,0.0,0.0,63.94,54,362,20.016666666666666,1
ORD000101,EV,LargeVan,Iberia,2,2025-01-03 14:41:00,2025-01-04 00:37:00,2025-01-04 02:17:00,2025-01-04 08:49:00,2025-01-04 06:00:00,2025-01-04 07:27:00,2025-01-04 11:31:00,2025-01-04 12:25:00,CAMION,24.0,547.0,59.75,0.0,72.7,100,298,21.733333333333334,1
ORD000105,EV,CrewVan,Benelux,2,2025-01-03 17:45:00,2025-01-04 01:18:00,2025-01-04 02:15:00,2025-01-04 09:39:00,2025-01-04 06:21:00,2025-01-04 07:25:00,2025-01-04 11:25:00,2025-01-04 15:50:00,CAMION,36.0,434.0,49.62,21.0,71.08,57,505,22.083333333333332,1
ORD000104,ICE,LargeVan,Alemania,2,2025-01-03 16:05:00,2025-01-04 01:37:00,2025-01-04 02:14:00,2025-01-04 05:02:00,,,2025-01-04 07:06:00,2025-01-04 11:37:00,CAMION,42.0,530.0,0.0,0.0,66.61999999999999,37,395,19.533333333333335,1
ORD000094,ICE,CrewVan,Iberia,3,2025-01-03 18:46:00,2025-01-04 02:15:00,2025-01-04 04:03:00,2025-01-04 06:58:00,,,2025-01-04 07:29:00,2025-01-04 12:17:00,CAMION,24.0,403.0,0.0,0.0,66.86999999999999,108,319,17.516666666666666,1
ORD000073,ICE,LargeVan,Alemania,2,2025-01-03 18:14:00,2025-01-04 02:45:00,2025-01-04 04:17:00,2025-01-04 09:54:00,,,2025-01-04 10:17:00,2025-01-04 12:20:00,CAMION,42.0,461.0,0.0,0.0,72.54666666666667,92,146,18.1,1
ORD000102,EV,CrewVan,Benelux,2,2025-01-03 18:00:00,2025-01-04 02:46:00,2025-01-04 04:04:00,2025-01-04 09:55:00,2025-01-04 07:09:00,2025-01-04 08:11:00,2025-01-04 11:36:00,2025-01-04 15:30:00,CAMION,36.0,483.0,43.86,54.0,68.55333333333334,78,439,21.5,1
ORD000096,ICE,LargeVan,Iberia,2,2025-01-03 18:48:00,2025-01-04 02:58:00,2025-01-04 03:44:00,2025-01-04 09:22:00,,,2025-01-04 11:37:00,2025-01-04 12:46:00,CAMION,24.0,457.0,0.0,0.0,67.20666666666666,46,204,17.966666666666665,1
ORD000077,ICE,MidVan,Iberia,2,2025-01-03 19:30:00,2025-01-04 03:01:00,2025-01-04 03:26:00,2025-01-04 08:17:00,,,2025-01-04 09:31:00,2025-01-04 13:10:00,CAMION,24.0,422.0,0.0,0.0,73.94333333333333,25,293,17.666666666666668,1
ORD000087,ICE,LargeVan,Alemania,3,2025-01-03 21:43:00,2025-01-04 06:22:00,2025-01-04 07:17:00,2025-01-04 11:49:00,,,2025-01-04 12:41:00,2025-01-04 14:03:00,CAMION,42.0,481.0,0.0,0.0,62.21333333333334,55,134,16.333333333333332,1
ORD000088,ICE,MidVan,Francia,1,2025-01-04 00:28:00,2025-01-04 08:02:00,2025-01-04 08:39:00,2025-01-04 12:19:00,,,2025-01-04 13:11:00,2025-01-04 15:44:00,CAMION,30.0,414.0,0.0,0.0,66.87666666666667,37,205,15.266666666666667,1
ORD000093,ICE,MidVan,Benelux,2,2025-01-04 01:26:00,2025-01-04 08:33:00,2025-01-04 10:18:00,2025-01-04 17:21:00,,,2025-01-04 19:33:00,2025-01-04 21:13:00,TREN,36.0,403.0,0.0,0.0,63.24666666666667,105,232,19.783333333333335,1
ORD000119,ICE,MidVan,Italia,3,2025-01-04 02:28:00,2025-01-04 09:15:00,2025-01-04 10:35:00,2025-01-04 16:57:00,,,2025-01-04 18:33:00,2025-01-05 00:06:00,TREN,48.0,380.0,0.0,0.0,59.59,80,429,21.633333333333333,1
ORD000123,EV,MidVan,Francia,3,2025-01-04 01:26:00,2025-01-04 10:02:00,2025-01-04 11:26:00,2025-01-04 16:21:00,2025-01-04 13:16:00,2025-01-04 15:03:00,2025-01-04 17:29:00,2025-01-04 22:22:00,TREN,30.0,483.0,62.65,0.0,65.89,84,439,20.933333333333334,1
ORD000127,EV,MidVan,Italia,2,2025-01-04 02:37:00,2025-01-04 11:19:00,2025-01-04 12:10:00,2025-01-04 17:34:00,2025-01-04 14:04:00,2025-01-04 15:57:00,2025-01-04 19:17:00,2025-01-04 22:55:00,CAMION,48.0,488.0,60.27,0.0,69.74,51,418,20.3,1
ORD000112,EV,MidVan,Alemania,2,2025-01-04 04:23:00,2025-01-04 13:00:00,2025-01-04 13:55:00,2025-01-04 17:53:00,2025-01-04 15:36:00,2025-01-04 16:54:00,2025-01-04 18:30:00,2025-01-04 22:03:00,TREN,42.0,478.0,58.48,22.0,78.03999999999999,55,309,17.666666666666668,1
ORD000115,ICE,LargeVan,Francia,2,2025-01-04 05:21:00,2025-01-04 13:15:00,2025-01-04 13:53:00,2025-01-04 19:24:00,,,2025-01-04 22:11:00,2025-01-05 02:29:00,TREN,30.0,436.0,0.0,0.0,65.50666666666666,38,425,21.133333333333333,1
ORD000109,ICE,MidVan,Benelux,1,2025-01-04 05:17:00,2025-01-04 14:25:00,2025-01-04 15:01:00,2025-01-04 18:17:00,,,2025-01-04 19:43:00,2025-01-04 23:07:00,TREN,36.0,509.0,0.0,0.0,61.25666666666667,36,290,17.833333333333332,1
ORD000120,EV,CrewVan,Iberia,3,2025-01-04 06:44:00,2025-01-04 15:24:00,2025-01-04 16:24:00,2025-01-04 21:24:00,2025-01-04 18:17:00,2025-01-04 20:24:00,2025-01-05 00:12:00,2025-01-05 03:16:00,CAMION,24.0,481.0,54.09,58.0,74.60666666666667,60,412,20.533333333333335,1
ORD000107,EV,LargeVan,Italia,2,2025-01-04 06:48:00,2025-01-04 15:48:00,2025-01-04 16:46:00,2025-01-04 21:12:00,2025-01-04 18:45:00,2025-01-04 20:24:00,2025-01-04 23:06:00,2025-01-05 04:34:00,CAMION,48.0,495.0,62.65,11.0,69.48666666666666,58,490,21.766666666666666,1
ORD000139,ICE,LargeVan,Francia,1,2025-01-04 08:14:00,2025-01-04 16:17:00,2025-01-04 18:05:00,2025-01-04 23:57:00,,,2025-01-05 01:43:00,2025-01-05 05:47:00,CAMION,30.0,431.0,0.0,0.0,68.82333333333334,108,350,21.55,1
ORD000135,ICE,LargeVan,Iberia,2,2025-01-04 09:01:00,2025-01-04 17:30:00,2025-01-04 18:04:00,2025-01-04 23:31:00,,,2025-01-05 01:40:00,2025-01-05 03:42:00,CAMION,24.0,469.0,0.0,0.0,69.09666666666666,34,251,18.683333333333334,1
ORD000130,ICE,MidVan,Italia,2,2025-01-04 09:43:00,2025-01-04 17:45:00,2025-01-04 18:35:00,2025-01-05 00:10:00,,,2025-01-05 01:40:00,2025-01-05 07:18:00,CAMION,48.0,437.0,0.0,0.0,58.34,50,428,21.583333333333332,1
ORD000108,ICE,LargeVan,Italia,2,2025-01-04 08:41:00,2025-01-04 17:56:00,2025-01-04 19:33:00,2025-01-05 00:38:00,,,2025-01-05 02:39:00,2025-01-05 07:55:00,CAMION,48.0,523.0,0.0,0.0,70.30999999999999,97,437,23.233333333333334,1
ORD000138,ICE,MidVan,Italia,1,2025-01-04 11:21:00,2025-01-04 18:33:00,2025-01-04 20:16:00,2025-01-05 01:06:00,,,2025-01-05 03:08:00,2025-01-05 07:33:00,CAMION,48.0,401.0,0.0,0.0,61.06999999999999,103,387,20.2,1
ORD000126,ICE,MidVan,Iberia,3,2025-01-04 13:38:00,2025-01-04 20:41:00,2025-01-04 22:07:00,2025-01-05 02:26:00,,,2025-01-05 04:20:00,2025-01-05 07:44:00,CAMION,24.0,377.0,0.0,0.0,68.61999999999999,86,318,18.1,1
ORD000125,EV,MidVan,Iberia,2,2025-01-04 12:02:00,2025-01-04 21:29:00,2025-01-04 23:00:00,2025-01-05 09:21:00,2025-01-05 06:27:00,2025-01-05 07:53:00,2025-01-05 10:17:00,2025-01-05 12:27:00,CAMION,24.0,517.0,50.82,27.0,66.76333333333334,91,274,24.416666666666668,1
ORD000133,ICE,CrewVan,Iberia,2,2025-01-04 14:07:00,2025-01-04 21:50:00,2025-01-04 22:23:00,2025-01-05 05:07:00,,,2025-01-05 07:01:00,2025-01-05 10:36:00,CAMION,24.0,441.0,0.0,0.0,72.00666666666667,33,329,20.483333333333334,1
ORD000121,EV,LargeVan,Iberia,2,2025-01-04 13:57:00,2025-01-04 22:18:00,2025-01-04 22:48:00,2025-01-05 09:20:00,2025-01-05 06:00:00,2025-01-05 07:47:00,2025-01-05 12:06:00,2025-01-05 15:49:00,CAMION,24.0,458.0,57.75,0.0,70.57,30,482,25.866666666666667,1
ORD000114,ICE,LargeVan,Benelux,1,2025-01-04 14:32:00,2025-01-04 22:37:00,2025-01-04 23:15:00,2025-01-05 01:34:00,,,2025-01-05 03:44:00,2025-01-05 08:49:00,TREN,36.0,456.0,0.0,0.0,64.72666666666667,38,435,18.283333333333335,1
ORD000116,ICE,LargeVan,Italia,1,2025-01-04 15:28:00,2025-01-04 23:00:00,2025-01-05 00:14:00,2025-01-05 05:31:00,,,2025-01-05 06:38:00,2025-01-05 08:27:00,CAMION,48.0,415.0,0.0,0.0,69.16,74,176,16.983333333333334,1
ORD000118,EV,CrewVan,Francia,2,2025-01-04 14:34:00,2025-01-04 23:32:00,2025-01-05 00:37:00,2025-01-05 08:39:00,2025-01-05 06:27:00,2025-01-05 08:03:00,2025-01-05 09:39:00,2025-01-05 10:05:00,TREN,30.0,494.0,52.74,27.0,73.42333333333333,65,122,19.516666666666666,1
ORD000113,EV,LargeVan,Alemania,2,2025-01-04 14:52:00,2025-01-05 00:01:00,2025-01-05 00:47:00,2025-01-05 08:29:00,2025-01-05 06:44:00,2025-01-05 07:57:00,2025-01-05 10:08:00,2025-01-05 14:03:00,CAMION,42.0,511.0,53.39,44.0,76.53,46,366,23.183333333333334,1
ORD000137,ICE,MidVan,Iberia,2,2025-01-04 16:52:00,2025-01-05 00:59:00,2025-01-05 02:20:00,2025-01-05 06:17:00,,,2025-01-05 08:47:00,2025-01-05 12:30:00,CAMION,24.0,450.0,0.0,0.0,64.01333333333334,81,373,19.633333333333333,1
ORD000136,ICE,MidVan,Alemania,1,2025-01-04 18:11:00,2025-01-05 02:00:00,2025-01-05 03:26:00,2025-01-05 08:58:00,,,2025-01-05 11:17:00,2025-01-05 14:51:00,TREN,42.0,419.0,0.0,0.0,65.07,86,353,20.666666666666668,1
ORD000134,ICE,MidVan,Iberia,1,2025-01-04 17:55:00,2025-01-05 01:56:00,2025-01-05 02:39:00,2025-01-05 08:06:00,,,2025-01-05 08:51:00,2025-01-05 11:30:00,CAMION,24.0,444.0,0.0,0.0,58.446666666666665,43,204,17.583333333333332,1
ORD000124,ICE,CrewVan,Benelux,2,2025-01-04 18:15:00,2025-01-05 02:15:00,2025-01-05 02:36:00,2025-01-05 07:40:00,,,2025-01-05 08:18:00,2025-01-05 12:14:00,CAMION,36.0,454.0,0.0,0.0,77.14666666666666,21,274,17.983333333333334,1
ORD000110,ICE,MidVan,Iberia,3,2025-01-04 19:00:00,2025-01-05 02:23:00,2025-01-05 02:57:00,2025-01-05 06:47:00,,,2025-01-05 08:53:00,2025-01-05 12:00:00,CAMION,24.0,406.0,0.0,0.0,63.10333333333333,34,313,17.0,1
ORD000131,ICE,MidVan,Francia,2,2025-01-04 19:11:00,2025-01-05 02:36:00,2025-01-05 03:17:00,2025-01-05 09:19:00,,,2025-01-05 10:10:00,2025-01-05 13:41:00,CAMION,30.0,406.0,0.0,0.0,71.69666666666666,41,262,18.5,1
ORD000140,EV,MidVan,Iberia,1,2025-01-04 18:13:00,2025-01-05 02:38:00,2025-01-05 03:29:00,2025-01-05 10:06:00,2025-01-05 06:29:00,2025-01-05 08:17:00,2025-01-05 12:24:00,2025-01-05 15:15:00,CAMION,24.0,470.0,55.62,29.0,78.17333333333333,51,418,21.033333333333335,1
ORD000117,EV,MidVan,Iberia,2,2025-01-04 18:09:00,2025-01-05 03:28:00,2025-01-05 04:13:00,2025-01-05 09:40:00,2025-01-05 07:12:00,2025-01-05 08:24:00,2025-01-05 11:20:00,2025-01-05 13:48:00,CAMION,24.0,530.0,47.77,72.0,76.23666666666666,45,324,19.65,1
ORD000111,ICE,LargeVan,Iberia,2,2025-01-04 20:02:00,2025-01-05 03:49:00,2025-01-05 04:38:00,2025-01-05 10:20:00,,,2025-01-05 11:07:00,2025-01-05 13:31:00,CAMION,24.0,440.0,0.0,0.0,61.78666666666667,49,191,17.483333333333334,1
ORD000106,ICE,MidVan,Iberia,2,2025-01-04 20:08:00,2025-01-05 04:02:00,2025-01-05 04:49:00,2025-01-05 09:24:00,,,2025-01-05 10:27:00,2025-01-05 14:02:00,CAMION,24.0,449.0,0.0,0.0,72.16,47,278,17.9,1
ORD000132,ICE,MidVan,Benelux,2,2025-01-04 23:35:00,2025-01-05 07:34:00,2025-01-05 09:07:00,2025-01-05 14:43:00,,,2025-01-05 17:30:00,2025-01-05 20:39:00,TREN,36.0,449.0,0.0,0.0,67.70666666666666,93,356,21.066666666666666,1
ORD000129,ICE,MidVan,Benelux,3,2025-01-04 23:37:00,2025-01-05 08:40:00,2025-01-05 10:14:00,2025-01-05 15:23:00,,,2025-01-05 17:14:00,2025-01-05 22:28:00,CAMION,36.0,508.0,0.0,0.0,72.34,94,425,22.85,1
ORD000148,ICE,MidVan,Iberia,2,2025-01-05 03:09:00,2025-01-05 10:07:00,2025-01-05 11:00:00,2025-01-05 15:23:00,,,2025-01-05 16:37:00,2025-01-05 21:09:00,CAMION,24.0,395.0,0.0,0.0,68.71999999999998,53,346,18.0,1
ORD000128,EV,LargeVan,Benelux,2,2025-01-05 01:18:00,2025-01-05 10:42:00,2025-01-05 11:40:00,2025-01-05 16:28:00,2025-01-05 13:22:00,2025-01-05 14:59:00,2025-01-05 17:49:00,2025-01-05 21:33:00,CAMION,36.0,521.0,57.0,0.0,77.57000000000001,58,394,20.25,1
ORD000155,EV,LargeVan,Iberia,2,2025-01-05 03:01:00,2025-01-05 11:07:00,2025-01-05 12:03:00,2025-01-05 15:55:00,2025-01-05 13:58:00,2025-01-05 15:17:00,2025-01-05 17:33:00,2025-01-05 20:15:00,CAMION,24.0,462.0,51.89,2.0,69.08333333333333,56,298,17.233333333333334,1
ORD000151,EV,LargeVan,Italia,3,2025-01-05 02:55:00,2025-01-05 12:26:00,2025-01-05 14:03:00,2025-01-05 18:07:00,2025-01-05 15:52:00,2025-01-05 16:51:00,2025-01-05 18:29:00,2025-01-05 22:06:00,CAMION,48.0,508.0,42.14,58.0,77.30999999999999,97,315,19.183333333333334,1
ORD000122,EV,MidVan,Francia,2,2025-01-05 03:48:00,2025-01-05 12:39:00,2025-01-05 13:57:00,2025-01-05 20:00:00,2025-01-05 16:43:00,2025-01-05 18:03:00,2025-01-05 20:38:00,2025-01-05 23:13:00,CAMION,30.0,494.0,52.03,60.0,73.91666666666667,78,310,19.416666666666668,1
ORD000172,ICE,LargeVan,Italia,2,2025-01-05 04:31:00,2025-01-05 12:43:00,2025-01-05 14:20:00,2025-01-05 19:42:00,,,2025-01-05 22:10:00,2025-01-06 01:41:00,CAMION,48.0,456.0,0.0,0.0,71.34666666666665,97,359,21.166666666666668,1
ORD000147,ICE,MidVan,Italia,2,2025-01-05 06:41:00,2025-01-05 13:45:00,2025-01-05 15:20:00,2025-01-05 19:57:00,,,2025-01-05 20:36:00,2025-01-06 00:11:00,TREN,48.0,379.0,0.0,0.0,68.68333333333332,95,254,17.5,1
ORD000167,EV,MidVan,Francia,1,2025-01-05 06:23:00,2025-01-05 15:32:00,2025-01-05 16:50:00,2025-01-05 21:40:00,2025-01-05 18:13:00,2025-01-05 19:27:00,2025-01-05 22:59:00,2025-01-06 02:35:00,CAMION,30.0,524.0,47.38,28.0,74.49000000000001,78,428,20.2,1
ORD000171,ICE,CrewVan,Alemania,2,2025-01-05 07:24:00,2025-01-05 15:42:00,2025-01-05 17:14:00,2025-01-05 22:19:00,,,2025-01-05 22:53:00,2025-01-06 04:46:00,CAMION,42.0,451.0,0.0,0.0,66.67666666666666,92,387,21.366666666666667,1
ORD000152,EV,MidVan,Alemania,2,2025-01-05 07:56:00,2025-01-05 16:03:00,2025-01-05 17:17:00,2025-01-05 21:48:00,2025-01-05 19:41:00,2025-01-05 20:52:00,2025-01-05 22:10:00,2025-01-06 04:34:00,CAMION,42.0,459.0,52.14,39.0,70.83666666666666,74,462,20.633333333333333,1
ORD000163,EV,LargeVan,Iberia,2,2025-01-05 06:51:00,2025-01-05 16:06:00,2025-01-05 16:39:00,2025-01-05 21:20:00,2025-01-05 18:44:00,2025-01-05 20:30:00,2025-01-05 23:27:00,2025-01-06 00:49:00,CAMION,24.0,515.0,54.14,53.0,74.79333333333334,33,259,17.966666666666665,1
ORD000156,EV,CrewVan,Francia,3,2025-01-05 08:22:00,2025-01-05 16:35:00,2025-01-05 17:07:00,2025-01-05 22:13:00,2025-01-05 20:21:00,2025-01-05 21:32:00,2025-01-06 00:48:00,2025-01-06 03:08:00,CAMION,30.0,457.0,55.11,43.0,74.39,32,336,18.766666666666666,1
ORD000166,EV,CrewVan,Italia,1,2025-01-05 10:15:00,2025-01-05 18:18:00,2025-01-05 19:30:00,2025-01-06 08:53:00,2025-01-06 06:00:00,2025-01-06 07:33:00,2025-01-06 10:25:00,2025-01-06 13:11:00,CAMION,48.0,450.0,58.22,520.0,76.21,72,338,26.933333333333334,1
ORD000154,ICE,LargeVan,Alemania,1,2025-01-05 10:17:00,2025-01-05 18:52:00,2025-01-05 19:35:00,2025-01-06 00:06:00,,,2025-01-06 02:28:00,2025-01-06 05:53:00,CAMION,42.0,491.0,0.0,0.0,65.12666666666667,43,347,19.6,1
ORD000170,ICE,LargeVan,Alemania,2,2025-01-05 09:59:00,2025-01-05 19:22:00,2025-01-05 19:59:00,2025-01-06 01:04:00,,,2025-01-06 03:38:00,2025-01-06 07:09:00,CAMION,42.0,526.0,0.0,0.0,80.64666666666666,37,365,21.166666666666668,1
ORD000173,ICE,MidVan,Iberia,3,2025-01-05 13:50:00,2025-01-05 21:20:00,2025-01-05 22:40:00,2025-01-06 04:37:00,,,2025-01-06 06:42:00,2025-01-06 09:44:00,CAMION,24.0,414.0,0.0,0.0,65.31333333333333,80,307,19.9,1
ORD000169,ICE,CrewVan,Iberia,2,2025-01-05 14:36:00,2025-01-05 21:59:00,2025-01-05 22:29:00,2025-01-06 03:15:00,,,2025-01-06 04:53:00,2025-01-06 10:27:00,CAMION,24.0,412.0,0.0,0.0,70.64999999999999,30,432,19.85,1
ORD000153,EV,CrewVan,Iberia,2,2025-01-05 14:09:00,2025-01-05 23:30:00,2025-01-06 00:20:00,2025-01-06 08:17:00,2025-01-06 06:21:00,2025-01-06 07:24:00,2025-01-06 10:59:00,2025-01-06 12:51:00,CAMION,24.0,533.0,51.05,21.0,72.94666666666666,50,327,22.7,1
ORD000168,ICE,CrewVan,Alemania,2,2025-01-05 15:02:00,2025-01-05 23:36:00,2025-01-05 23:57:00,2025-01-06 04:30:00,,,2025-01-06 04:55:00,2025-01-06 09:29:00,CAMION,42.0,491.0,0.0,0.0,66.91666666666667,21,299,18.45,1
ORD000144,EV,CrewVan,Alemania,1,2025-01-05 15:48:00,2025-01-06 00:37:00,2025-01-06 01:07:00,2025-01-06 08:02:00,2025-01-06 06:32:00,2025-01-06 07:32:00,2025-01-06 10:47:00,2025-01-06 12:53:00,TREN,42.0,490.0,46.19,32.0,73.94,30,321,21.083333333333332,1
ORD000175,ICE,MidVan,Italia,2,2025-01-05 17:31:00,2025-01-06 00:54:00,2025-01-06 02:25:00,2025-01-06 07:30:00,,,2025-01-06 08:37:00,2025-01-06 11:28:00,CAMION,48.0,422.0,0.0,0.0,69.87333333333333,91,238,17.95,1
ORD000160,ICE,MidVan,Benelux,3,2025-01-05 17:50:00,2025-01-06 01:16:00,2025-01-06 02:43:00,2025-01-06 07:55:00,,,2025-01-06 08:57:00,2025-01-06 12:10:00,CAMION,36.0,413.0,0.0,0.0,66.28333333333335,87,255,18.333333333333332,1
ORD000143,EV,MidVan,Francia,2,2025-01-05 17:33:00,2025-01-06 02:06:00,2025-01-06 03:31:00,2025-01-06 10:30:00,2025-01-06 06:34:00,2025-01-06 08:33:00,2025-01-06 10:50:00,2025-01-06 13:58:00,TREN,30.0,482.0,71.18,34.0,72.54,85,325,20.416666666666668,1
ORD000158,EV,CrewVan,Francia,1,2025-01-05 18:08:00,2025-01-06 03:26:00,2025-01-06 04:19:00,2025-01-06 10:37:00,2025-01-06 06:38:00,2025-01-06 08:29:00,2025-01-06 11:57:00,2025-01-06 16:21:00,CAMION,30.0,539.0,61.77,21.0,81.14333333333333,53,472,22.216666666666665,1
ORD000145,EV,CrewVan,Alemania,1,2025-01-05 18:32:00,2025-01-06 03:57:00,2025-01-06 04:27:00,2025-01-06 08:25:00,2025-01-06 06:42:00,2025-01-06 07:36:00,2025-01-06 10:21:00,2025-01-06 16:04:00,CAMION,42.0,524.0,32.9,6.0,80.20333333333333,30,508,21.533333333333335,1
ORD000159,EV,MidVan,Italia,3,2025-01-05 20:39:00,2025-01-06 05:12:00,2025-01-06 05:58:00,2025-01-06 10:50:00,2025-01-06 06:40:00,2025-01-06 08:40:00,2025-01-06 13:37:00,2025-01-06 17:29:00,CAMION,48.0,480.0,62.37,29.0,75.9,46,529,20.833333333333332,1
ORD000149,EV,LargeVan,Italia,2,2025-01-05 21:45:00,2025-01-06 06:57:00,2025-01-06 07:47:00,2025-01-06 12:47:00,2025-01-06 09:32:00,2025-01-06 10:37:00,2025-01-06 13:13:00,2025-01-06 15:51:00,CAMION,48.0,510.0,39.6,40.0,82.35666666666667,50,314,18.1,1
ORD000146,ICE,MidVan,Benelux,3,2025-01-05 23:57:00,2025-01-06 07:35:00,2025-01-06 09:02:00,2025-01-06 13:03:00,,,2025-01-06 13:43:00,2025-01-06 15:42:00,CAMION,36.0,427.0,0.0,0.0,78.51,87,159,15.75,1
ORD000141,EV,LargeVan,Italia,3,2025-01-05 22:49:00,2025-01-06 07:45:00,2025-01-06 08:42:00,2025-01-06 14:07:00,2025-01-06 12:16:00,2025-01-06 13:14:00,2025-01-06 16:30:00,2025-01-06 20:44:00,TREN,48.0,497.0,38.06,108.0,63.65666666666667,57,450,21.916666666666668,1
ORD000157,EV,MidVan,Alemania,3,2025-01-06 00:42:00,2025-01-06 08:19:00,2025-01-06 09:58:00,2025-01-06 14:02:00,2025-01-06 12:13:00,2025-01-06 13:15:00,2025-01-06 15:07:00,2025-01-06 20:09:00,CAMION,42.0,428.0,45.43,56.0,78.13666666666667,99,414,19.45,1
ORD000208,ICE,MidVan,Benelux,2,2025-01-06 01:03:00,2025-01-06 09:17:00,2025-01-06 11:02:00,2025-01-06 15:23:00,,,2025-01-06 16:18:00,2025-01-06 17:43:00,TREN,36.0,454.0,0.0,0.0,67.04,105,140,16.666666666666668,1
ORD000165,EV,MidVan,Alemania,1,2025-01-06 01:01:00,2025-01-06 09:45:00,2025-01-06 10:52:00,2025-01-06 16:25:00,2025-01-06 13:56:00,2025-01-06 15:32:00,2025-01-06 16:47:00,2025-01-06 19:29:00,CAMION,42.0,478.0,57.84,56.0,78.85333333333334,67,237,18.466666666666665,1
ORD000199,ICE,LargeVan,Francia,1,2025-01-06 02:54:00,2025-01-06 10:49:00,2025-01-06 11:41:00,2025-01-06 17:57:00,,,2025-01-06 19:19:00,2025-01-07 00:54:00,CAMION,30.0,437.0,0.0,0.0,63.34333333333333,52,417,22.0,1
ORD000162,EV,CrewVan,Iberia,2,2025-01-06 01:08:00,2025-01-06 10:52:00,2025-01-06 11:18:00,2025-01-06 15:26:00,2025-01-06 13:25:00,2025-01-06 14:17:00,2025-01-06 16:37:00,2025-01-06 20:37:00,CAMION,24.0,552.0,36.51,30.0,71.57666666666667,26,380,19.483333333333334,1
ORD000164,EV,MidVan,Iberia,2,2025-01-06 01:23:00,2025-01-06 10:50:00,2025-01-06 12:21:00,2025-01-06 15:59:00,2025-01-06 13:06:00,2025-01-06 14:52:00,2025-01-06 17:38:00,2025-01-06 20:28:00,CAMION,24.0,533.0,56.45,0.0,84.22333333333333,91,336,19.083333333333332,1
ORD000150,EV,LargeVan,Italia,2,2025-01-06 01:58:00,2025-01-06 11:05:00,2025-01-06 12:08:00,2025-01-06 17:50:00,2025-01-06 15:27:00,2025-01-06 16:34:00,2025-01-06 20:25:00,2025-01-06 23:33:00,CAMION,48.0,501.0,48.8,77.0,78.23333333333333,63,419,21.583333333333332,1
ORD000142,ICE,MidVan,Iberia,1,2025-01-06 02:39:00,2025-01-06 11:05:00,2025-01-06 11:49:00,2025-01-06 15:23:00,,,2025-01-06 17:10:00,2025-01-06 21:14:00,CAMION,24.0,454.0,0.0,0.0,68.89,44,351,18.583333333333332,1
ORD000161,ICE,LargeVan,Iberia,1,2025-01-06 02:32:00,2025-01-06 11:29:00,2025-01-06 12:22:00,2025-01-06 18:41:00,,,2025-01-06 20:34:00,2025-01-06 23:16:00,CAMION,24.0,500.0,0.0,0.0,66.53333333333333,53,275,20.733333333333334,1
ORD000204,ICE,LargeVan,Francia,2,2025-01-06 03:05:00,2025-01-06 11:42:00,2025-01-06 12:14:00,2025-01-06 18:39:00,,,2025-01-06 19:20:00,2025-01-07 01:03:00,TREN,30.0,489.0,0.0,0.0,78.63333333333334,32,384,21.966666666666665,1
ORD000174,ICE,MidVan,Alemania,2,2025-01-06 03:23:00,2025-01-06 12:07:00,2025-01-06 13:21:00,2025-01-06 18:23:00,,,2025-01-06 21:07:00,2025-01-06 23:32:00,TREN,42.0,482.0,0.0,0.0,73.41,74,309,20.15,1
ORD000210,EV,CrewVan,Francia,2,2025-01-06 03:52:00,2025-01-06 12:12:00,2025-01-06 12:44:00,2025-01-06 17:57:00,2025-01-06 15:50:00,2025-01-06 17:06:00,2025-01-06 18:55:00,2025-01-07 00:05:00,CAMION,30.0,473.0,54.65,75.0,78.89999999999999,32,419,20.216666666666665,1
ORD000185,ICE,CrewVan,Alemania,3,2025-01-06 05:20:00,2025-01-06 13:14:00,2025-01-06 14:21:00,2025-01-06 19:52:00,,,2025-01-06 20:31:00,2025-01-07 01:29:00,CAMION,42.0,444.0,0.0,0.0,69.65333333333334,67,337,20.15,1
ORD000190,ICE,CrewVan,Francia,2,2025-01-06 06:59:00,2025-01-06 13:22:00,2025-01-06 14:00:00,2025-01-06 19:49:00,,,2025-01-06 20:12:00,2025-01-07 00:27:00,TREN,30.0,343.0,0.0,0.0,76.63333333333333,38,278,17.466666666666665,1
