order_id,tipo_propulsion,destino,prioridad_cliente,fecha_referencia,turno_referencia,ts_salida_real,espera_patio_min,espera_carga_min,espera_salida_min,espera_total_min,lead_time_total_horas,utilizacion_cargadores_turno,indice_congestion_patio,buffer_energia_kwh,curtailment_flag,slack_horas_sla,riesgo_bloqueo_salida,prioridad_norm,score_readiness_operativa,score_riesgo_cuello_botella,score_prioridad_despacho,recomendacion_operativa
ORD000148,ICE,Iberia,2,2025-01-05,B,2025-01-05 21:09:00,53,0.0,346,399.0,18.0,0.04001736111111111,0.6871999999999998,1946.0599999999997,0,19.46666666666667,32.314722222222215,0.6,39.849387500000006,54.12278611111111,57.407968125,Mantener secuencia planificada con seguimiento estándar.
ORD000128,EV,Benelux,2,2025-01-05,B,2025-01-05 21:33:00,58,0.0,394,452.0,20.25,0.04001736111111111,0.7757000000000001,1558.82,0,32.266666666666666,36.3675,0.6,34.4128875,58.677619444444446,61.360418124999995,Mantener secuencia planificada con seguimiento estándar.
ORD000155,EV,Iberia,2,2025-01-05,B,2025-01-05 20:15:00,56,2.0,298,356.0,17.233333333333334,0.04001736111111111,0.6908333333333333,1558.82,0,21.3,30.912499999999998,0.6,42.4496875,52.992152777777775,55.989078125,Mantener secuencia planificada con seguimiento estándar.
ORD000166,EV,Italia,1,2025-01-06,A,2025-01-06 13:11:00,72,520.0,338,930.0,26.933333333333334,0.09192708333333334,0.7620999999999999,1876.66,0,45.233333333333334,46.994166666666665,1.0,20.0549125,60.48535833333334,75.199191875,Mantener secuencia planificada con seguimiento estándar.
ORD000170,ICE,Alemania,2,2025-01-06,A,2025-01-06 07:09:00,37,0.0,365,402.0,21.166666666666668,0.09192708333333334,0.8064666666666667,1887.6,0,38.483333333333334,37.06166666666667,0.6,35.865112499999995,59.718825,61.320681875000005,Mantener secuencia planificada con seguimiento estándar.
ORD000173,ICE,Iberia,3,2025-01-06,A,2025-01-06 09:44:00,80,0.0,307,387.0,19.9,0.09192708333333334,0.6531333333333333,2057.6400000000003,0,20.96666666666667,32.707499999999996,0.3,40.482612499999995,54.067991666666664,51.161681875,Mantener secuencia planificada con seguimiento estándar.
ORD000169,ICE,Iberia,2,2025-01-06,A,2025-01-06 10:27:00,30,0.0,432,462.0,19.85,0.09192708333333334,0.7064999999999999,1592.0,0,18.433333333333334,36.64583333333333,0.6,34.5143125,58.06995833333334,61.051471875000004,Mantener secuencia planificada con seguimiento estándar.
ORD000153,EV,Iberia,2,2025-01-06,A,2025-01-06 12:51:00,50,21.0,327,398.0,22.7,0.09192708333333334,0.7294666666666666,1876.66,0,22.133333333333333,34.99777777777778,0.6,37.9631125,56.98415833333334,59.355781875000005,Mantener secuencia planificada con seguimiento estándar.
ORD000168,ICE,Alemania,2,2025-01-06,A,2025-01-06 09:29:00,21,0.0,299,320.0,18.45,0.09192708333333334,0.6691666666666667,2057.6400000000003,0,37.43333333333334,30.781944444444445,0.6,44.285312499999996,52.65895833333333,55.196671875,Mantener secuencia planificada con seguimiento estándar.
ORD000144,EV,Alemania,1,2025-01-06,A,2025-01-06 12:53:00,30,32.0,321,383.0,21.083333333333332,0.09192708333333334,0.7394,1876.66,0,39.9,34.72527777777778,1.0,38.662212499999995,56.88439166666667,67.066201875,Mantener secuencia planificada con seguimiento estándar.
ORD000175,ICE,Italia,2,2025-01-06,A,2025-01-06 11:28:00,91,0.0,238,329.0,17.95,0.09192708333333334,0.6987333333333333,1041.5499999999997,0,45.15,31.83361111111111,0.6,43.0132125,53.926725000000005,56.212401875,Mantener secuencia planificada con seguimiento estándar.
ORD000160,ICE,Benelux,3,2025-01-06,A,2025-01-06 12:10:00,87,0.0,255,342.0,18.333333333333332,0.09192708333333334,0.6628333333333335,1041.5499999999997,0,32.78333333333333,31.387500000000003,0.3,43.0623125,53.08529166666667,49.816571875,Mantener secuencia planificada con seguimiento estándar.
ORD000143,EV,Francia,2,2025-01-06,A,2025-01-06 13:58:00,85,34.0,325,444.0,20.416666666666668,0.09192708333333334,0.7254,1876.66,0,26.866666666666667,36.49333333333334,0.6,35.185712499999994,58.18755833333334,60.86940187500001,Mantener secuencia planificada con seguimiento estándar.
ORD000158,EV,Francia,1,2025-01-06,B,2025-01-06 16:21:00,53,21.0,472,546.0,22.216666666666665,0.019965277777777776,0.8114333333333333,1876.66,0,25.6,39.88305555555556,1.0,28.041225,60.147761111111116,72.25206375,Mantener secuencia planificada con seguimiento estándar.
ORD000145,EV,Alemania,1,2025-01-06,B,2025-01-06 16:04:00,30,6.0,508,544.0,21.533333333333335,0.019965277777777776,0.8020333333333334,1876.66,0,36.28333333333333,39.578611111111115,1.0,28.391824999999997,59.828161111111115,71.98553375,Mantener secuencia planificada con seguimiento estándar.
ORD000159,EV,Italia,3,2025-01-06,B,2025-01-06 17:29:00,46,29.0,529,604.0,20.833333333333332,0.019965277777777776,0.759,1876.66,0,44.13333333333333,40.58611111111111,0.3,25.674625,58.365027777777776,58.27814375,Mantener secuencia planificada con seguimiento estándar.
ORD000149,EV,Italia,2,2025-01-06,B,2025-01-06 15:51:00,50,40.0,314,404.0,18.1,0.019965277777777776,0.8235666666666667,1766.32,0,45.36666666666667,35.25583333333333,0.6,36.625025,58.343627777777776,60.43587375,Mantener secuencia planificada con seguimiento estándar.
ORD000146,ICE,Benelux,3,2025-01-06,B,2025-01-06 15:42:00,87,0.0,159,246.0,15.75,0.019965277777777776,0.7851,1240.0499999999997,0,34.016666666666666,28.808055555555555,0.3,47.423225,52.42742777777777,47.99421375,Mantener secuencia planificada con seguimiento estándar.
ORD000141,EV,Italia,3,2025-01-06,B,2025-01-06 20:44:00,57,108.0,450,615.0,21.916666666666668,0.019965277777777776,0.6365666666666667,1730.95,0,43.766666666666666,37.90722222222222,0.3,27.925525,54.20229444444445,55.617098750000004,Mantener secuencia planificada con seguimiento estándar.
ORD000157,EV,Alemania,3,2025-01-06,B,2025-01-06 20:09:00,99,56.0,414,569.0,19.45,0.019965277777777776,0.7813666666666667,1730.95,0,36.96666666666667,39.93,0.3,27.325325,59.12549444444445,58.04260875,Mantener secuencia planificada con seguimiento estándar.
ORD000208,ICE,Benelux,2,2025-01-06,B,2025-01-06 17:43:00,105,0.0,140,245.0,16.666666666666668,0.019965277777777776,0.6704000000000001,1501.4499999999998,0,34.583333333333336,25.905833333333334,0.6,50.238524999999996,48.49846111111112,51.240823750000004,Mantener secuencia planificada con seguimiento estándar.
ORD000165,EV,Alemania,1,2025-01-06,B,2025-01-06 19:29:00,67,56.0,237,360.0,18.466666666666665,0.019965277777777776,0.7885333333333334,1240.0499999999997,0,39.3,32.852222222222224,1.0,40.215824999999995,55.86916111111112,66.06558375,Mantener secuencia planificada con seguimiento estándar.
ORD000162,EV,Iberia,2,2025-01-06,B,2025-01-06 20:37:00,26,30.0,380,436.0,19.483333333333334,0.019965277777777776,0.7157666666666667,1240.0499999999997,0,20.0,33.67194444444444,0.6,37.212225000000004,55.611761111111115,59.00101375,Mantener secuencia planificada con seguimiento estándar.
ORD000164,EV,Iberia,2,2025-01-06,B,2025-01-06 20:28:00,91,0.0,336,427.0,19.083333333333332,0.019965277777777776,0.8422333333333333,1240.0499999999997,0,21.166666666666668,36.52111111111111,0.6,34.739525,59.64912777777777,61.68327375,Mantener secuencia planificada con seguimiento estándar.
ORD000142,ICE,Iberia,1,2025-01-06,B,2025-01-06 21:14:00,44,0.0,351,395.0,18.583333333333332,0.019965277777777776,0.6889,1501.4499999999998,0,19.933333333333334,31.576666666666668,1.0,40.419525,53.50246111111112,64.92927375,Mantener secuencia planificada con seguimiento estándar.
ORD000183,ICE,Iberia,2,2025-01-07,A,2025-01-07 07:42:00,106,0.0,512,618.0,21.683333333333334,0.04505208333333333,0.7179666666666666,1783.6799999999998,0,17.4,40.84916666666666,0.6,25.332862499999997,57.672324999999994,64.086044375,Mantener secuencia planificada con seguimiento estándar.
ORD000182,ICE,Benelux,2,2025-01-07,A,2025-01-07 10:12:00,107,0.0,504,611.0,22.9,0.04505208333333333,0.6460666666666667,2294.4700000000003,0,30.2,38.80861111111111,0.6,27.495962499999997,55.227725,62.228889375,Mantener secuencia planificada con seguimiento estándar.
ORD000197,ICE,Francia,2,2025-01-07,A,2025-01-07 08:57:00,41,0.0,480,521.0,21.233333333333334,0.04505208333333333,0.7304333333333334,2357.96,0,24.366666666666667,37.79277777777778,0.6,31.0961625,58.09619166666666,62.259629375,Mantener secuencia planificada con seguimiento estándar.
ORD000176,EV,Alemania,2,2025-01-07,B,2025-01-07 15:41:00,74,32.0,455,561.0,27.6,0.05486111111111111,0.8267,2016.1000000000001,0,37.416666666666664,41.90222222222222,0.6,26.109199999999998,61.64391111111111,65.60154,Mantener secuencia planificada con seguimiento estándar.
ORD000186,ICE,Italia,2,2025-01-07,A,2025-01-07 12:26:00,97,0.0,447,544.0,23.433333333333334,0.04505208333333333,0.8216,2114.33,0,41.85,40.870555555555555,0.6,27.4706625,61.19585833333333,64.92340437499999,Mantener secuencia planificada con seguimiento estándar.
ORD000206,EV,Benelux,2,2025-01-07,B,2025-01-07 19:03:00,106,38.0,616,760.0,27.116666666666667,0.05486111111111111,0.8435000000000001,2016.1000000000001,0,29.65,47.84305555555555,0.6,18.768499999999996,62.21511111111111,68.427825,Mantener secuencia planificada con seguimiento estándar.
ORD000184,ICE,Francia,2,2025-01-07,A,2025-01-07 10:51:00,101,0.0,271,372.0,18.35,0.04505208333333333,0.7298333333333333,2016.1000000000001,0,25.9,32.60416666666667,0.6,40.4230625,54.92579166666667,57.568534375,Mantener secuencia planificada con seguimiento estándar.
ORD000192,ICE,Iberia,1,2025-01-07,A,2025-01-07 13:11:00,77,0.0,434,511.0,19.866666666666667,0.04505208333333333,0.677,1962.85,0,19.433333333333334,36.109722222222224,1.0,33.0035625,56.27945833333333,68.774509375,Mantener secuencia planificada con seguimiento estándar.
ORD000178,ICE,Alemania,2,2025-01-07,A,2025-01-07 13:23:00,30,0.0,437,467.0,18.883333333333333,0.04505208333333333,0.6926000000000001,2016.1000000000001,0,36.03333333333333,34.971944444444446,0.6,35.37916249999999,56.43069166666666,60.011104375,Mantener secuencia planificada con seguimiento estándar.
ORD000196,EV,Alemania,2,2025-01-07,B,2025-01-07 17:57:00,33,57.0,579,669.0,23.9,0.05486111111111111,0.7976666666666666,2016.1000000000001,0,36.53333333333333,44.926388888888894,0.6,20.056,60.656777777777776,67.27595,Mantener secuencia planificada con seguimiento estándar.
ORD000202,ICE,Benelux,2,2025-01-07,A,2025-01-07 13:55:00,70,0.0,301,371.0,19.1,0.04505208333333333,0.7175666666666668,1703.33,0,31.583333333333332,32.26277777777778,0.6,40.779962499999996,54.47955833333333,57.242814374999995,Mantener secuencia planificada con seguimiento estándar.
ORD000207,ICE,Francia,2,2025-01-07,B,2025-01-07 15:16:00,27,0.0,291,318.0,17.633333333333333,0.05486111111111111,0.6783666666666666,1804.5,0,26.183333333333334,29.756388888888885,0.6,44.856700000000004,51.87557777777777,54.644164999999994,Mantener secuencia planificada con seguimiento estándar.
ORD000203,EV,Iberia,2,2025-01-07,B,2025-01-07 17:22:00,43,35.0,467,545.0,21.083333333333332,0.05486111111111111,0.7552333333333333,1703.33,0,20.8,39.56,0.6,28.8244,59.21404444444444,63.557779999999994,Mantener secuencia planificada con seguimiento estándar.
ORD000194,EV,Iberia,2,2025-01-07,B,2025-01-07 18:38:00,51,41.0,394,486.0,21.083333333333332,0.05486111111111111,0.8184333333333333,1804.5,0,20.4,39.091388888888886,0.6,30.995099999999997,61.36284444444445,63.764995,Mantener secuencia planificada con seguimiento estándar.
ORD000209,ICE,Francia,2,2025-01-07,B,2025-01-07 17:58:00,54,0.0,321,375.0,19.7,0.05486111111111111,0.7517333333333334,1648.21,0,26.71666666666667,33.569722222222225,0.6,39.5334,56.03254444444445,58.377955,Mantener secuencia planificada con seguimiento estándar.
ORD000191,ICE,Francia,2,2025-01-07,B,2025-01-07 16:17:00,67,0.0,318,385.0,17.116666666666667,0.05486111111111111,0.7709999999999999,1804.5,0,26.28333333333333,34.39861111111111,0.6,38.446,56.97927777777778,59.184575,Mantener secuencia planificada con seguimiento estándar.
ORD000205,ICE,Iberia,2,2025-01-07,B,2025-01-07 20:26:00,85,0.0,280,365.0,19.883333333333333,0.05486111111111111,0.667,1624.0500000000002,0,20.433333333333334,31.104166666666668,0.6,42.192,52.85994444444444,56.019774999999996,Mantener secuencia planificada con seguimiento estándar.
ORD000189,ICE,Iberia,2,2025-01-07,B,2025-01-07 19:28:00,72,0.0,244,316.0,18.883333333333333,0.05486111111111111,0.7660333333333333,1624.0500000000002,0,22.25,31.878611111111113,0.6,42.877700000000004,54.79791111111111,56.651865,Mantener secuencia planificada con seguimiento estándar.
ORD000181,ICE,Alemania,2,2025-01-07,B,2025-01-07 19:59:00,99,0.0,309,408.0,19.633333333333333,0.05486111111111111,0.6954,1690.87,0,37.56666666666666,33.30722222222222,0.6,38.822900000000004,55.07971111111111,58.197855,Mantener secuencia planificada con seguimiento estándar.
ORD000188,EV,Francia,1,2025-01-07,B,2025-01-07 19:39:00,96,53.0,351,500.0,19.55,0.05486111111111111,0.8579333333333333,1648.21,0,27.25,40.565,1.0,29.1721,62.705844444444445,73.007395,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000232,ICE,Alemania,2,2025-01-07,B,2025-01-07 21:02:00,86,0.0,262,348.0,19.583333333333332,0.05486111111111111,0.6511,1202.2999999999997,0,38.016666666666666,30.116388888888892,0.6,43.6361,51.82351111111111,55.047945,Mantener secuencia planificada con seguimiento estándar.
ORD000243,ICE,Benelux,2,2025-01-07,B,2025-01-07 21:06:00,80,0.0,248,328.0,17.5,0.05486111111111111,0.7100666666666666,1202.2999999999997,0,32.95,30.89611111111111,0.6,43.4709,53.245044444444446,55.745455,Mantener secuencia planificada con seguimiento estándar.
ORD000235,ICE,Alemania,2,2025-01-07,B,2025-01-07 20:45:00,37,0.0,256,293.0,16.483333333333334,0.05486111111111111,0.6379,1202.2999999999997,0,38.166666666666664,27.876666666666665,0.6,47.3904,49.77054444444445,52.810105,Mantener secuencia planificada con seguimiento estándar.
ORD000234,ICE,Iberia,1,2025-01-08,A,2025-01-08 08:22:00,88,0.0,522,610.0,22.8,0.09375,0.7075,1615.3500000000001,0,17.21666666666667,41.86805555555556,1.0,25.2075,58.68,72.583375,Mantener secuencia planificada con seguimiento estándar.
ORD000231,EV,Francia,2,2025-01-08,A,2025-01-08 06:11:00,54,84.0,452,590.0,21.3,0.09375,0.8052999999999999,1818.42,0,25.816666666666666,43.61861111111111,0.6,24.110300000000002,62.005199999999995,66.463735,Mantener secuencia planificada con seguimiento estándar.
ORD000223,ICE,Alemania,2,2025-01-08,A,2025-01-08 08:17:00,96,0.0,369,465.0,22.633333333333333,0.09375,0.6978333333333333,2204.45,0,37.9,36.59166666666667,0.6,34.502,57.91383333333333,60.985524999999996,Mantener secuencia planificada con seguimiento estándar.
ORD000230,ICE,Francia,2,2025-01-08,A,2025-01-08 07:49:00,74,0.0,415,489.0,21.316666666666666,0.09375,0.6521666666666666,2281.8500000000004,0,23.866666666666667,36.28333333333333,0.6,34.098,56.79866666666666,60.6251,Mantener secuencia planificada con seguimiento estándar.
ORD000212,ICE,Alemania,3,2025-01-08,A,2025-01-08 06:44:00,65,0.0,272,337.0,19.65,0.09375,0.7323333333333334,2204.45,0,39.0,33.00972222222222,0.3,41.674,55.3535,51.32317499999999,Mantener secuencia planificada con seguimiento estándar.
ORD000214,EV,Alemania,2,2025-01-08,A,2025-01-08 07:57:00,70,29.0,484,583.0,22.566666666666666,0.09375,0.8944,1974.89,0,37.083333333333336,45.60305555555556,0.6,22.4094,65.0346,68.42228,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000245,EV,Francia,2,2025-01-08,B,2025-01-08 18:26:00,60,47.0,589,696.0,31.883333333333333,0.007638888888888889,0.8512666666666666,1784.07,0,23.133333333333333,45.69277777777778,0.6,19.432100000000002,61.156955555555555,67.71939499999999,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000217,EV,Italia,1,2025-01-08,B,2025-01-08 16:07:00,27,73.0,457,557.0,28.283333333333335,0.007638888888888889,0.7077666666666667,1326.5199999999998,0,43.766666666666666,37.278888888888886,1.0,30.0636,56.27795555555555,69.80282,Mantener secuencia planificada con seguimiento estándar.
ORD000218,EV,Alemania,3,2025-01-08,B,2025-01-08 16:28:00,99,75.0,455,629.0,28.2,0.007638888888888889,0.7999,1326.5199999999998,0,37.21666666666667,42.08222222222223,0.3,23.3524,59.41048888888889,59.56138,Mantener secuencia planificada con seguimiento estándar.
ORD000216,ICE,Alemania,3,2025-01-08,A,2025-01-08 08:31:00,55,0.0,306,361.0,17.583333333333332,0.09375,0.7075,1892.68,0,37.68333333333334,33.22222222222222,0.3,40.769999999999996,55.20916666666667,51.574625,Mantener secuencia planificada con seguimiento estándar.
ORD000228,EV,Alemania,3,2025-01-08,B,2025-01-08 16:53:00,34,87.0,467,588.0,25.483333333333334,0.007638888888888889,0.7567333333333334,1326.5199999999998,0,37.63333333333333,39.57944444444445,0.3,26.9509,57.94282222222222,57.64145499999999,Mantener secuencia planificada con seguimiento estándar.
ORD000219,EV,Francia,2,2025-01-08,B,2025-01-08 15:53:00,63,62.0,418,543.0,23.45,0.007638888888888889,0.7445999999999999,1326.5199999999998,0,25.96666666666667,37.713611111111106,0.6,30.054600000000004,57.53028888888889,62.369519999999994,Mantener secuencia planificada con seguimiento estándar.
ORD000215,EV,Alemania,1,2025-01-08,A,2025-01-08 13:01:00,21,42.0,294,357.0,19.216666666666665,0.09375,0.8240666666666666,1784.07,0,39.28333333333333,35.9975,1.0,38.2224,59.05576666666666,68.197255,Mantener secuencia planificada con seguimiento estándar.
ORD000236,EV,Francia,2,2025-01-08,B,2025-01-08 15:04:00,51,32.0,419,502.0,22.5,0.007638888888888889,0.7894666666666668,1784.07,0,25.133333333333333,37.41166666666666,0.6,31.5403,59.05575555555556,62.535985,Mantener secuencia planificada con seguimiento estándar.
ORD000229,EV,Iberia,3,2025-01-08,A,2025-01-08 12:45:00,52,81.0,274,407.0,19.083333333333332,0.09375,0.8559666666666665,1326.5199999999998,0,22.05,38.5311111111111,0.3,34.3318,61.598699999999994,56.703284999999994,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000222,EV,Iberia,2,2025-01-08,A,2025-01-08 11:42:00,77,11.0,242,330.0,18.516666666666666,0.09375,0.8482000000000001,1784.07,0,21.266666666666666,35.66333333333333,0.6,39.3307,59.088800000000006,59.824215,Mantener secuencia planificada con seguimiento estándar.
ORD000221,ICE,Alemania,2,2025-01-08,B,2025-01-08 15:56:00,46,0.0,248,294.0,19.766666666666666,0.007638888888888889,0.8305666666666667,1647.8600000000001,0,38.43333333333333,31.216944444444444,0.6,43.5539,55.02815555555556,56.518805,Mantener secuencia planificada con seguimiento estándar.
ORD000211,ICE,Alemania,2,2025-01-08,B,2025-01-08 18:26:00,109,0.0,365,474.0,21.216666666666665,0.007638888888888889,0.7167,1530.8100000000002,0,38.4,34.62027777777777,0.6,35.036699999999996,56.406688888888894,60.120165,Mantener secuencia planificada con seguimiento estándar.
ORD000225,EV,Alemania,2,2025-01-08,B,2025-01-08 15:58:00,49,45.0,363,457.0,18.466666666666665,0.007638888888888889,0.8363666666666666,833.0799999999999,0,40.55,37.02166666666666,0.6,33.2272,59.979522222222215,62.36126499999999,Mantener secuencia planificada con seguimiento estándar.
ORD000227,ICE,Iberia,2,2025-01-08,B,2025-01-08 20:18:00,99,0.0,473,572.0,22.083333333333332,0.007638888888888889,0.7041000000000001,1530.8100000000002,0,17.083333333333332,37.70805555555556,0.6,29.2141,56.153288888888895,62.044045,Mantener secuencia planificada con seguimiento estándar.
ORD000224,EV,Iberia,2,2025-01-08,B,2025-01-08 18:07:00,43,39.0,339,421.0,20.2,0.007638888888888889,0.8148000000000001,1647.8600000000001,0,22.033333333333335,35.2325,0.6,35.9948,58.19625555555556,60.590135000000004,Mantener secuencia planificada con seguimiento estándar.
ORD000220,ICE,Benelux,3,2025-01-08,B,2025-01-08 19:13:00,43,0.0,344,387.0,19.283333333333335,0.007638888888888889,0.7938,1436.5100000000002,0,31.433333333333334,33.52694444444444,0.3,38.6238,56.49058888888889,52.902435,Mantener secuencia planificada con seguimiento estándar.
ORD000262,ICE,Iberia,2,2025-01-08,B,2025-01-08 20:24:00,57,0.0,106,163.0,14.95,0.007638888888888889,0.6766000000000001,1891.68,0,23.666666666666668,22.819166666666668,0.6,55.4366,45.972455555555555,48.284795,Mantener secuencia planificada con seguimiento estándar.
ORD000269,EV,Alemania,1,2025-01-09,B,2025-01-09 18:13:00,67,47.0,584,698.0,30.6,0.07977430555555555,0.8748333333333335,1824.81,0,36.36666666666667,48.65972222222223,1.0,17.568062499999996,63.978013888888896,77.641284375,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000261,EV,Alemania,2,2025-01-09,B,2025-01-09 21:27:00,89,80.0,704,873.0,33.833333333333336,0.07977430555555555,0.8159333333333333,1494.6799999999998,0,32.86666666666667,47.95111111111111,0.6,18.9816625,61.97541388888889,68.245354375,Mantener secuencia planificada con seguimiento estándar.
ORD000252,ICE,Francia,2,2025-01-09,A,2025-01-09 08:04:00,42,0.0,370,412.0,18.65,0.1032986111111111,0.7930666666666666,1820.41,0,26.15,37.437777777777775,0.6,35.357025,59.87329444444444,61.56802375,Mantener secuencia planificada con seguimiento estándar.
ORD000257,EV,Francia,2,2025-01-09,B,2025-01-09 16:35:00,45,74.0,468,587.0,27.6,0.07977430555555555,0.7193666666666667,1494.6799999999998,0,26.633333333333333,40.91888888888889,0.6,26.611762499999998,58.692147222222225,64.097349375,Mantener secuencia planificada con seguimiento estándar.
ORD000278,ICE,Iberia,2,2025-01-09,A,2025-01-09 13:24:00,80,0.0,556,636.0,24.5,0.1032986111111111,0.7539666666666666,1546.7300000000002,0,16.583333333333332,44.23805555555555,0.6,22.295425,60.52722777777778,66.43385375,Mantener secuencia planificada con seguimiento estándar.
ORD000263,EV,Alemania,2,2025-01-09,A,2025-01-09 13:37:00,89,49.0,319,457.0,24.266666666666666,0.1032986111111111,0.8249666666666667,1824.81,0,40.25,39.79777777777778,0.6,31.778924999999997,62.27039444444445,63.89905375,Mantener secuencia planificada con seguimiento estándar.
ORD000259,ICE,Benelux,3,2025-01-09,A,2025-01-09 08:41:00,60,0.0,284,344.0,18.9,0.1032986111111111,0.6517666666666667,1861.1100000000001,0,33.56666666666667,31.54416666666667,0.3,42.998225,53.08576111111111,49.83921375,Mantener secuencia planificada con seguimiento estándar.
ORD000260,ICE,Alemania,2,2025-01-09,A,2025-01-09 13:07:00,92,0.0,435,527.0,23.083333333333332,0.1032986111111111,0.7217333333333333,2331.8199999999997,0,37.56666666666666,39.647499999999994,0.6,29.881525,59.43129444444445,63.285548750000004,Mantener secuencia planificada con seguimiento estándar.
ORD000258,EV,Francia,2,2025-01-09,B,2025-01-09 14:04:00,102,68.0,310,480.0,22.95,0.07977430555555555,0.8588,1494.6799999999998,0,26.633333333333333,40.68944444444444,0.6,29.9528625,63.43288055555556,65.061294375,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000254,EV,Iberia,2,2025-01-09,B,2025-01-09 15:57:00,29,69.0,417,515.0,26.216666666666665,0.07977430555555555,0.8736666666666667,1494.6799999999998,0,20.483333333333334,42.27638888888889,0.6,27.4085625,63.93834722222223,66.179259375,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000270,EV,Benelux,1,2025-01-09,B,2025-01-09 14:24:00,66,26.0,414,506.0,23.4,0.07977430555555555,0.8592666666666666,1824.81,0,32.28333333333333,41.60388888888889,1.0,28.3166625,63.448747222222224,73.641104375,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000266,EV,Francia,1,2025-01-09,B,2025-01-09 14:43:00,99,33.0,425,557.0,22.416666666666668,0.07977430555555555,0.8416000000000001,1824.81,0,25.816666666666666,42.93305555555556,1.0,25.5531625,62.84808055555556,74.338029375,Mantener secuencia planificada con seguimiento estándar.
ORD000272,ICE,Alemania,1,2025-01-09,A,2025-01-09 13:22:00,36,0.0,378,414.0,19.9,0.1032986111111111,0.7338333333333332,1494.6799999999998,0,38.083333333333336,36.02638888888889,1.0,36.653625000000005,57.91769444444445,68.23419375,Mantener secuencia planificada con seguimiento estándar.
ORD000246,EV,Alemania,1,2025-01-09,B,2025-01-09 16:00:00,44,53.0,439,536.0,22.5,0.07977430555555555,0.8279666666666666,1824.81,0,39.31666666666667,41.863055555555555,1.0,27.1928625,62.384547222222224,73.555544375,Mantener secuencia planificada con seguimiento estándar.
ORD000251,ICE,Francia,2,2025-01-09,B,2025-01-09 14:48:00,97,0.0,376,473.0,20.6,0.07977430555555555,0.7499666666666667,1230.7200000000003,0,25.2,37.72555555555556,0.6,33.0023625,59.528380555555565,62.23694437500001,Mantener secuencia planificada con seguimiento estándar.
ORD000264,ICE,Alemania,1,2025-01-09,B,2025-01-09 16:26:00,89,0.0,461,550.0,21.75,0.07977430555555555,0.7544666666666667,1230.7200000000003,0,37.0,40.51166666666667,1.0,28.081862499999996,59.88554722222223,72.119844375,Mantener secuencia planificada con seguimiento estándar.
ORD000267,ICE,Iberia,2,2025-01-09,A,2025-01-09 13:38:00,34,0.0,332,366.0,17.683333333333334,0.1032986111111111,0.6533999999999999,1230.7200000000003,0,20.516666666666666,32.34888888888888,0.6,41.584025000000004,53.782961111111106,56.64792374999999,Mantener secuencia planificada con seguimiento estándar.
ORD000274,ICE,Francia,2,2025-01-09,B,2025-01-09 16:05:00,104,0.0,371,475.0,21.016666666666666,0.07977430555555555,0.7279333333333333,1644.3300000000002,0,25.483333333333334,37.244166666666665,0.6,33.4061625,58.83758055555556,61.784754375000006,Mantener secuencia planificada con seguimiento estándar.
ORD000265,ICE,Alemania,2,2025-01-09,B,2025-01-09 17:14:00,108,0.0,372,480.0,20.583333333333332,0.07977430555555555,0.7278666666666668,1563.5199999999998,0,37.31666666666666,37.41611111111111,0.6,33.0952625,58.981147222222226,61.958174375,Mantener secuencia planificada con seguimiento estándar.
ORD000277,EV,Benelux,2,2025-01-09,B,2025-01-09 20:13:00,38,95.0,625,758.0,23.666666666666668,0.07977430555555555,0.8393,1230.7200000000003,0,30.583333333333332,48.53527777777778,0.6,18.4208625,62.76988055555556,68.799144375,Mantener secuencia planificada con seguimiento estándar.
ORD000276,EV,Francia,2,2025-01-09,B,2025-01-09 18:04:00,106,70.0,352,528.0,19.4,0.07977430555555555,0.8588,1563.5199999999998,0,28.05,42.356111111111105,0.6,26.9528625,63.43288055555556,66.111294375,Aplicar drenaje de patio y priorizar expedición de unidades listas.
ORD000289,EV,Francia,2,2025-01-10,A,2025-01-10 06:27:00,51,48.0,562,661.0,23.366666666666667,0.08567708333333333,0.8469999999999999,2053.99,0,24.366666666666667,46.86805555555556,0.6,18.817312500000003,63.19695833333333,68.852571875,Mantener secuencia planificada con seguimiento estándar.
ORD000297,ICE,Iberia,3,2025-01-10,A,2025-01-10 07:24:00,69,0.0,396,465.0,20.983333333333334,0.08567708333333333,0.7615666666666668,1807.3100000000002,0,18.1,37.92666666666668,0.3,33.117712499999996,59.85472500000001,56.343426875000006,Mantener secuencia planificada con seguimiento estándar.
ORD000287,EV,Italia,3,2025-01-10,A,2025-01-10 08:33:00,52,76.0,562,690.0,21.966666666666665,0.08567708333333333,0.8481666666666666,1386.76,0,41.733333333333334,47.90416666666667,0.3,18.1018125,63.236625,63.120846875,Mantener secuencia planificada con seguimiento estándar.
