fecha,turno,zona_carga,slot_id,sessions_count,avg_wait_time_min,avg_charging_duration_min,energy_delivered_kwh,interruption_rate,avg_soc_gap_pct,charging_bottleneck_impact,slot_utilization_ratio
2025-09-14,C,SUR,SLOT_025,1,55.0,46.0,28.536,0.0,28.109848484848488,0.3159,0.09583333333333334
2025-09-14,A,SUR,SLOT_012,1,53.0,45.0,51.092,0.0,28.109848484848488,0.3159,0.09375
2025-09-14,A,NORTE,SLOT_024,1,66.0,66.0,61.273,0.0,28.109848484848488,0.3159,0.1375
2025-09-15,C,NORTE,SLOT_019,1,70.0,67.0,50.201,0.0,29.06775175644027,0.40485,0.13958333333333334
2025-09-15,C,SUR,SLOT_008,1,68.0,22.0,49.182,0.0,29.06775175644027,0.40485,0.04583333333333333
2025-09-15,A,SUR,SLOT_007,1,109.0,48.0,55.019,0.0,29.06775175644027,0.40485,0.1
2025-09-15,A,SUR,SLOT_025,1,96.0,61.0,44.173,1.0,29.06775175644027,0.40485,0.12708333333333333
2025-09-15,B,NORTE,SLOT_023,1,75.0,58.0,56.043,0.0,29.06775175644027,0.40485,0.12083333333333333
2025-09-15,B,NORTE,SLOT_022,1,95.0,121.0,61.225,0.0,29.06775175644027,0.40485,0.2520833333333333
2025-09-16,C,SUR,SLOT_012,1,88.0,36.0,55.856,0.0,29.5626019417476,0.4045,0.075
2025-09-16,C,ESTE,SLOT_004,1,52.0,35.0,49.403,0.0,29.5626019417476,0.4045,0.07291666666666667
2025-09-16,A,NORTE,SLOT_013,1,28.0,94.0,41.512,0.0,29.5626019417476,0.4045,0.19583333333333333
2025-09-16,B,OESTE,SLOT_014,1,65.0,59.0,51.53,1.0,29.5626019417476,0.4045,0.12291666666666666
2025-09-16,B,SUR,SLOT_011,1,80.0,24.0,60.055,0.0,29.5626019417476,0.4045,0.05
2025-09-16,B,ESTE,SLOT_029,1,51.0,30.0,38.847,0.0,29.5626019417476,0.4045,0.0625
2025-09-16,B,NORTE,SLOT_024,1,55.0,91.0,43.468,0.0,29.5626019417476,0.4045,0.18958333333333333
2025-09-17,A,SUR,SLOT_031,1,106.0,38.0,31.09,0.0,28.364171322160182,0.39959999999999996,0.07916666666666666
2025-09-17,A,OESTE,SLOT_014,1,59.0,37.0,46.94,1.0,28.364171322160182,0.39959999999999996,0.07708333333333334
2025-09-17,B,SUR,SLOT_007,1,55.0,30.0,47.212,1.0,28.364171322160182,0.39959999999999996,0.0625
2025-09-17,B,OESTE,SLOT_009,1,80.0,41.0,59.994,0.0,28.364171322160182,0.39959999999999996,0.08541666666666667
2025-09-17,B,SUR,SLOT_025,1,83.0,60.0,62.7,0.0,28.364171322160182,0.39959999999999996,0.125
2025-09-17,B,ESTE,SLOT_020,1,67.0,61.0,58.946,0.0,28.364171322160182,0.39959999999999996,0.12708333333333333
2025-09-18,A,NORTE,SLOT_032,1,78.0,58.0,51.674,1.0,27.748172888015755,0.3945,0.12083333333333333
2025-09-18,A,SUR,SLOT_026,2,54.5,50.0,108.251,0.5,27.748172888015755,0.3945,0.20833333333333334
2025-09-18,A,ESTE,SLOT_004,1,33.0,44.0,60.914,0.0,27.748172888015755,0.3945,0.09166666666666666
2025-09-18,B,NORTE,SLOT_024,1,85.0,148.0,68.052,0.0,27.748172888015755,0.3945,0.30833333333333335
2025-09-18,B,SUR,SLOT_031,1,43.0,60.0,66.712,0.0,27.748172888015755,0.3945,0.125
2025-09-18,B,ESTE,SLOT_016,1,75.0,22.0,42.032,0.0,27.748172888015755,0.3945,0.04583333333333333
2025-09-19,C,ESTE,SLOT_020,1,73.0,50.0,36.496,0.0,27.950739436619713,0.40115,0.10416666666666667
2025-09-19,A,OESTE,SLOT_010,2,60.0,91.5,78.19800000000001,0.5,27.950739436619713,0.40115,0.38125
2025-09-19,A,NORTE,SLOT_021,2,77.0,35.5,75.914,0.5,27.950739436619713,0.40115,0.14791666666666667
2025-09-19,B,SUR,SLOT_031,1,71.0,42.0,42.568,0.0,27.950739436619713,0.40115,0.0875
2025-09-19,B,NORTE,SLOT_013,1,68.0,88.0,56.097,0.0,27.950739436619713,0.40115,0.18333333333333332
2025-09-20,C,ESTE,SLOT_020,1,59.0,39.0,33.093,1.0,28.40554528650646,0.4427999999999999,0.08125
2025-09-20,C,SUR,SLOT_026,1,88.0,66.0,49.538,0.0,28.40554528650646,0.4427999999999999,0.1375
2025-09-20,C,NORTE,SLOT_013,2,72.5,100.5,75.89699999999999,1.0,28.40554528650646,0.4427999999999999,0.41875
2025-09-20,A,SUR,SLOT_027,1,68.0,150.0,73.863,0.0,28.40554528650646,0.4427999999999999,0.3125
2025-09-20,A,OESTE,SLOT_006,1,59.0,34.0,55.84,0.0,28.40554528650646,0.4427999999999999,0.07083333333333333
2025-09-20,A,SUR,SLOT_001,1,65.0,92.0,50.865,0.0,28.40554528650646,0.4427999999999999,0.19166666666666668
2025-09-20,B,NORTE,SLOT_032,2,69.5,70.0,133.784,0.0,28.40554528650646,0.4427999999999999,0.2916666666666667
2025-09-20,B,OESTE,SLOT_014,2,58.5,51.0,108.931,0.0,28.40554528650646,0.4427999999999999,0.2125
2025-09-20,B,SUR,SLOT_027,2,47.0,75.5,96.02000000000001,0.0,28.40554528650646,0.4427999999999999,0.3145833333333333
2025-09-20,B,SUR,SLOT_001,1,65.0,62.0,37.764,1.0,28.40554528650646,0.4427999999999999,0.12916666666666668
2025-09-21,C,SUR,SLOT_026,2,63.0,44.0,106.1,0.0,29.29765560165975,0.3921,0.18333333333333332
2025-09-21,A,SUR,SLOT_008,1,29.0,35.0,38.976,0.0,29.29765560165975,0.3921,0.07291666666666667
2025-09-21,A,ESTE,SLOT_016,1,73.0,34.0,52.074,0.0,29.29765560165975,0.3921,0.07083333333333333
2025-09-22,C,NORTE,SLOT_023,1,79.0,41.0,32.735,0.0,27.95385269121815,0.3174,0.08541666666666667
2025-09-22,C,SUR,SLOT_030,1,91.0,36.0,36.718,0.0,27.95385269121815,0.3174,0.075
2025-09-22,A,NORTE,SLOT_022,1,82.0,77.0,39.382,0.0,27.95385269121815,0.3174,0.16041666666666668
2025-09-22,A,SUR,SLOT_005,1,75.0,57.0,62.864,0.0,27.95385269121815,0.3174,0.11875
2025-09-22,A,OESTE,SLOT_009,1,58.0,29.0,45.386,0.0,27.95385269121815,0.3174,0.06041666666666667
2025-09-22,B,SUR,SLOT_007,1,82.0,26.0,48.809,0.0,27.95385269121815,0.3174,0.05416666666666667
2025-09-22,B,SUR,SLOT_025,1,45.0,41.0,47.655,0.0,27.95385269121815,0.3174,0.08541666666666667
2025-09-23,C,NORTE,SLOT_032,1,82.0,45.0,50.907,0.0,29.175060869565243,0.3996,0.09375
2025-09-23,A,SUR,SLOT_007,2,68.5,42.5,100.195,0.0,29.175060869565243,0.3996,0.17708333333333334
2025-09-23,A,SUR,SLOT_025,1,98.0,58.0,53.744,0.0,29.175060869565243,0.3996,0.12083333333333333
2025-09-23,A,NORTE,SLOT_017,1,107.0,74.0,34.96,0.0,29.175060869565243,0.3996,0.15416666666666667
2025-09-23,A,ESTE,SLOT_016,1,73.0,32.0,48.722,1.0,29.175060869565243,0.3996,0.06666666666666667
2025-09-23,B,NORTE,SLOT_003,1,74.0,40.0,57.963,0.0,29.175060869565243,0.3996,0.08333333333333333
2025-09-23,B,SUR,SLOT_026,1,76.0,28.0,34.598,0.0,29.175060869565243,0.3996,0.058333333333333334
2025-09-24,C,SUR,SLOT_026,2,68.0,26.5,86.712,0.0,28.821915641476277,0.3937,0.11041666666666666
2025-09-24,C,NORTE,SLOT_003,2,89.0,45.5,91.46199999999999,0.0,28.821915641476277,0.3937,0.18958333333333333
2025-09-24,A,SUR,SLOT_011,2,50.0,25.5,107.973,0.0,28.821915641476277,0.3937,0.10625
2025-09-24,A,NORTE,SLOT_019,2,54.0,52.0,102.196,0.0,28.821915641476277,0.3937,0.21666666666666667
2025-09-24,B,OESTE,SLOT_014,1,59.0,45.0,49.53,0.0,28.821915641476277,0.3937,0.09375
2025-09-25,C,NORTE,SLOT_032,1,99.0,30.0,49.775,0.0,29.585217391304326,0.40295000000000003,0.0625
2025-09-25,C,SUR,SLOT_031,1,97.0,65.0,58.601,0.0,29.585217391304326,0.40295000000000003,0.13541666666666666
2025-09-25,A,NORTE,SLOT_032,2,67.5,56.5,116.274,0.0,29.585217391304326,0.40295000000000003,0.23541666666666666
2025-09-25,A,OESTE,SLOT_018,1,97.0,97.0,56.593,0.0,29.585217391304326,0.40295000000000003,0.20208333333333334
2025-09-25,A,SUR,SLOT_012,1,91.0,50.0,47.045,1.0,29.585217391304326,0.40295000000000003,0.10416666666666667
2025-09-25,B,NORTE,SLOT_021,1,64.0,47.0,60.329,0.0,29.585217391304326,0.40295000000000003,0.09791666666666667
2025-09-26,C,SUR,SLOT_007,2,72.5,40.5,91.97,0.0,28.023489148580968,0.317,0.16875
2025-09-26,C,SUR,SLOT_025,2,71.0,42.5,104.375,0.0,28.023489148580968,0.317,0.17708333333333334
2025-09-26,A,SUR,SLOT_005,2,92.5,50.0,106.103,0.0,28.023489148580968,0.317,0.20833333333333334
2025-09-26,A,NORTE,SLOT_021,2,62.5,27.0,76.524,0.0,28.023489148580968,0.317,0.1125
2025-09-26,B,SUR,SLOT_005,1,74.0,52.0,59.875,0.0,28.023489148580968,0.317,0.10833333333333334
2025-09-26,B,OESTE,SLOT_010,1,67.0,85.0,61.349,0.0,28.023489148580968,0.317,0.17708333333333334
2025-09-27,A,ESTE,SLOT_029,2,48.5,36.5,108.916,0.0,27.877271028037388,0.3959,0.15208333333333332
2025-09-27,A,SUR,SLOT_008,2,65.5,30.5,78.262,0.5,27.877271028037388,0.3959,0.12708333333333333
2025-09-27,B,SUR,SLOT_005,1,73.0,55.0,58.771,0.0,27.877271028037388,0.3959,0.11458333333333333
2025-09-27,B,ESTE,SLOT_020,1,47.0,51.0,43.172,1.0,27.877271028037388,0.3959,0.10625
2025-09-28,C,NORTE,SLOT_021,1,63.0,30.0,24.3,1.0,28.146391509433965,0.3149,0.0625
2025-09-28,A,ESTE,SLOT_029,1,55.0,43.0,63.895,0.0,28.146391509433965,0.3149,0.08958333333333333
2025-09-28,A,SUR,SLOT_008,1,79.0,23.0,33.651,1.0,28.146391509433965,0.3149,0.04791666666666667
2025-09-28,B,OESTE,SLOT_006,1,53.0,24.0,47.37,0.0,28.146391509433965,0.3149,0.05
2025-09-29,C,NORTE,SLOT_017,1,104.0,99.0,49.541,0.0,29.270045766590364,0.4432,0.20625
2025-09-29,A,SUR,SLOT_005,1,84.0,68.0,41.736,0.0,29.270045766590364,0.4432,0.14166666666666666
2025-09-29,A,OESTE,SLOT_014,1,54.0,32.0,56.442,0.0,29.270045766590364,0.4432,0.06666666666666667
2025-09-29,B,SUR,SLOT_005,1,83.0,44.0,53.511,0.0,29.270045766590364,0.4432,0.09166666666666666
2025-09-30,C,NORTE,SLOT_017,2,66.0,98.5,93.55199999999999,0.5,27.90258474576273,0.4447,0.41041666666666665
2025-09-30,C,ESTE,SLOT_028,1,89.0,49.0,48.997,0.0,27.90258474576273,0.4447,0.10208333333333333
2025-09-30,A,OESTE,SLOT_002,2,69.0,28.5,72.515,0.5,27.90258474576273,0.4447,0.11875
2025-09-30,A,NORTE,SLOT_024,1,80.0,88.0,56.766,0.0,27.90258474576273,0.4447,0.18333333333333332
2025-09-30,A,ESTE,SLOT_004,1,65.0,50.0,68.47,0.0,27.90258474576273,0.4447,0.10416666666666667
2025-09-30,B,ESTE,SLOT_020,1,56.0,59.0,51.221,0.0,27.90258474576273,0.4447,0.12291666666666666
2025-10-01,C,NORTE,SLOT_021,1,68.0,53.0,44.253,0.0,27.967627551020406,0.4011,0.11041666666666666
2025-10-01,C,OESTE,SLOT_002,1,64.0,31.0,62.488,0.0,27.967627551020406,0.4011,0.06458333333333334
2025-10-01,A,OESTE,SLOT_010,2,77.5,95.5,117.744,0.0,27.967627551020406,0.4011,0.39791666666666664
2025-10-01,A,NORTE,SLOT_024,1,42.0,88.0,46.812,0.0,27.967627551020406,0.4011,0.18333333333333332
2025-10-01,A,SUR,SLOT_011,1,82.0,22.0,51.078,0.0,27.967627551020406,0.4011,0.04583333333333333
2025-01-05,A,SUR,SLOT_001,1,34.0,107.0,38.88,1.0,5.162857142857144,0.0,0.22291666666666668
2025-01-06,B,OESTE,SLOT_010,1,41.0,86.0,57.422,0.0,6.6644680851063836,0.0,0.17916666666666667
2025-01-08,A,NORTE,SLOT_032,1,50.0,32.0,43.265,0.0,5.324926108374385,0.0,0.06666666666666667
2025-01-09,C,OESTE,SLOT_002,1,38.0,29.0,62.337,0.0,4.518148148148146,0.0,0.06041666666666667
2025-01-09,A,ESTE,SLOT_004,1,43.0,45.0,48.818,0.0,4.518148148148146,0.0,0.09375
2025-01-09,A,SUR,SLOT_005,1,26.0,50.0,35.885,0.0,4.518148148148146,0.0,0.10416666666666667
2025-01-09,B,SUR,SLOT_007,1,33.0,53.0,59.259,0.0,4.518148148148146,0.0,0.11041666666666666
2025-01-11,C,SUR,SLOT_026,1,41.0,31.0,43.123,0.0,3.702383720930233,0.0,0.06458333333333334
2025-01-14,C,OESTE,SLOT_009,1,48.0,33.0,56.848,0.0,5.821904761904764,0.0,0.06875
2025-01-14,C,SUR,SLOT_012,1,2.0,30.0,57.665,0.0,5.821904761904764,0.0,0.0625
2025-01-15,B,NORTE,SLOT_022,1,31.0,129.0,56.319,0.0,5.325789473684209,0.0,0.26875
2025-01-16,B,NORTE,SLOT_003,1,43.0,66.0,69.188,0.0,6.140054644808743,0.0,0.1375
2025-01-18,B,NORTE,SLOT_024,1,36.0,70.0,49.001,0.0,8.125265486725665,0.0,0.14583333333333334
2025-01-22,C,SUR,SLOT_008,1,30.0,36.0,74.174,0.0,9.105746606334844,0.0,0.075
2025-01-27,C,SUR,SLOT_012,1,29.0,40.0,49.493,0.0,5.763216374269007,0.0,0.08333333333333333
2025-01-28,A,SUR,SLOT_026,1,46.0,53.0,44.736,1.0,6.097326203208556,0.0,0.11041666666666666
2025-01-30,A,NORTE,SLOT_017,1,32.0,74.0,39.631,0.0,10.793636363636367,0.0,0.15416666666666667
2025-01-31,A,SUR,SLOT_008,1,15.0,34.0,49.677,0.0,9.996769230769232,0.0,0.07083333333333333
2025-02-01,A,ESTE,SLOT_020,1,26.0,46.0,40.602,0.0,7.24455399061033,0.0,0.09583333333333334
2025-02-03,C,OESTE,SLOT_014,1,66.0,79.0,69.191,0.0,11.172966507177032,0.0,0.16458333333333333
2025-02-03,B,SUR,SLOT_025,1,49.0,46.0,36.922,1.0,11.172966507177032,0.0,0.09583333333333334
2025-02-04,C,SUR,SLOT_001,1,16.0,78.0,55.035,0.0,8.030387931034486,0.0,0.1625
2025-02-05,B,ESTE,SLOT_029,1,60.0,38.0,60.279,0.0,7.955774058577407,0.0,0.07916666666666666
2025-02-06,C,SUR,SLOT_001,1,68.0,82.0,50.647,0.0,8.888809523809524,0.0,0.17083333333333334
2025-02-07,C,OESTE,SLOT_014,1,28.0,26.0,37.162,1.0,9.272344497607655,0.0,0.05416666666666667
2025-02-08,A,ESTE,SLOT_004,1,21.0,34.0,37.113,0.0,9.512345132743361,0.0,0.07083333333333333
2025-02-08,B,NORTE,SLOT_019,1,46.0,62.0,29.12,1.0,9.512345132743361,0.0,0.12916666666666668
2025-02-09,C,NORTE,SLOT_021,1,73.0,48.0,60.788,0.0,8.50785714285714,0.0,0.1
2025-02-09,C,SUR,SLOT_025,1,9.0,35.0,33.837,0.0,8.50785714285714,0.0,0.07291666666666667
2025-02-09,A,SUR,SLOT_027,1,21.0,61.0,48.926,0.0,8.50785714285714,0.0,0.12708333333333333
2025-02-10,A,SUR,SLOT_008,1,41.0,22.0,43.087,0.0,7.663333333333334,0.0,0.04583333333333333
2025-02-10,C,SUR,SLOT_012,1,27.0,45.0,53.705,0.0,7.663333333333334,0.0,0.09375
2025-02-12,A,NORTE,SLOT_024,1,32.0,76.0,51.299,0.0,7.602372881355932,0.0,0.15833333333333333
2025-02-13,A,OESTE,SLOT_010,1,57.0,108.0,53.976,0.0,11.347963800904981,0.0,0.225
2025-02-16,A,OESTE,SLOT_009,1,30.0,34.0,31.724,1.0,8.592383720930231,0.0,0.07083333333333333
2025-02-16,C,SUR,SLOT_011,1,5.0,22.0,32.297,0.0,8.592383720930231,0.0,0.04583333333333333
2025-02-18,C,SUR,SLOT_008,1,52.0,26.0,29.596,0.0,10.590382978723403,0.0,0.05416666666666667
2025-02-18,A,SUR,SLOT_011,1,36.0,29.0,42.236,0.0,10.590382978723403,0.0,0.06041666666666667
2025-02-19,A,OESTE,SLOT_006,1,45.0,42.0,48.03,0.0,12.042500000000008,0.0,0.0875
2025-02-19,A,NORTE,SLOT_024,1,26.0,99.0,63.072,0.0,12.042500000000008,0.0,0.20625
2025-02-20,C,OESTE,SLOT_010,1,34.0,59.0,40.662,0.0,10.778342541436464,0.0,0.12291666666666666
2025-02-21,C,SUR,SLOT_030,1,30.0,33.0,42.293,0.0,11.48395161290323,0.0,0.06875
2025-02-21,A,ESTE,SLOT_004,1,37.0,49.0,55.395,0.0,11.48395161290323,0.0,0.10208333333333333
2025-02-21,A,SUR,SLOT_011,1,12.0,35.0,53.711,0.0,11.48395161290323,0.0,0.07291666666666667
2025-02-23,A,SUR,SLOT_012,1,47.0,23.0,45.065,0.0,10.132111111111112,0.0,0.04791666666666667
2025-02-23,B,SUR,SLOT_025,1,35.0,50.0,65.752,0.0,10.132111111111112,0.0,0.10416666666666667
2025-02-27,A,NORTE,SLOT_013,1,30.0,126.0,49.965,1.0,12.147066666666671,0.0,0.2625
2025-03-04,C,SUR,SLOT_001,1,43.0,73.0,48.805,0.0,12.972985074626859,0.0,0.15208333333333332
2025-03-04,C,SUR,SLOT_027,1,15.0,63.0,42.541,0.0,12.972985074626859,0.0,0.13125
2025-03-05,C,SUR,SLOT_005,1,69.0,51.0,33.439,1.0,11.267336244541488,0.0,0.10625
2025-03-06,C,SUR,SLOT_031,1,22.0,54.0,52.559,0.0,11.708571428571425,0.0,0.1125
2025-03-06,A,SUR,SLOT_011,1,42.0,28.0,34.749,0.0,11.708571428571425,0.0,0.058333333333333334
2025-03-08,C,SUR,SLOT_030,1,41.0,23.0,35.604,1.0,15.233074204946996,0.0,0.04791666666666667
2025-03-08,A,OESTE,SLOT_006,1,21.0,22.0,43.685,0.0,15.233074204946996,0.0,0.04583333333333333
2025-03-09,C,OESTE,SLOT_006,1,57.0,36.0,49.417,0.0,11.810318181818182,0.0,0.075
2025-03-11,C,NORTE,SLOT_021,1,37.0,43.0,47.617,0.0,15.452679738562098,0.0,0.08958333333333333
2025-03-12,A,SUR,SLOT_008,1,43.0,27.0,40.389,0.0,14.132829457364345,0.0,0.05625
2025-03-13,C,SUR,SLOT_005,2,46.5,54.0,98.255,0.0,13.218307692307695,0.0,0.225
2025-03-14,A,SUR,SLOT_007,1,40.0,40.0,47.296,0.0,14.478288973384023,0.0,0.08333333333333333
2025-03-15,A,NORTE,SLOT_022,1,39.0,84.0,52.321,0.0,16.10944237918214,0.0,0.175
2025-03-16,A,NORTE,SLOT_013,1,25.0,79.0,46.547,0.0,15.913179723502305,0.0,0.16458333333333333
2025-03-16,C,NORTE,SLOT_024,1,37.0,54.0,41.552,0.0,15.913179723502305,0.0,0.1125
2025-03-18,C,OESTE,SLOT_002,1,90.0,29.0,46.65,0.0,11.269499999999999,0.0,0.06041666666666667
2025-03-18,A,NORTE,SLOT_023,1,72.0,84.0,68.767,0.0,11.269499999999999,0.0,0.175
2025-03-18,A,ESTE,SLOT_029,1,57.0,33.0,40.009,0.0,11.269499999999999,0.0,0.06875
2025-03-18,B,OESTE,SLOT_018,1,64.0,125.0,57.113,0.0,11.269499999999999,0.0,0.2604166666666667
2025-03-20,C,NORTE,SLOT_024,1,42.0,108.0,60.97,0.0,15.775951557093416,0.0,0.225
2025-03-20,A,SUR,SLOT_008,1,26.0,44.0,49.247,0.0,15.775951557093416,0.0,0.09166666666666666
2025-03-21,A,OESTE,SLOT_018,1,45.0,76.0,46.923,0.0,17.644078947368428,0.0,0.15833333333333333
2025-03-21,B,SUR,SLOT_007,1,36.0,40.0,48.359,0.0,17.644078947368428,0.0,0.08333333333333333
2025-03-21,B,NORTE,SLOT_032,1,59.0,55.0,53.517,0.0,17.644078947368428,0.0,0.11458333333333333
2025-03-21,B,SUR,SLOT_025,1,24.0,57.0,58.961,0.0,17.644078947368428,0.0,0.11875
2025-03-22,A,NORTE,SLOT_003,1,38.0,64.0,40.686,0.0,15.267951807228915,0.0,0.13333333333333333
2025-03-22,A,ESTE,SLOT_004,1,34.0,54.0,63.11,0.0,15.267951807228915,0.0,0.1125
2025-03-22,A,SUR,SLOT_012,1,49.0,41.0,52.013,0.0,15.267951807228915,0.0,0.08541666666666667
2025-03-23,C,ESTE,SLOT_020,1,11.0,60.0,57.296,0.0,17.81662835249041,0.0,0.125
2025-03-23,C,SUR,SLOT_011,2,52.5,35.5,119.91300000000001,0.0,17.81662835249041,0.0,0.14791666666666667
2025-03-23,C,NORTE,SLOT_022,1,42.0,82.0,48.204,0.0,17.81662835249041,0.0,0.17083333333333334
2025-03-23,A,NORTE,SLOT_023,1,46.0,62.0,59.765,0.0,17.81662835249041,0.0,0.12916666666666668
2025-03-24,C,NORTE,SLOT_022,1,32.0,100.0,40.241,1.0,15.686771929824557,0.0,0.20833333333333334
2025-03-24,B,ESTE,SLOT_016,1,94.0,22.0,46.374,0.0,15.686771929824557,0.0,0.04583333333333333
2025-03-27,B,SUR,SLOT_001,1,70.0,110.0,62.085,0.0,15.442103004291845,0.0,0.22916666666666666
2025-03-27,B,NORTE,SLOT_032,1,21.0,40.0,47.341,0.0,15.442103004291845,0.0,0.08333333333333333
2025-03-28,A,NORTE,SLOT_019,1,32.0,68.0,60.046,0.0,15.94098540145985,0.0,0.14166666666666666
2025-03-29,A,NORTE,SLOT_022,1,59.0,123.0,70.634,0.0,17.079706840390884,0.0,0.25625
2025-03-30,A,SUR,SLOT_008,1,34.0,25.0,27.035,1.0,16.041290322580636,0.0,0.052083333333333336
2025-03-30,B,OESTE,SLOT_010,1,43.0,59.0,28.935,0.0,16.041290322580636,0.0,0.12291666666666666
2025-03-31,C,NORTE,SLOT_024,1,44.0,54.0,44.412,0.0,13.873969849246231,0.0,0.1125
2025-04-02,C,NORTE,SLOT_019,2,71.5,58.0,118.118,0.0,15.08,0.0,0.24166666666666667
2025-04-02,C,ESTE,SLOT_004,1,51.0,37.0,45.793,0.0,15.08,0.0,0.07708333333333334
2025-04-02,C,SUR,SLOT_001,1,82.0,61.0,41.326,0.0,15.08,0.0,0.12708333333333333
2025-04-02,A,ESTE,SLOT_029,1,72.0,51.0,54.241,0.0,15.08,0.0,0.10625
2025-04-03,C,SUR,SLOT_008,1,34.0,45.0,59.923,0.0,19.29039393939394,0.0,0.09375
2025-04-03,B,SUR,SLOT_031,1,60.0,55.0,48.938,0.0,19.29039393939394,0.0,0.11458333333333333
2025-04-03,C,OESTE,SLOT_009,1,21.0,22.0,45.884,0.0,19.29039393939394,0.0,0.04583333333333333
2025-04-06,C,SUR,SLOT_026,1,74.0,50.0,51.233,0.0,14.933598326359833,0.0,0.10416666666666667
2025-04-06,B,ESTE,SLOT_029,1,55.0,39.0,55.148,0.0,14.933598326359833,0.0,0.08125
2025-04-07,A,ESTE,SLOT_028,1,40.0,72.0,60.81,0.0,16.165434782608692,0.0,0.15
2025-04-07,A,SUR,SLOT_005,1,55.0,50.0,44.043,0.0,16.165434782608692,0.0,0.10416666666666667
2025-04-08,C,SUR,SLOT_027,1,79.0,82.0,55.943,1.0,16.046476868327403,0.0,0.17083333333333334
2025-04-08,A,NORTE,SLOT_003,1,53.0,55.0,57.844,0.0,16.046476868327403,0.0,0.11458333333333333
2025-04-08,B,SUR,SLOT_026,1,26.0,60.0,65.208,0.0,16.046476868327403,0.0,0.125
2025-04-08,B,OESTE,SLOT_014,1,53.0,35.0,32.626,0.0,16.046476868327403,0.0,0.07291666666666667
2025-04-09,C,ESTE,SLOT_028,1,61.0,52.0,57.468,0.0,15.594053030303026,0.0,0.10833333333333334
2025-04-09,A,NORTE,SLOT_021,1,28.0,38.0,56.372,0.0,15.594053030303026,0.0,0.07916666666666666
2025-04-12,A,NORTE,SLOT_022,1,35.0,120.0,66.315,0.0,16.898593750000003,0.0,0.25
2025-04-12,B,NORTE,SLOT_017,1,43.0,100.0,64.119,0.0,16.898593750000003,0.0,0.20833333333333334
2025-04-12,B,ESTE,SLOT_028,1,30.0,63.0,55.418,0.0,16.898593750000003,0.0,0.13125
2025-04-13,A,NORTE,SLOT_032,1,41.0,38.0,61.777,0.0,17.31527075812274,0.0,0.07916666666666666
2025-04-13,B,NORTE,SLOT_019,1,47.0,45.0,41.065,0.0,17.31527075812274,0.0,0.09375
2025-04-14,A,ESTE,SLOT_020,1,61.0,68.0,65.083,0.0,16.158982300884954,0.0,0.14166666666666666
2025-04-16,C,OESTE,SLOT_010,1,71.0,73.0,44.266,1.0,18.864693333333342,0.0,0.15208333333333332
2025-04-16,A,ESTE,SLOT_020,1,34.0,68.0,51.628,0.0,18.864693333333342,0.0,0.14166666666666666
2025-04-16,B,OESTE,SLOT_002,1,27.0,22.0,47.459,0.0,18.864693333333342,0.0,0.04583333333333333
2025-04-18,A,NORTE,SLOT_024,1,52.0,63.0,49.583,0.0,18.445896551724136,0.0,0.13125
2025-04-18,B,OESTE,SLOT_009,1,48.0,27.0,57.409,0.0,18.445896551724136,0.0,0.05625
2025-04-18,B,ESTE,SLOT_029,1,57.0,31.0,53.819,0.0,18.445896551724136,0.0,0.06458333333333334
2025-04-20,C,SUR,SLOT_012,1,52.0,41.0,54.479,0.0,16.663698113207545,0.0,0.08541666666666667
2025-04-24,C,NORTE,SLOT_017,1,29.0,98.0,49.611,0.0,20.75056478405315,0.0,0.20416666666666666
2025-04-24,B,OESTE,SLOT_002,1,60.0,29.0,45.424,0.0,20.75056478405315,0.0,0.06041666666666667
2025-04-24,B,NORTE,SLOT_019,1,39.0,64.0,57.74,0.0,20.75056478405315,0.0,0.13333333333333333
2025-04-25,C,SUR,SLOT_011,1,57.0,22.0,44.912,0.0,18.241955128205138,0.0,0.04583333333333333
2025-04-25,B,NORTE,SLOT_024,1,61.0,53.0,35.643,0.0,18.241955128205138,0.0,0.11041666666666666
2025-04-26,C,OESTE,SLOT_018,1,45.0,57.0,43.233,0.0,21.078885017421616,0.0,0.11875
2025-04-26,A,NORTE,SLOT_024,1,0.0,74.0,31.553,1.0,21.078885017421616,0.0,0.15416666666666667
2025-04-26,B,SUR,SLOT_025,1,77.0,27.0,34.536,1.0,21.078885017421616,0.0,0.05625
2025-04-27,B,SUR,SLOT_011,1,53.0,22.0,36.453,0.0,18.841058823529412,0.0,0.04583333333333333
2025-04-28,C,ESTE,SLOT_004,1,94.0,32.0,43.005,0.0,20.793741496598653,0.0,0.06666666666666667
2025-04-28,A,ESTE,SLOT_020,1,44.0,50.0,47.733,0.0,20.793741496598653,0.0,0.10416666666666667
2025-04-30,C,ESTE,SLOT_020,1,48.0,40.0,32.89,0.0,21.32891364902507,0.0,0.08333333333333333
2025-04-30,B,SUR,SLOT_005,1,28.0,79.0,51.688,0.0,21.32891364902507,0.0,0.16458333333333333
2025-04-30,B,OESTE,SLOT_009,1,21.0,37.0,52.854,0.0,21.32891364902507,0.0,0.07708333333333334
2025-05-01,C,OESTE,SLOT_018,1,79.0,65.0,26.405,0.0,20.259999999999994,0.0,0.13541666666666666
2025-05-01,A,ESTE,SLOT_004,1,29.0,42.0,52.645,0.0,20.259999999999994,0.0,0.0875
2025-05-01,A,NORTE,SLOT_019,1,73.0,62.0,63.882,0.0,20.259999999999994,0.0,0.12916666666666668
