fecha,turno,area,throughput_plan,throughput_real,throughput_gap,congestion_index,avg_wait_time,queue_pressure_score,slot_utilization,yard_occupancy_rate,bottleneck_density,dispatch_risk_density,operational_stress_score,headcount_proxy,absentismo_proxy,productividad_turno_indice,presion_operativa_indice,overtime_flag
2025-01-24,C,PATIO,47,43,-4,27.901351351351348,390.5403940455411,0.0,0.0,0.07459459459459458,36.93131999999999,0.0,12.96539589189189,95.0,0.0501,0.8274,0.5816,false
2025-01-25,B,PATIO,48,45,-3,27.886805555555554,410.9537617718539,0.0,0.0,0.08555555555555555,36.89918,0.0,12.158582111111112,104.0,0.0834,0.9334,0.4509,false
2025-01-26,B,PATIO,40,51,11,26.957207207207208,398.2208572208572,0.0,0.0,0.07891891891891892,36.9701,0.0,20.05609837837838,85.0,0.0972,0.9095,0.558,false
2025-01-27,B,PATIO,63,37,-26,25.27875,354.2791746794872,0.0,0.0,0.0685,36.917805,0.0,33.826446,110.0,0.0761,0.9788,0.4859,false
2025-01-28,B,PATIO,48,46,-2,29.753070175438598,333.31249773618197,0.0,0.0,0.07631578947368421,36.929255,0.0,11.001326789473685,109.0,0.0878,0.8986,0.5944,false
2025-01-29,B,PATIO,59,60,1,30.12452380952381,411.57907727193435,0.0,0.0,0.10114285714285715,36.946979999999996,0.0,10.48573814285714,107.0,0.0787,0.9003,0.4899,false
2025-01-30,B,PATIO,66,44,-22,27.115789473684213,329.0947266227065,0.0,0.0,0.07473684210526316,36.91593,0.0,30.959432842105265,126.0,0.0607,0.9719,0.5434,false
2025-01-31,A,PATIO,68,46,-22,26.63675925925926,328.8745351743391,0.0,0.0,0.07422222222222223,36.860085000000005,0.0,30.914556444444447,116.0,0.0671,1.0493,0.3873,false
2025-01-31,B,PATIO,67,62,-5,33.545625,335.93874198717947,0.0,0.0,0.0935,29.040989999999994,0.0,12.753903000000003,119.0,0.0661,0.9679,0.5047,false
2025-02-01,A,PATIO,64,49,-15,28.291025641025637,371.8801085796442,0.0,0.0,0.08256410256410257,36.922505,0.0,24.102443051282048,97.0,0.0736,0.965,0.4444,false
2025-02-02,A,PATIO,62,61,-1,33.74569892473119,447.47240535355985,0.0,0.0,0.10709677419354839,36.9592,0.0,10.60855048387097,101.0,0.0656,0.998,0.4985,false
2025-02-03,A,PATIO,68,46,-22,30.03333333333334,343.1719367234073,0.0,0.0,0.07435897435897437,36.900130000000004,0.0,30.95036548717949,117.0,0.06,0.9966,0.5544,false
2025-02-04,A,PATIO,83,53,-30,32.087804878048786,386.2444553135371,0.0,0.0,0.08341463414634147,36.921345,0.0,34.14085168292683,111.0,0.0986,0.9578,0.5886,false
2025-02-05,B,PATIO,72,52,-20,31.114962121212123,329.387265037594,0.0,0.0,0.08181818181818183,36.924485000000004,0.0,29.105155636363637,116.0,0.0572,1.0239,0.5593,false
2025-02-06,B,PATIO,61,45,-16,27.33294573643411,321.88563248766735,0.0,0.0,0.07069767441860465,36.933475,0.0,24.878723488372096,105.0,0.0615,0.8757,0.5205,false
2025-02-07,A,PATIO,59,60,1,31.193918918918918,424.08669254257495,0.0,0.0,0.09189189189189188,36.94568,0.0,10.302858837837839,104.0,0.0883,0.9561,0.5059,false
2025-02-08,B,PATIO,52,52,0,31.672967479674792,367.3906293132979,0.0,0.0,0.08536585365853659,36.90009,0.0,9.156215073170731,92.0,0.0917,0.8867,0.4592,false
2025-02-08,C,PATIO,55,56,1,29.140575396825398,364.89427437641723,0.0,0.0,0.08047619047619048,29.123614999999997,0.0,8.518351809523809,79.0,0.1178,0.8147,0.5607,true
2025-02-09,B,PATIO,52,48,-4,28.58986486486486,379.884836072336,0.0,0.0,0.08324324324324324,36.932575,0.0,13.129529864864864,100.0,0.0888,0.9234,0.521,false
2025-02-09,C,PATIO,36,55,19,31.225406504065045,345.8829707305959,0.0,0.0,0.09512195121951221,29.07213999999999,0.0,26.816272024390248,72.0,0.1215,0.7453,0.6627,true
2025-02-10,B,PATIO,57,50,-7,30.371908602150537,424.2752825447797,0.0,0.0,0.10258064516129031,36.946795,0.0,16.521536903225805,119.0,0.0888,0.9099,0.5371,false
2025-02-11,A,PATIO,63,49,-14,30.19895833333333,383.7941411348274,0.0,0.0,0.08555555555555555,36.913625,0.0,23.162086111111112,109.0,0.0744,1.0117,0.455,false
2025-02-12,B,PATIO,65,59,-6,30.510975609756095,312.20424436433467,0.0,0.0,0.08731707317073172,36.901424999999996,0.0,15.201851463414634,99.0,0.1013,0.9153,0.5015,false
2025-02-13,B,PATIO,62,53,-9,30.227243589743587,320.532030333501,0.0,0.0,0.09025641025641026,36.945065,0.0,18.274721205128206,122.0,0.0671,0.9691,0.5372,false
2025-02-14,A,PATIO,69,49,-20,30.65701219512195,347.8564338339805,0.0,0.0,0.08439024390243903,36.8994,0.0,29.143734878048782,119.0,0.0979,0.9662,0.507,false
2025-02-15,A,PATIO,39,57,18,28.08130341880341,369.5472104818259,0.0,0.0,0.09282051282051282,36.324115,0.0,27.19108825641026,89.0,0.1061,0.9322,0.4657,false
2025-02-15,B,PATIO,46,57,11,32.43452380952381,408.73760147121044,0.0,0.0,0.09371428571428572,36.937555,0.0,20.33468171428572,85.0,0.1156,0.8054,0.4859,true
2025-02-16,A,PATIO,58,49,-9,31.215509259259257,406.27639389931056,0.0,0.0,0.08444444444444445,36.94455,0.0,18.159773888888893,104.0,0.1206,0.9238,0.5465,true
2025-02-17,A,PATIO,82,54,-28,30.171581196581208,393.0910385910386,0.0,0.0,0.07487179487179486,36.91224,0.0,33.96856389743589,105.0,0.0879,1.0073,0.5912,false
2025-02-17,C,PATIO,32,36,4,27.830021367521365,319.1157462195924,0.0,0.0,0.07179487179487182,29.091374999999992,0.0,11.351147435897436,84.0,0.1137,0.8325,0.6465,true
2025-02-18,B,PATIO,67,61,-6,32.072039473684214,348.1558832581971,0.0,0.0,0.09263157894736844,36.901650000000004,0.0,15.310886578947368,103.0,0.0757,0.9077,0.5195,false
2025-02-19,B,PATIO,58,57,-1,32.1109126984127,348.9895884208384,0.0,0.0,0.08571428571428572,36.935595,0.0,10.187444714285714,115.0,0.1084,0.9811,0.5736,false
2025-02-20,B,PATIO,62,45,-17,29.57119047619048,402.81659753780053,0.0,0.0,0.07885714285714285,36.95355,0.0,26.060702857142857,115.0,0.0669,0.9795,0.619,false
2025-02-21,B,PATIO,50,53,3,31.001644736842106,342.01876778192565,0.0,0.0,0.08421052631578947,36.87978,0.0,12.139876526315788,105.0,0.102,0.9032,0.5314,false
2025-02-22,A,PATIO,53,54,1,28.59485294117647,391.31761646506226,0.0,0.0,0.09294117647058824,36.907849999999996,0.0,10.311343529411765,96.0,0.1255,0.8419,0.473,true
2025-02-23,B,PATIO,57,54,-3,35.361805555555556,425.72647390508905,0.0,0.0,0.09555555555555556,36.924945,0.0,12.369840111111113,92.0,0.0874,0.9163,0.4916,false
2025-02-24,B,PATIO,74,48,-26,28.778265765765767,352.82271894771895,0.0,0.0,0.08378378378378379,32.969277500000004,0.0,33.353861175675675,106.0,0.0736,0.9423,0.5622,false
2025-02-25,B,PATIO,55,53,-2,30.557976190476193,387.96617049617055,0.0,0.0,0.09371428571428572,36.896494999999994,0.0,11.335049714285713,112.0,0.1,0.8947,0.5431,false
2025-02-26,B,PATIO,58,64,6,31.334689922480624,307.55164401761704,0.0,0.0,0.08558139534883721,36.95807,0.0,15.184481906976742,105.0,0.0821,0.899,0.5416,false
2025-02-27,A,PATIO,64,44,-20,29.9921511627907,316.1797596528319,0.0,0.0,0.07255813953488373,36.93923,0.0,28.933868790697677,123.0,0.0748,0.9559,0.6324,false
2025-02-28,A,PATIO,78,48,-30,34.632708333333326,389.98625946969696,0.0,0.0,0.0765,36.896345,0.0,33.99193399999999,110.0,0.0767,0.929,0.5511,false
2025-03-01,A,PATIO,63,49,-14,29.835648148148145,321.3951343101343,0.0,0.0,0.07600000000000001,36.890025,0.0,22.983805,98.0,0.0843,0.8993,0.572,false
2025-03-02,A,PATIO,47,63,16,34.83888888888889,442.599978956229,0.0,0.0,0.0961111111111111,36.94693,0.0,25.379618222222227,102.0,0.1038,0.8656,0.4534,false
2025-03-03,B,PATIO,63,36,-27,27.194687500000004,333.41973755411254,0.0,0.0,0.07,36.89936,0.0,33.865642,103.0,0.0964,0.9243,0.5718,false
2025-03-04,A,PATIO,70,43,-27,29.789529914529915,326.5318713937135,0.0,0.0,0.08564102564102563,36.868675,0.0,34.167780512820514,111.0,0.098,0.9545,0.5415,false
2025-03-05,B,PATIO,64,45,-19,30.727083333333344,389.9965086034414,0.0,0.0,0.07476190476190475,36.62512999999999,0.0,27.91144909523809,108.0,0.0898,0.8826,0.6079,false
2025-03-06,B,PATIO,47,55,8,33.803779069767444,362.0877246784223,0.0,0.0,0.0902325581395349,36.884455,0.0,17.2543521627907,112.0,0.0673,0.9144,0.4854,false
2025-03-07,A,PATIO,57,54,-3,33.431981981981984,357.496735099996,0.0,0.0,0.0891891891891892,36.613185,0.0,12.193015783783785,118.0,0.1087,1.0097,0.5773,false
2025-03-08,A,PATIO,59,49,-10,29.41448863636364,363.05003590242825,0.0,0.0,0.09136363636363637,36.91262,0.0,19.303261727272726,97.0,0.1069,0.9236,0.6231,false
2025-03-09,A,PATIO,63,49,-14,30.806071428571432,385.6398168498169,0.0,0.0,0.08971428571428573,36.93510499999999,0.0,23.267541714285716,102.0,0.107,0.9108,0.5749,false
2025-03-10,B,PATIO,70,47,-23,27.717200854700852,354.17919887130415,0.0,0.0,0.08102564102564103,36.927735,0.0,32.086579820512824,114.0,0.0649,0.9416,0.5368,false
2025-03-11,A,PATIO,62,34,-28,27.057037037037034,306.4657980599647,0.0,0.0,0.07733333333333334,36.86644,0.0,34.00353466666667,118.0,0.0849,0.9195,0.5572,false
2025-03-12,C,PATIO,38,54,16,31.04027777777778,328.4469322295638,0.0,0.0,0.09333333333333334,36.925895,0.0,25.35761066666667,102.0,0.0689,0.8498,0.7051,false
2025-03-13,B,PATIO,71,60,-11,34.777678571428574,380.9610005540678,0.0,0.0,0.08952380952380953,36.895739999999996,0.0,20.26542919047619,101.0,0.0808,0.9093,0.6387,false
2025-03-14,B,PATIO,56,66,10,33.52086466165414,389.2667441841784,0.0,0.0,0.10526315789473686,36.93784,0.0,19.583836157894737,108.0,0.0949,0.866,0.6067,false
2025-03-15,B,PATIO,43,52,9,31.636788617886186,371.3862642618023,0.0,0.0,0.08292682926829269,36.89181,0.0,18.10781858536585,99.0,0.0976,0.9017,0.4728,false
2025-03-16,B,PATIO,43,50,7,30.490202702702703,371.0187722187722,0.0,0.0,0.08486486486486486,36.9286,0.0,16.161092297297298,100.0,0.1158,0.821,0.5205,true
2025-03-17,A,PATIO,83,30,-53,28.531365740740746,399.6155964405964,0.0,0.0,0.05833333333333335,36.876745,0.0,33.63098066666667,116.0,0.0827,0.9905,0.5931,false
2025-03-18,B,PATIO,50,52,2,30.61666666666667,375.0746107950055,0.0,0.0,0.08486486486486489,36.8985,0.0,11.164747297297298,116.0,0.0882,0.8925,0.585,false
2025-03-19,A,PATIO,83,59,-24,33.443353174603175,370.936977402297,0.0,0.0,0.09047619047619047,36.902055,0.0,33.27444480952381,115.0,0.0582,0.9741,0.5634,false
2025-03-20,B,PATIO,53,67,14,33.44662162162162,334.5714574180091,0.0,0.0,0.10108108108108109,36.910825,0.0,23.501436621621625,112.0,0.0938,0.9222,0.651,false
2025-03-21,A,PATIO,61,56,-5,32.54393939393939,396.6244154835065,0.0,0.0,0.08636363636363636,36.907289999999996,0.0,14.201760727272728,107.0,0.0881,0.9255,0.6202,false
2025-03-22,C,PATIO,32,57,25,32.792054263565895,324.8422538905403,0.0,0.0,0.08465116279069769,36.957905000000004,0.0,34.19281425581395,77.0,0.096,0.7868,0.7214,true
2025-03-23,B,PATIO,61,52,-9,33.2259375,359.89221906565655,0.0,0.0,0.088,36.90592,0.0,18.235624,106.0,0.0613,0.8043,0.6296,false
2025-03-24,B,PATIO,60,49,-11,31.3303125,322.1910615773116,0.0,0.0,0.086,36.87091,0.0,20.186552,111.0,0.0421,0.9583,0.6158,false
2025-03-25,A,PATIO,64,50,-14,33.46583333333333,370.86923925339363,0.0,0.0,0.08850000000000001,36.874024999999996,0.0,23.228730000000002,113.0,0.0835,0.9369,0.5595,false
2025-03-26,A,PATIO,70,46,-24,27.469186046511627,328.59702297056947,0.0,0.0,0.08511627906976746,36.897400000000005,0.0,33.168730581395344,112.0,0.0815,0.8713,0.5795,false
2025-03-27,B,PATIO,54,56,2,30.440208333333334,360.2022960824006,0.0,0.0,0.083,36.931835,0.0,11.140462000000001,109.0,0.0635,0.9142,0.6273,false
2025-03-28,B,PATIO,67,44,-23,27.740246212121214,351.79075673657894,0.0,0.0,0.06818181818181819,36.884764999999994,0.0,31.83106936363636,110.0,0.0679,0.9429,0.6032,false
2025-03-29,A,PATIO,64,40,-24,33.43430735930736,382.2906352485898,0.0,0.0,0.08363636363636363,36.886555,0.0,33.145048272727266,108.0,0.0867,0.9606,0.6334,false
2025-03-30,B,PATIO,40,45,5,28.670630081300814,358.78972653362894,0.0,0.0,0.06829268292682929,36.90222,0.0,13.82558765853659,90.0,0.1184,0.813,0.5286,true
2025-03-31,B,PATIO,66,45,-21,28.213513513513515,383.9554134348253,0.0,0.0,0.07783783783783786,36.940825,0.0,30.044071756756757,112.0,0.082,0.9021,0.661,false
2025-04-01,B,PATIO,67,45,-22,32.414957264957266,377.16265881763616,0.0,0.0,0.08615384615384616,36.844435,0.0,31.18650892307693,105.0,0.1115,0.9588,0.6303,true
2025-04-02,A,PATIO,67,57,-10,28.922970085470087,366.09663423554827,0.0,0.0,0.09692307692307692,36.896895,0.0,19.40823053846154,106.0,0.0732,0.9574,0.6026,false
2025-04-03,B,PATIO,65,59,-6,36.374242424242425,399.00339557430357,0.0,0.0,0.09545454545454546,36.361464999999995,0.0,15.268263909090907,103.0,0.1089,0.8464,0.5792,false
2025-04-03,C,PATIO,55,51,-4,29.578488372093023,353.0208023907237,0.0,0.0,0.08604651162790698,36.890885000000004,0.0,13.197552232558142,95.0,0.0874,0.8056,0.6563,false
2025-04-04,A,PATIO,71,51,-20,33.96656504065041,372.0604931653712,0.0,0.0,0.09560975609756099,36.906344999999995,0.0,29.391129121951227,119.0,0.0865,1.0357,0.6511,false
2025-04-05,B,PATIO,40,56,16,38.06270833333333,393.9875960742689,0.0,0.0,0.094,36.878745,0.0,25.338339000000005,99.0,0.1192,0.8497,0.5506,true
2025-04-05,C,PATIO,36,52,16,32.77386489479513,354.4781282600671,0.0,0.0,0.09488372093023256,29.178944999999995,0.0,23.83375341860465,85.0,0.1166,0.803,0.6686,true
2025-04-06,A,PATIO,86,41,-45,35.510465116279065,402.09165601840016,0.0,0.0,0.07162790697674419,36.9298,0.0,33.91249313953489,94.0,0.0949,0.9232,0.6265,false
2025-04-07,B,PATIO,66,39,-27,31.27916666666667,363.23539964309197,0.0,0.0,0.07846153846153846,36.88051,0.0,34.04902776923077,117.0,0.0817,0.8599,0.6913,false
2025-04-08,B,PATIO,55,47,-8,33.35619658119658,358.27464481638697,0.0,0.0,0.08564102564102564,36.940295,0.0,17.209569512820515,111.0,0.1137,0.9009,0.7246,true
2025-04-09,A,PATIO,65,55,-10,35.53267543859649,359.79750731724414,0.0,0.0,0.09157894736842107,36.900815,0.0,19.312571947368422,112.0,0.1028,0.8289,0.6722,false
2025-04-10,A,PATIO,72,48,-24,30.7121875,380.11918803418797,0.0,0.0,0.07600000000000003,36.90616,0.0,32.990601999999996,116.0,0.1051,0.8984,0.5958,false
2025-04-11,B,PATIO,59,50,-9,32.4632882882883,403.4070088187735,0.0,0.0,0.08378378378378379,36.88524,0.0,18.144403675675676,110.0,0.071,0.8968,0.6112,false
2025-04-12,A,PATIO,50,51,1,33.592424242424244,355.50808131262676,0.0,0.0,0.08136363636363636,36.9134,0.0,10.104377727272727,104.0,0.1096,0.8837,0.6295,false
2025-04-13,A,PATIO,60,51,-9,30.046047008547003,388.9531252935099,0.0,0.0,0.08564102564102566,36.911375,0.0,18.192595512820514,98.0,0.118,0.8892,0.65,true
2025-04-13,C,PATIO,46,56,10,31.05447916666667,369.0537843406593,0.0,0.0,0.09200000000000001,36.293875,0.0,19.199350000000003,76.0,0.1249,0.7264,0.6705,true
2025-04-14,B,PATIO,62,52,-10,31.223958333333336,371.6108718487395,0.0,0.0,0.08650000000000001,36.936099999999996,0.0,19.22492,99.0,0.0739,0.9223,0.718,false
2025-04-15,A,PATIO,66,41,-25,31.560218253968255,357.1070660159946,0.0,0.0,0.08047619047619048,29.090909999999994,0.0,32.51947580952381,109.0,0.1141,0.8769,0.6118,true
2025-04-15,B,PATIO,70,54,-16,34.85679824561404,358.1371767937944,0.0,0.0,0.08789473684210528,36.89229,0.0,25.239882736842105,106.0,0.1106,0.8325,0.6902,true
2025-04-16,B,PATIO,51,49,-2,35.905776515151516,334.1076622872078,0.0,0.0,0.08863636363636364,36.853815,0.0,11.239070272727272,98.0,0.0919,0.8745,0.6372,false
2025-04-17,B,PATIO,45,46,1,33.79660852713178,363.1014175746734,0.0,0.0,0.07069767441860465,36.921935,0.0,9.898510488372093,103.0,0.1132,0.9002,0.6678,true
2025-04-18,A,PATIO,69,50,-19,34.1578947368421,400.0121891266628,0.0,0.0,0.08947368421052633,36.89237,0.0,28.261787684210525,115.0,0.0737,0.9368,0.6256,false
2025-04-19,B,PATIO,59,44,-15,31.467401960784315,372.96180555555554,0.0,0.0,0.09411764705882353,36.87087,0.0,24.346991941176473,87.0,0.1094,0.92,0.6031,false
2025-04-20,B,PATIO,53,46,-7,28.121929824561402,368.86063169286854,0.0,0.0,0.08052631578947368,36.890755000000006,0.0,16.076337315789477,76.0,0.1259,0.8423,0.5844,true
2025-04-21,B,PATIO,60,38,-22,29.042479674796752,401.8433765421571,0.0,0.0,0.06682926829268293,36.907430000000005,0.0,30.82208136585366,113.0,0.058,0.9234,0.6934,false
2025-04-22,B,PATIO,72,51,-21,32.113081395348836,378.2679554618508,0.0,0.0,0.08697674418604652,36.857585,0.0,30.21114688372093,98.0,0.0897,0.8917,0.6673,false
2025-04-23,B,PATIO,68,46,-22,37.36308139534884,365.1733452593918,0.0,0.0,0.09023255813953487,36.860345,0.0,31.281510162790692,95.0,0.11,0.877,0.6986,false
2025-04-24,A,PATIO,53,41,-12,31.480813953488376,352.02426417251996,0.0,0.0,0.08372093023255815,36.877625,0.0,21.14556860465116,110.0,0.1149,0.913,0.6375,true
2025-04-25,A,PATIO,58,40,-18,34.70293560606061,368.21565354501956,0.0,0.0,0.07772727272727273,36.898984999999996,0.0,27.041862454545456,112.0,0.0802,0.8964,0.7168,false
2025-04-26,A,PATIO,53,38,-15,33.5843023255814,373.34729959962516,0.0,0.0,0.07488372093023256,36.90915,0.0,23.984429418604652,102.0,0.1021,0.8525,0.6995,false
2025-04-27,B,PATIO,46,39,-7,28.968604651162792,374.11963191846917,0.0,0.0,0.07069767441860465,36.88777,0.0,15.892772488372097,85.0,0.1101,0.9439,0.6751,true
2025-04-28,A,PATIO,63,46,-17,32.152976190476195,373.49607072821357,0.0,0.0,0.08095238095238096,36.887699999999995,0.0,26.105112619047617,109.0,0.0932,0.8821,0.7235,true
2025-04-29,B,PATIO,52,28,-24,31.396341463414632,402.0305071622146,0.0,0.0,0.0775609756097561,36.857414999999996,0.0,33.025482512195126,105.0,0.0822,0.797,0.6852,false
2025-04-30,C,PATIO,47,40,-7,33.4279761904762,379.2303553589268,0.0,0.0,0.09523809523809523,36.88054,0.0,16.401649904761907,94.0,0.0908,0.8161,0.8052,true
2025-05-01,A,PATIO,55,43,-12,27.09275362318841,334.8849751697578,0.0,0.0,0.0808695652173913,29.17186,0.0,19.549083304347825,107.0,0.101,0.8788,0.6488,false
2025-05-01,B,PATIO,56,45,-11,32.55657894736842,428.0157838506522,0.0,0.0,0.09263157894736843,36.873850000000004,0.0,20.32385157894737,106.0,0.1132,0.8594,0.643,true
2025-05-02,B,PATIO,55,62,7,41.32281746031746,438.1543710374593,0.0,0.0,0.10512820512820514,32.968425,0.0,15.801024102564101,115.0,0.0993,0.8471,0.6985,false
2025-05-02,C,PATIO,38,55,17,36.71081349206349,400.58247354497354,0.0,0.0,0.09952380952380954,29.10724,0.0,24.914179190476194,90.0,0.0998,0.7413,0.6817,false
2025-05-03,B,PATIO,62,35,-27,29.208437500000002,338.11080357142856,0.0,0.0,0.07300000000000001,36.866389999999996,0.0,33.937258,93.0,0.1069,0.8711,0.6932,false
2025-05-04,B,PATIO,63,41,-22,29.916435185185183,389.7324859145937,0.0,0.0,0.08000000000000002,36.89503500000001,0.0,31.071002000000004,90.0,0.1001,0.9058,0.6133,false
2025-05-04,C,PATIO,22,50,28,32.677604166666676,329.06662698412697,0.0,0.0,0.08700000000000001,36.34645,0.0,34.119615,73.0,0.1064,0.8196,0.7355,true
2025-05-05,B,PATIO,55,39,-16,31.879479166666663,368.98214285714283,0.0,0.0,0.06800000000000002,36.847825,0.0,24.830965,103.0,0.0966,0.8623,0.676,false
2025-05-05,C,PATIO,28,29,1,29.537407407407407,354.1363804713805,0.0,0.0,0.06933333333333333,29.085809999999995,0.0,8.322373666666666,92.0,0.0768,0.7909,0.7903,true
2025-05-06,A,PATIO,64,37,-27,32.1184375,366.68660714285716,0.0,0.0,0.08499999999999999,36.88013,0.0,34.184686000000006,122.0,0.0931,0.8844,0.7244,true
2025-05-07,B,PATIO,54,52,-2,41.27755681818181,412.3679365773116,0.0,0.0,0.08681818181818181,36.91618,0.0,11.221359636363635,102.0,0.085,0.942,0.6784,false
2025-05-08,A,PATIO,71,47,-24,33.740899122807015,408.2581185584281,0.0,0.0,0.08526315789473685,36.89484,0.0,33.192111157894736,95.0,0.106,0.9099,0.7192,false
2025-05-09,B,PATIO,65,53,-12,36.3729674796748,391.8808440005714,0.0,0.0,0.09170731707317074,36.86159,0.0,21.303469341463416,109.0,0.0719,0.8544,0.6467,false
2025-05-10,A,PATIO,56,38,-18,34.24406565656566,342.44430096418733,0.0,0.0,0.08681818181818181,36.868885,0.0,27.212335636363633,91.0,0.0961,0.9148,0.6813,false
2025-05-11,B,PATIO,55,39,-16,30.672256097560982,429.24162971175156,0.0,0.0,0.0726829268292683,36.899955,0.0,24.92708453658537,88.0,0.1249,0.8445,0.6229,true
2025-05-12,B,PATIO,73,47,-26,33.68653100775194,374.4271179401993,0.0,0.0,0.08093023255813954,36.87323,0.0,34.0948606511628,117.0,0.0873,0.9064,0.6774,false
2025-05-13,A,PATIO,56,38,-18,30.35335144927536,345.68013996872696,0.0,0.0,0.09478260869565218,36.847105,0.0,27.37868317391304,98.0,0.1463,0.8198,0.7574,true
2025-05-13,C,PATIO,51,50,-1,36.726230158730154,354.70729477312807,0.0,0.0,0.09511111111111112,29.12785,0.0,8.840892222222221,86.0,0.0789,0.7442,0.754,true
2025-05-14,B,PATIO,63,38,-25,33.67631189948263,384.89723751857895,0.0,0.0,0.08195121951219513,36.86348,0.0,34.121955390243905,102.0,0.0959,0.8713,0.7349,true
2025-05-15,A,PATIO,70,40,-30,34.92443181818181,332.47591991341994,0.0,0.0,0.09318181818181821,36.378879999999995,0.0,34.25302236363636,107.0,0.1078,0.8858,0.7574,true
2025-05-15,B,PATIO,59,42,-17,37.735755813953496,451.0847008934219,0.0,0.0,0.08325581395348837,36.8354,0.0,26.132246279069772,102.0,0.1063,0.8247,0.667,false
2025-05-16,A,PATIO,62,46,-16,32.24227642276423,332.431866557348,0.0,0.0,0.09658536585365854,36.87526,0.0,25.40632931707317,103.0,0.0919,0.8829,0.6638,false
2025-05-17,A,PATIO,52,33,-19,37.57925824175824,380.3974965205735,0.0,0.0,0.06820512820512821,36.915165,0.0,27.849915564102567,102.0,0.1027,0.8499,0.6852,false
2025-05-17,C,PATIO,36,39,3,40.5197112098428,395.5820393787499,0.0,0.0,0.09473684210526316,36.35904,0.0,12.285899842105263,73.0,0.1198,0.7438,0.7957,true
2025-05-18,B,PATIO,46,31,-15,35.316562499999996,414.86815476190475,0.0,0.0,0.069,36.849345,0.0,23.848659,90.0,0.1096,0.8716,0.6586,false
2025-05-19,A,PATIO,73,36,-37,34.11958333333333,432.73084262959264,0.0,0.0,0.078,36.861720000000005,0.0,34.029259,115.0,0.0809,0.9517,0.6461,false
2025-05-20,A,PATIO,79,41,-38,30.84712301587302,337.2526623508767,0.0,0.0,0.08952380952380953,36.88177,0.0,34.281970190476194,116.0,0.108,0.8786,0.7676,true
2025-05-21,B,PATIO,62,41,-21,45.402702702702705,452.0873643623644,0.0,0.0,0.09081081081081081,36.951555,0.0,30.32703721621622,114.0,0.1377,0.881,0.8034,true
2025-05-22,B,PATIO,62,38,-24,44.70872093023256,397.7099114064231,0.0,0.0,0.08883720930232557,36.914655,0.0,33.26526018604651,112.0,0.1165,0.8224,0.7039,true
2025-05-22,C,PATIO,43,41,-2,39.4226102292769,383.6428732378732,0.0,0.0,0.10177777777777777,32.684675,0.0,10.693465555555555,98.0,0.0724,0.7772,0.8065,true
2025-05-23,B,PATIO,67,45,-22,34.25486111111111,420.7106859410431,0.0,0.0,0.0880952380952381,36.884764999999994,0.0,31.246962761904758,112.0,0.1146,0.8079,0.7207,true
2025-05-24,A,PATIO,54,48,-6,36.677904040404044,359.245760363374,0.0,0.0,0.09727272727272727,36.84778,0.0,15.418720545454548,92.0,0.1143,0.8473,0.6914,true
2025-05-24,C,PATIO,34,43,9,32.51930182220881,354.14054498473104,0.0,0.0,0.09906976744186045,36.315009999999994,0.0,18.349592348837206,79.0,0.104,0.755,0.7013,false
2025-05-25,B,PATIO,53,57,4,31.54065040650406,401.10849394507926,0.0,0.0,0.08634146341463415,36.875989999999994,0.0,13.208707268292683,90.0,0.1126,0.7747,0.7112,true
2025-05-26,A,PATIO,50,38,-12,38.38425925925927,487.09685044893376,0.0,0.0,0.08611111111111111,36.87108,0.0,21.19474822222222,118.0,0.0753,0.8807,0.6554,false
2025-05-27,B,PATIO,65,27,-38,39.890079365079366,384.95663139329815,0.0,0.0,0.07022222222222224,36.88124,0.0,33.88662244444445,114.0,0.0839,0.8629,0.7062,false
2025-05-28,B,PATIO,53,52,-1,32.4284188034188,370.79222348792484,0.0,0.0,0.08871794871794873,36.871415,0.0,10.255171974358975,108.0,0.0965,0.8319,0.7102,false
2025-05-29,B,PATIO,52,44,-8,40.57890720390721,420.3788759757085,0.0,0.0,0.09128205128205127,36.60189999999999,0.0,17.24967102564102,106.0,0.1103,0.8911,0.691,true
2025-05-30,A,PATIO,62,32,-30,32.19147321428572,441.00607892107894,0.0,0.0,0.08350000000000002,36.817479999999996,0.0,34.13698099999999,119.0,0.0801,0.9006,0.6899,false
2025-05-31,A,PATIO,61,44,-17,33.9125968992248,342.9670620077597,0.0,0.0,0.08744186046511629,36.79748,0.0,26.205068209302322,95.0,0.1465,0.8921,0.6449,true
2025-06-01,A,PATIO,62,50,-12,40.164957264957266,455.9540755184986,0.0,0.0,0.09025641025641026,36.86047,0.0,21.271512205128204,105.0,0.1094,0.9037,0.6286,false
2025-06-02,B,PATIO,51,44,-7,33.93178294573644,381.41989664082683,0.0,0.0,0.0730232558139535,36.85952,0.0,15.942259116279073,109.0,0.1044,0.8448,0.7326,true
2025-06-03,B,PATIO,61,39,-22,37.19261363636363,401.6084776334776,0.0,0.0,0.07909090909090909,36.86157,0.0,31.077747181818182,95.0,0.1158,0.841,0.8241,true
2025-06-04,A,PATIO,58,41,-17,37.03582251082252,359.7905379342879,0.0,0.0,0.10363636363636365,36.864934999999996,0.0,26.54663427272727,107.0,0.1129,0.8232,0.6728,true
2025-06-05,B,PATIO,60,38,-22,42.43544973544974,388.79800325336043,0.0,0.0,0.0780952380952381,36.926095000000004,0.0,31.06241376190476,107.0,0.0914,0.8677,0.7686,true
