sesion_id,vehiculo_id,slot_id,inicio_sesion,fin_sesion,energia_entregada_kwh,tiempo_espera_previo_min,carga_interrumpida_flag,causa_interrupcion
SES_00004529,VEH_0023369,SLOT_002,2025-05-25 20:32:00,2025-05-25 20:57:00,65.576,73,0,SIN_INTERRUPCION
SES_00004526,VEH_0023360,SLOT_013,2025-05-25 20:33:00,2025-05-25 21:57:00,49.542,78,0,SIN_INTERRUPCION
SES_00004530,VEH_0023359,SLOT_003,2025-05-25 20:59:00,2025-05-25 22:18:00,74.084,62,0,SIN_INTERRUPCION
SES_00004528,VEH_0023373,SLOT_026,2025-05-25 21:10:00,2025-05-25 22:08:00,55.672,50,0,SIN_INTERRUPCION
SES_00004531,VEH_0023414,SLOT_024,2025-05-25 21:59:00,2025-05-25 23:07:00,40.388,58,0,SIN_INTERRUPCION
SES_00004534,VEH_0023382,SLOT_006,2025-05-25 22:21:00,2025-05-25 22:53:00,50.416,48,1,REASIGNACION_SLOT
SES_00004532,VEH_0023388,SLOT_022,2025-05-25 22:39:00,2025-05-26 00:23:00,51.887,55,0,SIN_INTERRUPCION
SES_00004535,VEH_0023377,SLOT_019,2025-05-25 22:52:00,2025-05-25 23:38:00,40.644,56,0,SIN_INTERRUPCION
SES_00004537,VEH_0023378,SLOT_025,2025-05-25 23:17:00,2025-05-26 00:08:00,44.591,73,1,REASIGNACION_SLOT
SES_00004536,VEH_0023384,SLOT_007,2025-05-25 23:29:00,2025-05-25 23:59:00,49.356,39,0,SIN_INTERRUPCION
SES_00004540,VEH_0023392,SLOT_020,2025-05-25 23:50:00,2025-05-26 00:47:00,50.279,77,1,MICROCORTE_ENERGIA
SES_00004542,VEH_0023409,SLOT_016,2025-05-25 23:50:00,2025-05-26 00:27:00,76.293,35,0,SIN_INTERRUPCION
SES_00004533,VEH_0023386,SLOT_027,2025-05-26 00:11:00,2025-05-26 02:17:00,52.909,90,1,MICROCORTE_ENERGIA
SES_00004541,VEH_0023390,SLOT_018,2025-05-26 00:18:00,2025-05-26 02:00:00,48.833,51,0,SIN_INTERRUPCION
SES_00004538,VEH_0023389,SLOT_001,2025-05-26 00:23:00,2025-05-26 01:37:00,45.999,67,0,SIN_INTERRUPCION
SES_00004539,VEH_0023398,SLOT_011,2025-05-26 00:44:00,2025-05-26 01:33:00,57.015,79,1,FALLO_CONECTOR
SES_00004543,VEH_0023403,SLOT_029,2025-05-26 01:08:00,2025-05-26 01:37:00,45.018,55,0,SIN_INTERRUPCION
SES_00004544,VEH_0023396,SLOT_009,2025-05-26 01:10:00,2025-05-26 01:39:00,47.915,43,0,SIN_INTERRUPCION
SES_00004546,VEH_0023425,SLOT_008,2025-05-26 03:29:00,2025-05-26 04:15:00,46.164,74,0,SIN_INTERRUPCION
SES_00004545,VEH_0023427,SLOT_021,2025-05-26 04:01:00,2025-05-26 04:41:00,40.077,106,0,SIN_INTERRUPCION
SES_00004548,VEH_0023421,SLOT_014,2025-05-26 04:08:00,2025-05-26 04:53:00,45.494,64,0,SIN_INTERRUPCION
SES_00004549,VEH_0023424,SLOT_012,2025-05-26 04:26:00,2025-05-26 05:07:00,45.176,54,0,SIN_INTERRUPCION
SES_00004550,VEH_0023412,SLOT_004,2025-05-26 04:41:00,2025-05-26 05:28:00,52.222,66,0,SIN_INTERRUPCION
SES_00004547,VEH_0023416,SLOT_032,2025-05-26 04:59:00,2025-05-26 05:47:00,45.011,66,0,SIN_INTERRUPCION
SES_00004551,VEH_0023410,SLOT_023,2025-05-26 05:08:00,2025-05-26 06:05:00,51.112,58,0,SIN_INTERRUPCION
SES_00004553,VEH_0023433,SLOT_031,2025-05-26 05:25:00,2025-05-26 06:32:00,55.004,101,0,SIN_INTERRUPCION
SES_00004560,VEH_0023432,SLOT_028,2025-05-26 05:28:00,2025-05-26 06:44:00,66.728,72,0,SIN_INTERRUPCION
SES_00004554,VEH_0023442,SLOT_017,2025-05-26 05:38:00,2025-05-26 06:52:00,28.349,82,1,FALLO_CONECTOR
SES_00004555,VEH_0023415,SLOT_002,2025-05-26 05:38:00,2025-05-26 06:20:00,76.898,69,0,SIN_INTERRUPCION
SES_00004557,VEH_0023443,SLOT_010,2025-05-26 05:46:00,2025-05-26 07:10:00,57.837,57,0,SIN_INTERRUPCION
SES_00004552,VEH_0023428,SLOT_030,2025-05-26 05:51:00,2025-05-26 06:18:00,59.914,79,0,SIN_INTERRUPCION
SES_00004559,VEH_0023434,SLOT_026,2025-05-26 06:01:00,2025-05-26 06:42:00,59.026,56,0,SIN_INTERRUPCION
SES_00004556,VEH_0023440,SLOT_005,2025-05-26 06:02:00,2025-05-26 07:01:00,52.879,67,0,SIN_INTERRUPCION
SES_00004558,VEH_0023429,SLOT_013,2025-05-26 06:13:00,2025-05-26 08:44:00,61.179,31,0,SIN_INTERRUPCION
SES_00004562,VEH_0023436,SLOT_006,2025-05-26 06:14:00,2025-05-26 06:50:00,62.309,41,0,SIN_INTERRUPCION
SES_00004561,VEH_0023460,SLOT_003,2025-05-26 06:33:00,2025-05-26 07:22:00,49.94,77,0,SIN_INTERRUPCION
SES_00004564,VEH_0023453,SLOT_019,2025-05-26 06:48:00,2025-05-26 07:41:00,50.637,32,0,SIN_INTERRUPCION
SES_00004567,VEH_0023447,SLOT_022,2025-05-26 07:40:00,2025-05-26 09:23:00,63.685,43,0,SIN_INTERRUPCION
SES_00004563,VEH_0023458,SLOT_024,2025-05-26 07:45:00,2025-05-26 09:20:00,56.437,96,0,SIN_INTERRUPCION
SES_00004565,VEH_0023450,SLOT_007,2025-05-26 07:58:00,2025-05-26 08:43:00,49.742,38,0,SIN_INTERRUPCION
SES_00004566,VEH_0023464,SLOT_025,2025-05-26 08:04:00,2025-05-26 08:26:00,34.395,57,0,SIN_INTERRUPCION
SES_00004568,VEH_0023467,SLOT_016,2025-05-26 08:15:00,2025-05-26 08:37:00,49.061,54,0,SIN_INTERRUPCION
SES_00004571,VEH_0023451,SLOT_009,2025-05-26 08:28:00,2025-05-26 09:00:00,52.74,59,0,SIN_INTERRUPCION
SES_00004569,VEH_0023455,SLOT_020,2025-05-26 08:44:00,2025-05-26 09:33:00,37.213,79,1,ALERTA_TERMICA
SES_00004570,VEH_0023448,SLOT_001,2025-05-26 08:53:00,2025-05-26 10:17:00,41.578,43,0,SIN_INTERRUPCION
SES_00004572,VEH_0023452,SLOT_029,2025-05-26 10:25:00,2025-05-26 11:01:00,43.707,68,0,SIN_INTERRUPCION
SES_00004573,VEH_0023477,SLOT_011,2025-05-26 10:41:00,2025-05-26 11:04:00,56.553,60,0,SIN_INTERRUPCION
SES_00004574,VEH_0023472,SLOT_018,2025-05-26 11:15:00,2025-05-26 13:07:00,59.405,53,0,SIN_INTERRUPCION
SES_00004577,VEH_0023492,SLOT_014,2025-05-26 12:28:00,2025-05-26 13:32:00,54.186,7,0,SIN_INTERRUPCION
SES_00004580,VEH_0023488,SLOT_004,2025-05-26 13:19:00,2025-05-26 14:26:00,47.208,44,1,REASIGNACION_SLOT
SES_00004575,VEH_0023474,SLOT_027,2025-05-26 13:21:00,2025-05-26 15:05:00,63.516,106,0,SIN_INTERRUPCION
SES_00004578,VEH_0023489,SLOT_021,2025-05-26 13:41:00,2025-05-26 14:36:00,52.893,61,0,SIN_INTERRUPCION
SES_00004576,VEH_0023486,SLOT_008,2025-05-26 13:52:00,2025-05-26 14:26:00,61.592,35,0,SIN_INTERRUPCION
SES_00004579,VEH_0023491,SLOT_012,2025-05-26 14:10:00,2025-05-26 14:39:00,38.882,86,0,SIN_INTERRUPCION
SES_00004581,VEH_0023490,SLOT_032,2025-05-26 14:52:00,2025-05-26 15:21:00,31.653,82,0,SIN_INTERRUPCION
SES_00004582,VEH_0023496,SLOT_023,2025-05-26 15:26:00,2025-05-26 16:35:00,65.548,58,0,SIN_INTERRUPCION
SES_00004584,VEH_0023499,SLOT_002,2025-05-26 18:58:00,2025-05-26 19:20:00,40.451,42,0,SIN_INTERRUPCION
SES_00004583,VEH_0023497,SLOT_030,2025-05-26 19:05:00,2025-05-26 19:36:00,33.17,72,0,SIN_INTERRUPCION
SES_00004585,VEH_0023498,SLOT_031,2025-05-26 19:10:00,2025-05-26 20:17:00,58.651,58,0,SIN_INTERRUPCION
SES_00004586,VEH_0023500,SLOT_026,2025-05-26 20:04:00,2025-05-26 20:40:00,44.333,74,0,SIN_INTERRUPCION
SES_00004587,VEH_0023513,SLOT_028,2025-05-26 20:32:00,2025-05-26 21:16:00,51.316,57,0,SIN_INTERRUPCION
SES_00004588,VEH_0023525,SLOT_017,2025-05-26 21:16:00,2025-05-26 23:00:00,44.988,86,0,SIN_INTERRUPCION
SES_00004589,VEH_0023503,SLOT_006,2025-05-26 21:31:00,2025-05-26 21:53:00,52.327,86,0,SIN_INTERRUPCION
SES_00004592,VEH_0023527,SLOT_003,2025-05-26 22:13:00,2025-05-26 23:05:00,39.703,46,0,SIN_INTERRUPCION
SES_00004590,VEH_0023515,SLOT_005,2025-05-26 22:20:00,2025-05-26 23:06:00,47.999,68,0,SIN_INTERRUPCION
SES_00004591,VEH_0023521,SLOT_010,2025-05-26 22:22:00,2025-05-26 23:32:00,50.852,56,0,SIN_INTERRUPCION
SES_00004594,VEH_0023532,SLOT_025,2025-05-26 22:40:00,2025-05-26 23:29:00,46.38,32,0,SIN_INTERRUPCION
SES_00004593,VEH_0023524,SLOT_019,2025-05-26 23:09:00,2025-05-27 00:01:00,41.48,47,0,SIN_INTERRUPCION
SES_00004595,VEH_0023538,SLOT_016,2025-05-26 23:44:00,2025-05-27 00:18:00,49.561,76,0,SIN_INTERRUPCION
SES_00004599,VEH_0023543,SLOT_024,2025-05-27 00:48:00,2025-05-27 02:10:00,41.703,77,0,SIN_INTERRUPCION
SES_00004597,VEH_0023545,SLOT_013,2025-05-27 00:54:00,2025-05-27 02:32:00,52.113,69,0,SIN_INTERRUPCION
SES_00004598,VEH_0023533,SLOT_009,2025-05-27 00:55:00,2025-05-27 01:27:00,59.036,62,0,SIN_INTERRUPCION
SES_00004596,VEH_0023523,SLOT_007,2025-05-27 00:56:00,2025-05-27 01:27:00,50.62,52,0,SIN_INTERRUPCION
SES_00004601,VEH_0023549,SLOT_020,2025-05-27 02:59:00,2025-05-27 04:06:00,68.156,51,0,SIN_INTERRUPCION
SES_00004605,VEH_0023558,SLOT_018,2025-05-27 03:22:00,2025-05-27 04:53:00,47.849,48,0,SIN_INTERRUPCION
SES_00004602,VEH_0023550,SLOT_001,2025-05-27 03:24:00,2025-05-27 04:36:00,37.813,27,0,SIN_INTERRUPCION
SES_00004600,VEH_0023546,SLOT_022,2025-05-27 03:45:00,2025-05-27 04:56:00,43.748,70,0,SIN_INTERRUPCION
SES_00004604,VEH_0023559,SLOT_011,2025-05-27 04:17:00,2025-05-27 04:47:00,40.483,49,0,SIN_INTERRUPCION
SES_00004603,VEH_0023552,SLOT_029,2025-05-27 04:44:00,2025-05-27 05:30:00,72.589,53,0,SIN_INTERRUPCION
SES_00004607,VEH_0023581,SLOT_004,2025-05-27 07:10:00,2025-05-27 07:51:00,48.958,51,0,SIN_INTERRUPCION
SES_00004606,VEH_0023580,SLOT_014,2025-05-27 07:10:00,2025-05-27 07:54:00,63.732,51,0,SIN_INTERRUPCION
SES_00004609,VEH_0023588,SLOT_021,2025-05-27 07:54:00,2025-05-27 08:40:00,49.016,37,0,SIN_INTERRUPCION
SES_00004611,VEH_0023584,SLOT_027,2025-05-27 07:57:00,2025-05-27 09:20:00,53.464,30,0,SIN_INTERRUPCION
SES_00004613,VEH_0023585,SLOT_023,2025-05-27 08:27:00,2025-05-27 09:21:00,45.889,35,0,SIN_INTERRUPCION
SES_00004610,VEH_0023583,SLOT_012,2025-05-27 08:32:00,2025-05-27 09:03:00,41.026,55,0,SIN_INTERRUPCION
SES_00004608,VEH_0023575,SLOT_008,2025-05-27 08:37:00,2025-05-27 09:04:00,44.952,81,0,SIN_INTERRUPCION
SES_00004617,VEH_0023593,SLOT_026,2025-05-27 09:20:00,2025-05-27 10:02:00,53.719,33,0,SIN_INTERRUPCION
SES_00004612,VEH_0023591,SLOT_032,2025-05-27 09:28:00,2025-05-27 10:11:00,48.216,33,0,SIN_INTERRUPCION
SES_00004618,VEH_0023595,SLOT_028,2025-05-27 09:37:00,2025-05-27 10:45:00,59.526,27,0,SIN_INTERRUPCION
SES_00004624,VEH_0023612,SLOT_010,2025-05-27 09:46:00,2025-05-27 11:48:00,56.288,2,0,SIN_INTERRUPCION
SES_00004614,VEH_0023613,SLOT_002,2025-05-27 09:59:00,2025-05-27 10:27:00,48.183,53,0,SIN_INTERRUPCION
SES_00004619,VEH_0023594,SLOT_006,2025-05-27 10:00:00,2025-05-27 10:38:00,69.093,35,0,SIN_INTERRUPCION
SES_00004615,VEH_0023608,SLOT_030,2025-05-27 10:11:00,2025-05-27 10:33:00,36.552,32,0,SIN_INTERRUPCION
SES_00004616,VEH_0023601,SLOT_031,2025-05-27 10:18:00,2025-05-27 11:05:00,29.519,51,1,ALERTA_TERMICA
SES_00004620,VEH_0023598,SLOT_003,2025-05-27 10:26:00,2025-05-27 11:26:00,48.156,59,0,SIN_INTERRUPCION
SES_00004621,VEH_0023602,SLOT_017,2025-05-27 10:31:00,2025-05-27 12:06:00,57.787,17,0,SIN_INTERRUPCION
SES_00004622,VEH_0023589,SLOT_005,2025-05-27 10:31:00,2025-05-27 12:12:00,61.364,44,0,SIN_INTERRUPCION
SES_00004623,VEH_0023597,SLOT_025,2025-05-27 10:33:00,2025-05-27 11:11:00,46.805,49,0,SIN_INTERRUPCION
SES_00004629,VEH_0023630,SLOT_024,2025-05-27 12:19:00,2025-05-27 14:03:00,65.968,23,0,SIN_INTERRUPCION
SES_00004628,VEH_0023631,SLOT_009,2025-05-27 12:28:00,2025-05-27 13:00:00,46.569,43,0,SIN_INTERRUPCION
SES_00004625,VEH_0023623,SLOT_019,2025-05-27 12:30:00,2025-05-27 13:30:00,49.685,49,0,SIN_INTERRUPCION
SES_00004626,VEH_0023619,SLOT_016,2025-05-27 13:22:00,2025-05-27 13:51:00,47.335,60,0,SIN_INTERRUPCION
SES_00004627,VEH_0023621,SLOT_007,2025-05-27 13:29:00,2025-05-27 14:09:00,39.887,46,1,FALLO_CONECTOR
SES_00004630,VEH_0023639,SLOT_013,2025-05-27 14:41:00,2025-05-27 16:03:00,48.565,44,0,SIN_INTERRUPCION
SES_00004633,VEH_0023637,SLOT_018,2025-05-27 14:43:00,2025-05-27 16:24:00,33.329,9,1,REASIGNACION_SLOT
SES_00004632,VEH_0023641,SLOT_001,2025-05-27 14:53:00,2025-05-27 16:30:00,61.489,32,0,SIN_INTERRUPCION
SES_00004631,VEH_0023635,SLOT_020,2025-05-27 15:34:00,2025-05-27 16:37:00,63.024,70,0,SIN_INTERRUPCION
SES_00004635,VEH_0023644,SLOT_011,2025-05-27 15:57:00,2025-05-27 16:25:00,53.431,50,0,SIN_INTERRUPCION
SES_00004634,VEH_0023640,SLOT_022,2025-05-27 16:11:00,2025-05-27 17:54:00,50.249,40,0,SIN_INTERRUPCION
SES_00004636,VEH_0023643,SLOT_029,2025-05-27 17:10:00,2025-05-27 18:07:00,54.382,56,0,SIN_INTERRUPCION
SES_00004637,VEH_0023646,SLOT_004,2025-05-27 18:16:00,2025-05-27 18:52:00,52.308,31,0,SIN_INTERRUPCION
SES_00004638,VEH_0023652,SLOT_014,2025-05-27 19:04:00,2025-05-27 19:41:00,39.915,57,0,SIN_INTERRUPCION
SES_00004639,VEH_0023650,SLOT_021,2025-05-27 19:27:00,2025-05-27 20:04:00,54.408,42,0,SIN_INTERRUPCION
SES_00004644,VEH_0023676,SLOT_026,2025-05-27 19:42:00,2025-05-27 20:24:00,50.099,52,0,SIN_INTERRUPCION
SES_00004642,VEH_0023662,SLOT_023,2025-05-27 19:52:00,2025-05-27 20:46:00,59.467,48,0,SIN_INTERRUPCION
SES_00004641,VEH_0023658,SLOT_012,2025-05-27 20:04:00,2025-05-27 20:38:00,47.284,23,0,SIN_INTERRUPCION
SES_00004643,VEH_0023674,SLOT_027,2025-05-27 20:44:00,2025-05-27 22:20:00,42.244,38,0,SIN_INTERRUPCION
SES_00004640,VEH_0023656,SLOT_008,2025-05-27 21:01:00,2025-05-27 21:23:00,36.135,63,0,SIN_INTERRUPCION
SES_00004645,VEH_0023671,SLOT_032,2025-05-27 22:05:00,2025-05-27 22:55:00,57.844,61,0,SIN_INTERRUPCION
SES_00004646,VEH_0023665,SLOT_002,2025-05-27 22:29:00,2025-05-27 22:56:00,61.457,50,0,SIN_INTERRUPCION
SES_00004649,VEH_0023672,SLOT_006,2025-05-27 22:47:00,2025-05-27 23:14:00,38.808,41,0,SIN_INTERRUPCION
SES_00004647,VEH_0023688,SLOT_030,2025-05-27 22:52:00,2025-05-27 23:31:00,42.633,18,1,MICROCORTE_ENERGIA
SES_00004648,VEH_0023670,SLOT_028,2025-05-27 23:16:00,2025-05-28 00:11:00,46.586,83,1,REASIGNACION_SLOT
SES_00004651,VEH_0023692,SLOT_025,2025-05-27 23:26:00,2025-05-28 00:14:00,40.748,91,0,SIN_INTERRUPCION
SES_00004650,VEH_0023689,SLOT_031,2025-05-27 23:31:00,2025-05-28 00:40:00,66.111,56,0,SIN_INTERRUPCION
SES_00004652,VEH_0023683,SLOT_003,2025-05-27 23:39:00,2025-05-28 00:45:00,59.604,17,0,SIN_INTERRUPCION
SES_00004653,VEH_0023684,SLOT_010,2025-05-28 00:02:00,2025-05-28 01:37:00,41.604,57,1,ALERTA_TERMICA
SES_00004654,VEH_0023699,SLOT_017,2025-05-28 00:40:00,2025-05-28 02:21:00,54.114,79,0,SIN_INTERRUPCION
SES_00004655,VEH_0023685,SLOT_005,2025-05-28 01:33:00,2025-05-28 03:09:00,75.165,45,0,SIN_INTERRUPCION
SES_00004656,VEH_0023714,SLOT_009,2025-05-28 02:14:00,2025-05-28 02:44:00,52.703,60,0,SIN_INTERRUPCION
SES_00004659,VEH_0023700,SLOT_024,2025-05-28 02:40:00,2025-05-28 03:52:00,37.086,38,0,SIN_INTERRUPCION
SES_00004658,VEH_0023706,SLOT_016,2025-05-28 02:41:00,2025-05-28 03:03:00,46.236,54,0,SIN_INTERRUPCION
SES_00004657,VEH_0023707,SLOT_019,2025-05-28 02:57:00,2025-05-28 04:12:00,59.589,79,0,SIN_INTERRUPCION
SES_00004660,VEH_0023728,SLOT_007,2025-05-28 03:15:00,2025-05-28 03:42:00,35.81,55,1,REASIGNACION_SLOT
SES_00004661,VEH_0023716,SLOT_013,2025-05-28 03:32:00,2025-05-28 04:47:00,42.138,53,0,SIN_INTERRUPCION
SES_00004664,VEH_0023715,SLOT_011,2025-05-28 04:19:00,2025-05-28 04:41:00,32.675,74,0,SIN_INTERRUPCION
SES_00004662,VEH_0023730,SLOT_018,2025-05-28 04:21:00,2025-05-28 05:59:00,57.008,56,0,SIN_INTERRUPCION
SES_00004665,VEH_0023737,SLOT_020,2025-05-28 04:39:00,2025-05-28 05:32:00,40.072,59,0,SIN_INTERRUPCION
SES_00004663,VEH_0023712,SLOT_001,2025-05-28 04:42:00,2025-05-28 05:27:00,29.764,61,0,SIN_INTERRUPCION
SES_00004666,VEH_0023742,SLOT_022,2025-05-28 05:01:00,2025-05-28 06:28:00,37.152,60,1,REASIGNACION_SLOT
SES_00004673,VEH_0023720,SLOT_023,2025-05-28 05:56:00,2025-05-28 07:03:00,58.377,49,0,SIN_INTERRUPCION
SES_00004668,VEH_0023746,SLOT_004,2025-05-28 05:59:00,2025-05-28 06:32:00,37.772,73,0,SIN_INTERRUPCION
SES_00004669,VEH_0023718,SLOT_014,2025-05-28 06:11:00,2025-05-28 07:02:00,51.019,46,0,SIN_INTERRUPCION
SES_00004667,VEH_0023744,SLOT_029,2025-05-28 06:13:00,2025-05-28 06:59:00,49.712,69,0,SIN_INTERRUPCION
SES_00004670,VEH_0023711,SLOT_021,2025-05-28 06:37:00,2025-05-28 07:29:00,55.717,25,0,SIN_INTERRUPCION
SES_00004671,VEH_0023736,SLOT_026,2025-05-28 06:45:00,2025-05-28 07:25:00,53.653,71,0,SIN_INTERRUPCION
SES_00004674,VEH_0023769,SLOT_008,2025-05-28 07:05:00,2025-05-28 07:35:00,43.309,66,0,SIN_INTERRUPCION
SES_00004676,VEH_0023758,SLOT_002,2025-05-28 07:26:00,2025-05-28 07:50:00,51.438,61,0,SIN_INTERRUPCION
SES_00004672,VEH_0023757,SLOT_012,2025-05-28 07:42:00,2025-05-28 08:22:00,50.627,81,0,SIN_INTERRUPCION
SES_00004675,VEH_0023754,SLOT_027,2025-05-28 07:59:00,2025-05-28 08:53:00,43.809,49,0,SIN_INTERRUPCION
SES_00004677,VEH_0023766,SLOT_032,2025-05-28 08:28:00,2025-05-28 09:07:00,56.079,58,0,SIN_INTERRUPCION
SES_00004678,VEH_0023773,SLOT_006,2025-05-28 08:51:00,2025-05-28 09:43:00,52.07,53,0,SIN_INTERRUPCION
SES_00004679,VEH_0023768,SLOT_030,2025-05-28 09:29:00,2025-05-28 10:10:00,46.426,61,0,SIN_INTERRUPCION
SES_00004681,VEH_0023790,SLOT_025,2025-05-28 09:29:00,2025-05-28 10:08:00,36.333,31,1,REASIGNACION_SLOT
SES_00004682,VEH_0023798,SLOT_031,2025-05-28 09:51:00,2025-05-28 10:54:00,52.429,41,0,SIN_INTERRUPCION
SES_00004680,VEH_0023761,SLOT_028,2025-05-28 10:02:00,2025-05-28 10:48:00,39.775,68,1,REASIGNACION_SLOT
SES_00004686,VEH_0023795,SLOT_009,2025-05-28 10:36:00,2025-05-28 11:02:00,40.237,49,0,SIN_INTERRUPCION
SES_00004683,VEH_0023788,SLOT_003,2025-05-28 11:43:00,2025-05-28 12:43:00,65.436,40,0,SIN_INTERRUPCION
SES_00004685,VEH_0023801,SLOT_017,2025-05-28 12:10:00,2025-05-28 13:12:00,57.254,53,0,SIN_INTERRUPCION
SES_00004684,VEH_0023780,SLOT_010,2025-05-28 12:13:00,2025-05-28 13:24:00,41.857,56,1,REASIGNACION_SLOT
SES_00004687,VEH_0023785,SLOT_016,2025-05-28 12:17:00,2025-05-28 12:39:00,41.67,71,0,SIN_INTERRUPCION
SES_00004688,VEH_0023787,SLOT_005,2025-05-28 12:19:00,2025-05-28 13:06:00,49.125,52,0,SIN_INTERRUPCION
SES_00004689,VEH_0023782,SLOT_007,2025-05-28 13:10:00,2025-05-28 13:50:00,45.718,56,0,SIN_INTERRUPCION
SES_00004691,VEH_0023815,SLOT_019,2025-05-28 13:26:00,2025-05-28 14:10:00,25.118,70,1,MICROCORTE_ENERGIA
SES_00004690,VEH_0023791,SLOT_024,2025-05-28 13:30:00,2025-05-28 15:10:00,64.566,85,0,SIN_INTERRUPCION
SES_00004695,VEH_0023812,SLOT_020,2025-05-28 13:41:00,2025-05-28 14:50:00,49.815,63,0,SIN_INTERRUPCION
SES_00004692,VEH_0023810,SLOT_011,2025-05-28 14:02:00,2025-05-28 14:31:00,70.464,36,0,SIN_INTERRUPCION
SES_00004696,VEH_0023817,SLOT_018,2025-05-28 14:13:00,2025-05-28 15:46:00,51.88,33,0,SIN_INTERRUPCION
SES_00004697,VEH_0023816,SLOT_022,2025-05-28 14:18:00,2025-05-28 16:02:00,62.983,31,0,SIN_INTERRUPCION
SES_00004693,VEH_0023784,SLOT_013,2025-05-28 14:19:00,2025-05-28 15:56:00,34.399,36,1,FALLO_CONECTOR
SES_00004694,VEH_0023809,SLOT_001,2025-05-28 14:19:00,2025-05-28 15:24:00,54.56,28,0,SIN_INTERRUPCION
SES_00004698,VEH_0023826,SLOT_004,2025-05-28 18:34:00,2025-05-28 18:56:00,32.665,75,0,SIN_INTERRUPCION
SES_00004699,VEH_0023822,SLOT_014,2025-05-28 18:53:00,2025-05-28 19:59:00,57.582,37,0,SIN_INTERRUPCION
SES_00004701,VEH_0023823,SLOT_029,2025-05-28 19:34:00,2025-05-28 20:11:00,41.736,34,0,SIN_INTERRUPCION
SES_00004700,VEH_0023820,SLOT_023,2025-05-28 19:55:00,2025-05-28 20:43:00,46.903,38,0,SIN_INTERRUPCION
SES_00004702,VEH_0023824,SLOT_021,2025-05-28 20:25:00,2025-05-28 20:56:00,51.875,55,0,SIN_INTERRUPCION
SES_00004703,VEH_0023819,SLOT_026,2025-05-28 20:39:00,2025-05-28 21:10:00,40.575,84,0,SIN_INTERRUPCION
SES_00004705,VEH_0023830,SLOT_002,2025-05-28 20:58:00,2025-05-28 21:20:00,37.002,82,1,ALERTA_TERMICA
SES_00004704,VEH_0023821,SLOT_008,2025-05-28 21:00:00,2025-05-28 21:26:00,45.198,62,0,SIN_INTERRUPCION
SES_00004706,VEH_0023840,SLOT_012,2025-05-28 21:46:00,2025-05-28 22:21:00,33.988,40,1,ALERTA_TERMICA
SES_00004708,VEH_0023836,SLOT_032,2025-05-28 22:30:00,2025-05-28 23:05:00,43.525,48,0,SIN_INTERRUPCION
SES_00004707,VEH_0023855,SLOT_027,2025-05-28 22:32:00,2025-05-28 23:45:00,46.015,59,0,SIN_INTERRUPCION
SES_00004712,VEH_0023841,SLOT_028,2025-05-28 22:51:00,2025-05-28 23:46:00,39.091,40,0,SIN_INTERRUPCION
SES_00004710,VEH_0023850,SLOT_025,2025-05-28 23:06:00,2025-05-28 23:45:00,50.297,18,0,SIN_INTERRUPCION
SES_00004709,VEH_0023844,SLOT_006,2025-05-28 23:28:00,2025-05-29 00:09:00,53.565,62,0,SIN_INTERRUPCION
SES_00004713,VEH_0023843,SLOT_031,2025-05-28 23:46:00,2025-05-29 00:27:00,41.428,21,0,SIN_INTERRUPCION
SES_00004711,VEH_0023853,SLOT_030,2025-05-29 00:09:00,2025-05-29 00:38:00,49.387,34,0,SIN_INTERRUPCION
SES_00004719,VEH_0023857,SLOT_010,2025-05-29 00:33:00,2025-05-29 01:41:00,54.85,19,0,SIN_INTERRUPCION
SES_00004718,VEH_0023865,SLOT_017,2025-05-29 01:01:00,2025-05-29 02:21:00,54.111,14,0,SIN_INTERRUPCION
SES_00004714,VEH_0023858,SLOT_009,2025-05-29 01:04:00,2025-05-29 01:42:00,72.809,59,0,SIN_INTERRUPCION
SES_00004715,VEH_0023862,SLOT_016,2025-05-29 01:12:00,2025-05-29 01:54:00,41.031,58,1,REASIGNACION_SLOT
SES_00004717,VEH_0023848,SLOT_005,2025-05-29 01:16:00,2025-05-29 02:10:00,54.972,51,0,SIN_INTERRUPCION
SES_00004716,VEH_0023856,SLOT_003,2025-05-29 01:43:00,2025-05-29 02:52:00,44.353,69,1,ALERTA_TERMICA
SES_00004721,VEH_0023863,SLOT_019,2025-05-29 01:49:00,2025-05-29 02:44:00,43.095,66,0,SIN_INTERRUPCION
SES_00004720,VEH_0023861,SLOT_007,2025-05-29 02:12:00,2025-05-29 02:59:00,58.715,62,0,SIN_INTERRUPCION
SES_00004728,VEH_0023879,SLOT_022,2025-05-29 02:30:00,2025-05-29 04:18:00,54.896,46,0,SIN_INTERRUPCION
SES_00004723,VEH_0023871,SLOT_020,2025-05-29 02:36:00,2025-05-29 03:34:00,62.019,37,0,SIN_INTERRUPCION
SES_00004725,VEH_0023890,SLOT_001,2025-05-29 02:37:00,2025-05-29 03:51:00,31.768,15,1,FALLO_CONECTOR
SES_00004722,VEH_0023869,SLOT_011,2025-05-29 02:38:00,2025-05-29 03:07:00,66.614,65,0,SIN_INTERRUPCION
SES_00004724,VEH_0023884,SLOT_024,2025-05-29 03:30:00,2025-05-29 05:39:00,63.076,46,0,SIN_INTERRUPCION
SES_00004727,VEH_0023883,SLOT_013,2025-05-29 03:47:00,2025-05-29 05:09:00,48.08,71,0,SIN_INTERRUPCION
