fecha,turno,headcount_proxy,absentismo_proxy,productividad_turno_indice,presion_operativa_indice,overtime_flag
2025-06-17,B,97,0.1218,0.8584,0.82,1
2025-06-17,C,88,0.1321,0.7213,0.8564,1
2025-06-18,A,108,0.0914,0.871,0.7878,1
2025-06-18,B,103,0.0975,0.846,0.7331,1
2025-06-18,C,76,0.1195,0.7492,0.9167,1
2025-06-19,A,107,0.1154,0.8314,0.7191,1
2025-06-19,B,107,0.0864,0.8722,0.8199,1
2025-06-19,C,84,0.1423,0.7082,0.8706,1
2025-06-20,A,109,0.1346,0.8594,0.8018,1
2025-06-20,B,102,0.12,0.7609,0.7417,1
2025-06-20,C,86,0.1066,0.7388,0.765,1
2025-06-21,A,98,0.1331,0.8246,0.7306,1
2025-06-21,B,77,0.1458,0.7741,0.7426,1
2025-06-21,C,79,0.1675,0.7154,0.7959,1
2025-06-22,A,97,0.1363,0.8025,0.7168,1
2025-06-22,B,97,0.0875,0.8393,0.7996,1
2025-06-22,C,85,0.1455,0.7091,0.8829,1
2025-06-23,A,104,0.1338,0.8219,0.8282,1
2025-06-23,B,104,0.1052,0.8159,0.7716,1
2025-06-23,C,95,0.1206,0.753,0.9324,1
2025-06-24,A,120,0.1138,0.8391,0.7393,1
2025-06-24,B,106,0.1251,0.818,0.7756,1
2025-06-24,C,87,0.1193,0.7628,0.7621,1
2025-06-25,A,122,0.1304,0.8169,0.8881,1
2025-06-25,B,112,0.1194,0.8335,0.83,1
2025-06-25,C,91,0.0807,0.8127,0.7874,1
2025-06-26,A,111,0.1064,0.8538,0.7352,1
2025-06-26,B,108,0.1059,0.8502,0.8369,1
2025-06-26,C,100,0.0819,0.7433,0.8201,1
2025-06-27,A,113,0.1031,0.8507,0.7478,1
2025-06-27,B,123,0.0887,0.8253,0.8375,1
2025-06-27,C,86,0.1354,0.6986,0.8314,1
2025-06-28,A,106,0.1273,0.9355,0.7451,1
2025-06-28,B,79,0.1526,0.779,0.7156,1
2025-06-28,C,79,0.1358,0.7414,0.8395,1
2025-06-29,A,99,0.1081,0.8712,0.756,1
2025-06-29,B,88,0.1424,0.8085,0.7721,1
2025-06-29,C,78,0.1613,0.6846,0.7972,1
2025-06-30,A,95,0.1575,0.832,0.7992,1
2025-06-30,B,114,0.0882,0.8855,0.774,1
2025-06-30,C,92,0.1169,0.7069,0.868,1
2025-07-01,A,126,0.1297,0.8268,0.7509,1
2025-07-01,B,105,0.1422,0.7549,0.8296,1
2025-07-01,C,88,0.1021,0.7228,0.8665,1
2025-07-02,A,98,0.124,0.8046,0.7355,1
2025-07-02,B,114,0.0754,0.8828,0.8989,1
2025-07-02,C,82,0.1501,0.696,0.8957,1
2025-07-03,A,117,0.1014,0.8543,0.826,1
2025-07-03,B,109,0.1001,0.8542,0.8038,1
2025-07-03,C,90,0.0923,0.7433,0.8628,1
2025-07-04,A,111,0.1327,0.9389,0.8054,1
2025-07-04,B,96,0.1333,0.8171,0.8426,1
2025-07-04,C,90,0.128,0.7305,0.9674,1
2025-07-05,A,96,0.1414,0.8315,0.7726,1
2025-07-05,B,97,0.1276,0.7401,0.7774,1
2025-07-05,C,68,0.1654,0.7279,0.8089,1
2025-07-06,A,102,0.0894,0.9653,0.7913,1
2025-07-06,B,93,0.1445,0.7865,0.7704,1
2025-07-06,C,72,0.153,0.7284,0.8516,1
2025-07-07,A,112,0.1432,0.8336,0.8023,1
2025-07-07,B,97,0.1252,0.7706,0.7494,1
2025-07-07,C,91,0.1275,0.6903,0.8494,1
2025-07-08,A,123,0.1108,0.9278,0.8077,1
2025-07-08,B,104,0.133,0.8254,0.862,1
2025-07-08,C,82,0.0937,0.7078,0.9362,1
2025-07-09,A,110,0.1193,0.8896,0.8261,1
2025-07-09,B,105,0.1153,0.7424,0.84,1
2025-07-09,C,80,0.1411,0.6968,0.948,1
2025-07-10,A,111,0.1002,0.8662,0.8646,1
2025-07-10,B,96,0.1459,0.804,0.7757,1
2025-07-10,C,89,0.1009,0.7494,0.8513,1
2025-07-11,A,107,0.0833,0.8478,0.8146,1
2025-07-11,B,103,0.1293,0.7575,0.8411,1
2025-07-11,C,75,0.1147,0.8196,0.9604,1
2025-07-12,A,109,0.1318,0.765,0.7773,1
2025-07-12,B,81,0.1564,0.7965,0.8635,1
2025-07-12,C,81,0.1429,0.6946,0.8547,1
2025-07-13,A,93,0.1327,0.8049,0.7603,1
2025-07-13,B,98,0.1336,0.7487,0.827,1
2025-07-13,C,74,0.1554,0.7096,0.8444,1
2025-07-14,A,113,0.1103,0.8947,0.8147,1
2025-07-14,B,114,0.1014,0.7879,0.8059,1
2025-07-14,C,75,0.1307,0.6832,0.8168,1
2025-07-15,A,115,0.08,0.8955,0.8279,1
2025-07-15,B,105,0.1247,0.7761,0.8686,1
2025-07-15,C,80,0.1256,0.7276,0.8753,1
2025-07-16,A,105,0.128,0.8467,0.83,1
2025-07-16,B,116,0.0741,0.8125,0.8411,1
2025-07-16,C,89,0.0956,0.7314,0.8798,1
2025-07-17,A,109,0.1074,0.8273,0.8144,1
2025-07-17,B,107,0.1158,0.8556,0.7708,1
2025-07-17,C,79,0.137,0.7703,0.9564,1
2025-07-18,A,113,0.0859,0.8914,0.7695,1
2025-07-18,B,118,0.1127,0.7788,0.7423,1
2025-07-18,C,96,0.1262,0.7173,0.8521,1
2025-07-19,A,94,0.1163,0.8524,0.7629,1
2025-07-19,B,85,0.1264,0.863,0.7396,1
2025-07-19,C,75,0.1224,0.745,0.8779,1
2025-07-20,A,103,0.1427,0.8624,0.8476,1
2025-07-20,B,93,0.1517,0.7803,0.7571,1
2025-07-20,C,77,0.1524,0.6923,0.8696,1
2025-07-21,A,113,0.1038,0.8922,0.8858,1
2025-07-21,B,110,0.0641,0.8722,0.8991,1
2025-07-21,C,84,0.1174,0.7063,0.9063,1
2025-07-22,A,106,0.0934,0.9023,0.892,1
2025-07-22,B,106,0.1497,0.8187,0.8026,1
2025-07-22,C,89,0.137,0.6898,0.9176,1
2025-07-23,A,114,0.0885,0.8815,0.8811,1
2025-07-23,B,101,0.0978,0.8559,0.8779,1
2025-07-23,C,88,0.1038,0.7215,0.9292,1
2025-07-24,A,115,0.0706,0.9221,0.7958,1
2025-07-24,B,114,0.1102,0.8451,0.8377,1
2025-07-24,C,83,0.1151,0.7861,0.9241,1
2025-07-25,A,113,0.1201,0.8819,0.8755,1
2025-07-25,B,113,0.1064,0.8735,0.7873,1
2025-07-25,C,98,0.1012,0.7744,0.8801,1
2025-07-26,A,92,0.1113,0.8746,0.8291,1
2025-07-26,B,94,0.1136,0.8571,0.7652,1
2025-07-26,C,72,0.1359,0.7828,0.9177,1
2025-07-27,A,92,0.0995,0.8342,0.7408,1
2025-07-27,B,99,0.1444,0.8814,0.7476,1
2025-07-27,C,61,0.1228,0.7672,0.8156,1
2025-07-28,A,106,0.1041,0.9974,0.7689,1
2025-07-28,B,108,0.1081,0.8471,0.8282,1
2025-07-28,C,90,0.1243,0.7475,0.8338,1
2025-07-29,A,107,0.1259,0.8448,0.8087,1
2025-07-29,B,113,0.0577,0.9267,0.7689,1
2025-07-29,C,88,0.0868,0.7901,0.8927,1
2025-07-30,A,107,0.1271,0.9034,0.795,1
2025-07-30,B,114,0.0696,0.889,0.8102,1
2025-07-30,C,85,0.1156,0.7517,0.8712,1
2025-07-31,A,107,0.0919,0.9354,0.8494,1
2025-07-31,B,105,0.0762,0.9007,0.8781,1
2025-07-31,C,85,0.1036,0.7448,0.9247,1
2025-08-01,A,120,0.0654,1.0243,0.7904,1
2025-08-01,B,102,0.0928,0.9233,0.8653,1
2025-08-01,C,88,0.0768,0.8407,0.8268,1
2025-08-02,A,102,0.1003,0.8501,0.8029,1
2025-08-02,B,95,0.1437,0.8407,0.8371,1
2025-08-02,C,90,0.1129,0.7571,0.8963,1
2025-08-03,A,98,0.1334,0.8534,0.7637,1
2025-08-03,B,95,0.1131,0.8737,0.7822,1
2025-08-03,C,77,0.147,0.7158,0.7613,1
2025-08-04,A,100,0.1124,0.9095,0.8655,1
2025-08-04,B,110,0.082,0.847,0.8224,1
2025-08-04,C,100,0.0581,0.8099,0.931,1
2025-08-05,A,117,0.1069,0.87,0.8281,1
2025-08-05,B,98,0.1195,0.8549,0.8501,1
2025-08-05,C,102,0.0832,0.7811,0.8955,1
2025-08-06,A,110,0.0853,0.9009,0.7506,1
2025-08-06,B,106,0.0873,0.9256,0.7569,1
2025-08-06,C,84,0.1116,0.7777,0.8208,1
2025-08-07,A,112,0.0977,0.9242,0.8693,1
2025-08-07,B,99,0.078,0.8656,0.7939,1
2025-08-07,C,92,0.0962,0.8299,0.9035,1
2025-08-08,A,112,0.1071,0.928,0.7228,1
2025-08-08,B,107,0.0758,0.8826,0.886,1
2025-08-08,C,98,0.0468,0.8304,0.8714,1
2025-08-09,A,104,0.144,0.8358,0.825,1
2025-08-09,B,92,0.0962,0.8661,0.7935,1
2025-08-09,C,80,0.0847,0.7945,0.8846,1
2025-08-10,A,107,0.0962,0.9415,0.6964,0
2025-08-10,B,94,0.1175,0.85,0.7821,1
2025-08-10,C,72,0.0924,0.8276,0.8449,1
2025-08-11,A,115,0.1106,0.9217,0.8464,1
2025-08-11,B,105,0.0829,0.9187,0.7935,1
2025-08-11,C,85,0.0828,0.72,0.9226,1
2025-08-12,A,132,0.1088,0.8894,0.9242,1
2025-08-12,B,105,0.0703,0.9384,0.8842,1
2025-08-12,C,83,0.1059,0.7646,0.9426,1
2025-08-13,A,111,0.0989,0.9186,0.7872,1
2025-08-13,B,107,0.0962,0.8723,0.8025,1
2025-08-13,C,96,0.0831,0.8117,0.881,1
2025-08-14,A,106,0.0854,0.9474,0.7803,1
2025-08-14,B,112,0.0922,0.8941,0.8255,1
2025-08-14,C,91,0.0929,0.8205,0.9216,1
2025-08-15,A,107,0.1444,0.894,0.8302,1
2025-08-15,B,106,0.0984,0.8453,0.8398,1
2025-08-15,C,86,0.1252,0.7772,0.9873,1
2025-08-16,A,98,0.1214,0.8221,0.846,1
2025-08-16,B,97,0.0926,0.8643,0.7663,1
2025-08-16,C,87,0.0871,0.8105,0.8576,1
2025-08-17,A,109,0.0967,0.9532,0.7938,1
2025-08-17,B,94,0.1311,0.8638,0.757,1
2025-08-17,C,87,0.1328,0.7541,0.9029,1
2025-08-18,A,118,0.0799,0.8902,0.8392,1
2025-08-18,B,110,0.0843,0.9367,0.8079,1
2025-08-18,C,87,0.092,0.7268,0.9038,1
2025-08-19,A,111,0.0856,0.9846,0.8218,1
2025-08-19,B,108,0.1129,0.7966,0.8227,1
2025-08-19,C,85,0.0823,0.7953,0.9355,1
2025-08-20,A,117,0.0752,0.8871,0.8862,1
2025-08-20,B,119,0.0766,0.936,0.922,1
2025-08-20,C,86,0.1012,0.7548,0.9381,1
2025-08-21,A,114,0.1072,0.8952,0.7658,1
2025-08-21,B,104,0.0705,0.9101,0.8044,1
2025-08-21,C,90,0.1144,0.793,0.8938,1
2025-08-22,A,111,0.104,0.9318,0.8461,1
2025-08-22,B,109,0.0902,0.8792,0.8699,1
2025-08-22,C,89,0.0948,0.8323,0.9136,1
2025-08-23,A,96,0.1253,0.8564,0.7799,1
2025-08-23,B,94,0.103,0.8814,0.8666,1
2025-08-23,C,87,0.118,0.7687,0.8393,1
2025-08-24,A,96,0.1186,0.9048,0.8082,1
2025-08-24,B,86,0.1692,0.7937,0.8676,1
2025-08-24,C,73,0.1228,0.7263,0.9025,1
2025-08-25,A,106,0.0948,0.9342,0.8368,1
2025-08-25,B,110,0.1082,0.8391,0.8497,1
2025-08-25,C,76,0.1076,0.8233,0.9497,1
2025-08-26,A,107,0.0858,0.9385,0.9036,1
2025-08-26,B,102,0.1046,0.8774,0.9125,1
2025-08-26,C,81,0.1049,0.7998,0.8285,1
2025-08-27,A,107,0.0955,0.9208,0.8804,1
2025-08-27,B,112,0.1217,0.8464,0.8076,1
2025-08-27,C,97,0.1325,0.7817,0.9572,1
2025-08-28,A,113,0.0748,0.8829,0.8666,1
2025-08-28,B,100,0.0779,0.9476,0.8817,1
2025-08-28,C,80,0.0787,0.8142,0.8762,1
2025-08-29,A,114,0.0836,1.0055,0.8968,1
2025-08-29,B,105,0.1199,0.9144,0.8908,1
2025-08-29,C,90,0.1043,0.7649,0.9644,1
2025-08-30,A,97,0.133,0.9118,0.7578,1
2025-08-30,B,90,0.1229,0.8215,0.7736,1
2025-08-30,C,75,0.1022,0.8427,0.8949,1
2025-08-31,A,94,0.1358,0.9047,0.7328,1
2025-08-31,B,100,0.1171,0.8824,0.8529,1
2025-08-31,C,67,0.1427,0.7173,0.9627,1
2025-09-01,A,122,0.1017,0.9109,0.8695,1
2025-09-01,B,103,0.0899,0.9107,0.8557,1
2025-09-01,C,80,0.1083,0.8274,0.9932,1
2025-09-02,A,118,0.091,0.931,0.8637,1
2025-09-02,B,115,0.1074,0.8945,0.8965,1
2025-09-02,C,85,0.099,0.7524,0.9605,1
2025-09-03,A,112,0.1175,0.8966,0.8603,1
2025-09-03,B,105,0.1056,0.8168,0.8673,1
2025-09-03,C,87,0.1059,0.8005,0.9596,1
2025-09-04,A,103,0.0843,0.9237,0.8966,1
2025-09-04,B,109,0.0876,0.9318,0.7834,1
2025-09-04,C,86,0.1038,0.7475,0.9008,1
2025-09-05,A,119,0.1152,0.9884,0.8438,1
2025-09-05,B,101,0.0817,0.8373,0.8631,1
2025-09-05,C,93,0.0728,0.831,0.908,1
2025-09-06,A,98,0.0693,0.8863,0.8611,1
2025-09-06,B,91,0.0856,0.9044,0.8049,1
2025-09-06,C,60,0.1444,0.7631,0.9504,1
2025-09-07,A,90,0.1252,0.9064,0.7608,1
2025-09-07,B,94,0.1127,0.8651,0.8037,1
2025-09-07,C,77,0.1069,0.8018,0.8617,1
2025-09-08,A,130,0.0525,1.022,0.8363,1
2025-09-08,B,102,0.0689,0.8078,0.8223,1
2025-09-08,C,92,0.1134,0.713,0.9445,1
2025-09-09,A,114,0.071,0.961,0.9282,1
2025-09-09,B,107,0.0756,0.8831,0.9151,1
2025-09-09,C,92,0.1192,0.7741,0.9531,1
2025-09-10,A,115,0.0764,0.9277,0.768,1
2025-09-10,B,109,0.0829,0.9722,0.8467,1
2025-09-10,C,87,0.089,0.7313,0.9525,1
2025-09-11,A,104,0.0797,0.94,0.8662,1
2025-09-11,B,100,0.0586,0.8974,0.8468,1
2025-09-11,C,89,0.1073,0.7461,0.972,1
2025-09-12,A,117,0.1086,0.9614,0.7868,1
2025-09-12,B,102,0.1097,0.8428,0.8471,1
2025-09-12,C,90,0.0986,0.7677,0.9982,1
2025-09-13,A,98,0.1124,0.9484,0.8678,1
2025-09-13,B,103,0.1119,0.8908,0.8162,1
2025-09-13,C,65,0.0993,0.7419,0.9745,1
2025-09-14,A,103,0.1006,0.824,0.7854,1
2025-09-14,B,95,0.1265,0.8471,0.8304,1
2025-09-14,C,87,0.1534,0.721,0.9184,1
2025-09-15,A,98,0.1007,0.9354,0.8617,1
2025-09-15,B,96,0.0774,0.8882,0.8674,1
2025-09-15,C,87,0.1106,0.7453,0.884,1
2025-09-16,A,111,0.0891,0.8642,0.9173,1
2025-09-16,B,108,0.0907,0.8506,0.8933,1
2025-09-16,C,87,0.0992,0.7584,0.951,1
2025-09-17,A,119,0.0777,0.9664,0.8354,1
2025-09-17,B,105,0.1018,0.9457,0.8099,1
2025-09-17,C,89,0.0916,0.7727,0.965,1
2025-09-18,A,110,0.1325,0.9758,0.8458,1
2025-09-18,B,104,0.1024,0.8271,0.8317,1
2025-09-18,C,82,0.0908,0.8052,0.9242,1
2025-09-19,A,118,0.0713,0.9854,0.9315,1
2025-09-19,B,102,0.1123,0.8042,0.8857,1
2025-09-19,C,88,0.106,0.7766,0.9511,1
2025-09-20,A,98,0.1354,0.9161,0.7809,1
2025-09-20,B,102,0.102,0.9132,0.7724,1
2025-09-20,C,78,0.1017,0.7623,0.8972,1
2025-09-21,A,92,0.1,0.9222,0.7982,1
2025-09-21,B,88,0.1463,0.8671,0.865,1
2025-09-21,C,73,0.1336,0.7066,0.9562,1
2025-09-22,A,116,0.0934,0.9141,0.9094,1
2025-09-22,B,113,0.0763,0.9262,0.9401,1
2025-09-22,C,87,0.1226,0.729,0.9284,1
2025-09-23,A,106,0.1203,0.9155,0.8611,1
2025-09-23,B,108,0.098,0.8443,0.8909,1
2025-09-23,C,87,0.0927,0.7573,0.9703,1
2025-09-24,A,115,0.0933,0.9361,0.8733,1
2025-09-24,B,101,0.0823,0.8968,0.8611,1
2025-09-24,C,93,0.0725,0.8272,0.9225,1
2025-09-25,A,120,0.0685,0.9519,0.8404,1
2025-09-25,B,104,0.1099,0.8439,0.9053,1
2025-09-25,C,98,0.1177,0.749,0.9042,1
2025-09-26,A,119,0.0794,0.9194,0.8665,1
2025-09-26,B,108,0.1072,0.8571,0.8843,1
2025-09-26,C,82,0.1266,0.738,1.0,1
2025-09-27,A,94,0.1214,0.8505,0.872,1
2025-09-27,B,86,0.1335,0.824,0.8733,1
2025-09-27,C,63,0.1573,0.7093,0.9303,1
2025-09-28,A,104,0.1184,0.9389,0.8811,1
2025-09-28,B,108,0.1296,0.8689,0.8429,1
2025-09-28,C,84,0.1395,0.7053,0.8682,1
2025-09-29,A,109,0.0841,0.9234,0.851,1
2025-09-29,B,99,0.0826,0.861,0.8101,1
2025-09-29,C,78,0.115,0.7631,0.9027,1
2025-09-30,A,116,0.1174,0.899,0.7862,1
2025-09-30,B,102,0.1171,0.8396,0.8171,1
2025-09-30,C,99,0.1097,0.784,1.0,1
